P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,54,286,818,287,26,56,3
2,0,79,384,679,212,46,123,6
3,0,72,389,688,243,41,93,4
4,0,68,329,698,277,54,87,16
5,0,149,458,558,192,62,106,4
