edge_id,src,dst,w_raw,w_norm,severity,severity_norm_mean,severity_norm,R_ij,P_level,C_level,RiskLevel
0,3494,3574,0.0,0.009999999776482582,3.4485182762145996,0.3497883379459381,0.35823500654565976,0.003582349985384834,1,4,4
1,0,3494,0.0,0.009999999776482582,1.3845090866088867,0.05492987111210823,0.057094623469187644,0.0005709462219302336,1,2,2
2,0,3780,0.0,0.009999999776482582,4.349645614624023,0.47852081060409546,0.5130994477999279,0.005130994363312615,1,5,5
3,1,3780,0.0,0.009999999776482582,4.349645614624023,0.47852081060409546,0.5130994477999279,0.005130994363312615,1,5,5
4,1,3494,0.0,0.009999999776482582,1.7591371536254883,0.10844816267490387,0.11501981901329433,0.0011501981644240103,1,2,2
5,3494,3780,0.9999998807907104,0.9999998807907104,4.349645614624023,0.47852081060409546,0.5130994477999279,0.5130993866337072,5,5,25
6,2,3573,0.0,0.009999999776482582,3.929687261581421,0.4185267388820648,0.45270568149237844,0.004527056713736179,1,4,4
7,2,3494,0.0,0.009999999776482582,1.7872146368026733,0.11245923489332199,0.11812274742843062,0.0011812274478818147,1,2,2
8,3,4,0.0,0.009999999776482582,1.9913320541381836,0.14161886274814606,0.14165053676614164,0.0014165053360000541,1,2,2
9,4,5,0.0,0.009999999776482582,1.9913320541381836,0.14161886274814606,0.14165053676614164,0.0014165053360000541,1,2,2
10,5,6,0.0,0.009999999776482582,2.0523743629455566,0.15033920109272003,0.16029839127099244,0.0016029838768804418,1,3,3
11,7,3780,0.0,0.009999999776482582,4.349645614624023,0.47852081060409546,0.5130994477999279,0.005130994363312615,1,5,5
12,7,3494,0.0,0.009999999776482582,2.3619346618652344,0.19456209242343903,0.20852238954043095,0.0020852238487959235,1,3,3
13,8,3497,0.0,0.009999999776482582,1.163947343826294,0.023421049118041992,0.023710224908006415,0.0002371022437804159,1,2,2
14,8,9,0.0,0.009999999776482582,1.016200304031372,0.002314329147338867,0.0023169172782968256,2.316917226509689e-05,1,2,2
15,9,10,0.0,0.009999999776482582,1.298366904258728,0.042623843997716904,0.04349544800450947,0.00043495447032310445,1,2,2
16,10,3497,0.0,0.009999999776482582,1.298366904258728,0.042623843997716904,0.04349544800450947,0.00043495447032310445,1,2,2
17,11,3782,0.0,0.009999999776482582,2.6092514991760254,0.22989307343959808,0.24585371499407727,0.002458537094988185,1,3,3
18,11,12,0.0,0.009999999776482582,2.6092514991760254,0.22989307343959808,0.24585371499407727,0.002458537094988185,1,3,3
19,12,13,0.0,0.009999999776482582,1.008090615272522,0.001155802165158093,0.0011599682896194594,1.1599682636921477e-05,1,2,2
20,13,14,0.0,0.009999999776482582,1.0278244018554688,0.00397491455078125,0.004015588469569287,4.01558837981389e-05,1,2,2
21,14,15,0.0,0.009999999776482582,1.0278244018554688,0.00397491455078125,0.004015588469569287,4.01558837981389e-05,1,2,2
22,16,17,0.0,0.009999999776482582,1.3188962936401367,0.04555661231279373,0.04680594044247973,0.00046805939396285436,1,2,2
23,17,3181,0.0,0.009999999776482582,1.1205196380615234,0.017217090353369713,0.018145224351764744,0.00018145223946187375,1,2,2
24,18,3181,0.0,0.009999999776482582,1.5571353435516357,0.07959076017141342,0.08181263359402595,0.0008181263176537109,1,2,2
25,19,3181,0.0,0.009999999776482582,1.0652406215667725,0.009320088662207127,0.00942025276029763,9.420252549738572e-05,1,2,2
26,19,20,0.0,0.009999999776482582,1.0652406215667725,0.009320088662207127,0.00942025276029763,9.420252549738572e-05,1,2,2
27,20,3784,0.0,0.009999999776482582,1.0241448879241943,0.0034492698032408953,0.0034776772883276944,3.47767721059555e-05,1,2,2
28,21,3784,0.0,0.009999999776482582,1.667280673980713,0.09532581269741058,0.09845040858079367,0.0009845040638025554,1,2,2
29,21,22,0.0,0.009999999776482582,1.667280673980713,0.09532581269741058,0.09845040858079367,0.0009845040638025554,1,2,2
30,22,23,0.0,0.009999999776482582,1.6336097717285156,0.09051568061113358,0.09296560099938017,0.0009296559892143706,1,2,2
31,24,25,0.0,0.009999999776482582,1.02012038230896,0.002874340396374464,0.002874495577957481,2.874495513707498e-05,1,2,2
32,25,26,0.0,0.009999999776482582,1.0135866403579712,0.0019409486558288336,0.0019482385752418222,1.9482385316952967e-05,1,2,2
33,26,3497,0.0,0.009999999776482582,1.163947343826294,0.023421049118041992,0.023710224908006415,0.0002371022437804159,1,2,2
34,4838,4839,0.9999998807907104,0.9999998807907104,1.7813327312469482,0.11161895841360092,0.11867322340342158,0.11867320925647093,5,2,10
35,3785,4838,0.0,0.009999999776482582,1.7813327312469482,0.11161895841360092,0.11867322340342158,0.0011867322075086834,1,2,2
36,3785,4839,0.0,0.009999999776482582,1.1679385900497437,0.02399122714996338,0.024635626157841664,0.0002463562560719251,1,2,2
37,3495,4839,0.5,0.5049999952316284,1.385459303855896,0.055065613240003586,0.05807632252563582,0.029328542598516603,5,2,10
38,4838,4840,0.5,0.5049999952316284,1.7813327312469482,0.11161895841360092,0.11867322340342158,0.059929977252849875,5,2,10
39,4839,4840,0.0,0.009999999776482582,1.2443252801895142,0.03490361198782921,0.0354889134738513,0.00035488912680612273,1,2,2
40,27,4839,0.0,0.009999999776482582,1.443066954612732,0.06329528242349625,0.06449967877886446,0.000644996773371843,1,2,2
41,27,4838,0.0,0.009999999776482582,1.7813327312469482,0.11161895841360092,0.11867322340342158,0.0011867322075086834,1,2,2
42,28,3787,0.0,0.009999999776482582,1.5099968910217285,0.07285670191049576,0.07544198705090548,0.0007544198536464566,1,2,2
43,3182,3787,0.5,0.5049999952316284,1.5099968910217285,0.07285670191049576,0.07544198705090548,0.03809820310097184,5,2,10
44,29,3790,0.0,0.009999999776482582,1.5283620357513428,0.07548028975725174,0.07725417481970265,0.0007725417309293728,1,2,2
45,29,30,0.0,0.009999999776482582,1.9839612245559692,0.140565887093544,0.14585277093321938,0.001458527676731559,1,2,2
46,30,3789,0.0,0.009999999776482582,2.557551383972168,0.22250734269618988,0.22943574327099342,0.002294357381427049,1,3,3
47,31,3787,0.0,0.009999999776482582,1.662021517753601,0.09457450360059738,0.09663866632936881,0.0009663866416932629,1,2,2
48,32,3787,0.0,0.009999999776482582,1.581141471862793,0.08302021026611328,0.08734482082646763,0.0008734481887415875,1,2,2
49,32,3497,0.0,0.009999999776482582,1.581141471862793,0.08302021026611328,0.08734482082646763,0.0008734481887415875,1,2,2
50,33,3497,0.0,0.009999999776482582,1.163947343826294,0.023421049118041992,0.023710224908006415,0.0002371022437804159,1,2,2
51,33,34,0.0,0.009999999776482582,1.094011902809143,0.013430272229015827,0.013447588705376086,0.00013447588404799055,1,2,2
52,34,3788,0.0,0.009999999776482582,2.6899566650390625,0.2414223849773407,0.2589596398778472,0.002589596340896482,1,3,3
53,3478,4573,0.0,0.009999999776482582,1.81321120262146,0.11617302894592285,0.12412990385088403,0.0012412990107636447,1,2,2
54,35,3497,0.0,0.009999999776482582,1.1817978620529175,0.025971123948693275,0.027577396245473416,0.00027577395629070574,1,2,2
55,35,36,0.0,0.009999999776482582,1.1817978620529175,0.025971123948693275,0.027577396245473416,0.00027577395629070574,1,2,2
56,36,3497,0.0,0.009999999776482582,1.163947343826294,0.023421049118041992,0.023710224908006415,0.0002371022437804159,1,2,2
57,37,3576,0.0,0.009999999776482582,1.012169599533081,0.0017385141691192985,0.0017413975756625127,1.7413975367392438e-05,1,2,2
58,37,3784,0.0,0.009999999776482582,1.018286943435669,0.002612420590594411,0.002613827231834266,2.613827173410675e-05,1,2,2
59,3576,3784,0.0,0.009999999776482582,1.018286943435669,0.002612420590594411,0.002613827231834266,2.613827173410675e-05,1,2,2
60,38,3496,0.0,0.009999999776482582,1.0155279636383057,0.002218280453234911,0.002218490295775519,2.218490246188397e-05,1,2,2
61,38,39,0.0,0.009999999776482582,1.0155279636383057,0.002218280453234911,0.002218490295775519,2.218490246188397e-05,1,2,2
62,39,40,0.0,0.009999999776482582,1.0097911357879639,0.0013987337006255984,0.001399476777445346,1.3994767461646024e-05,1,2,2
63,40,41,0.0,0.009999999776482582,1.0962245464324951,0.013746364042162895,0.014147621335243414,0.00014147621019019435,1,2,2
64,41,42,0.0,0.009999999776482582,1.4784929752349854,0.06835614144802094,0.07010480477713626,0.0007010480321017177,1,2,2
65,42,43,0.0,0.009999999776482582,1.503828525543213,0.07197550684213638,0.0737236617358778,0.0007372366008802554,1,2,2
66,43,44,0.0,0.009999999776482582,1.503828525543213,0.07197550684213638,0.0737236617358778,0.0007372366008802554,1,2,2
67,44,3792,0.0,0.009999999776482582,1.0881949663162231,0.012599281035363674,0.012605445282957187,0.0001260544500120353,1,2,2
68,45,3783,0.0,0.009999999776482582,1.509721279144287,0.07281732559204102,0.07825086450460202,0.000782508627555589,1,2,2
69,45,46,0.0,0.009999999776482582,1.0452066659927368,0.006458095274865627,0.006782430246281242,6.782430094682113e-05,1,2,2
70,46,3496,0.0,0.009999999776482582,1.0452066659927368,0.006458095274865627,0.006782430246281242,6.782430094682113e-05,1,2,2
71,47,4842,0.0,0.009999999776482582,1.2132647037506104,0.030466387048363686,0.03137942005686107,0.00031379419355476374,1,2,2
72,47,48,0.0,0.009999999776482582,1.0266660451889038,0.003809435060247779,0.00384690037079848,3.846900284813556e-05,1,2,2
73,48,49,0.0,0.009999999776482582,1.1474032402038574,0.021057605743408203,0.02110194861586755,0.00021101948144202243,1,2,2
74,49,4841,0.0,0.009999999776482582,1.5504906177520752,0.07864151895046234,0.08087440590688932,0.0008087440409920548,1,2,2
75,4841,4842,0.0,0.009999999776482582,1.5504906177520752,0.07864151895046234,0.08087440590688932,0.0008087440409920548,1,2,2
76,50,4842,0.0,0.009999999776482582,1.2132647037506104,0.030466387048363686,0.03137942005686107,0.00031379419355476374,1,2,2
77,50,4843,0.0,0.009999999776482582,1.1309548616409302,0.018707837909460068,0.019094354082846515,0.00019094353656054443,1,2,2
78,4842,4843,0.0,0.009999999776482582,1.2132647037506104,0.030466387048363686,0.03137942005686107,0.00031379419355476374,1,2,2
79,51,4843,0.0,0.009999999776482582,1.1309548616409302,0.018707837909460068,0.019094354082846515,0.00019094353656054443,1,2,2
80,52,4843,0.0,0.009999999776482582,1.1503013372421265,0.021471619606018066,0.022132793187969464,0.00022132792693262986,1,2,2
81,52,4842,0.0,0.009999999776482582,1.2132647037506104,0.030466387048363686,0.03137942005686107,0.00031379419355476374,1,2,2
82,53,3782,0.0,0.009999999776482582,1.6893088817596436,0.0984726995229721,0.104695965306335,0.0010469596296619782,1,2,2
83,53,3784,0.0,0.009999999776482582,1.6893088817596436,0.0984726995229721,0.104695965306335,0.0010469596296619782,1,2,2
84,3782,3784,0.0,0.009999999776482582,1.3209822177886963,0.045854602009058,0.04628042932384719,0.00046280428289398985,1,2,2
85,54,3782,0.0,0.009999999776482582,1.3209822177886963,0.045854602009058,0.04628042932384719,0.00046280428289398985,1,2,2
86,54,3784,0.0,0.009999999776482582,1.018286943435669,0.002612420590594411,0.002613827231834266,2.613827173410675e-05,1,2,2
87,3783,3784,0.0,0.009999999776482582,1.509721279144287,0.07281732559204102,0.07825086450460202,0.000782508627555589,1,2,2
