P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,549,439,136,124,54,19,0
2,0,485,438,153,106,56,83,0
3,0,396,439,206,187,51,41,0
4,0,412,465,190,137,82,35,0
5,0,426,430,211,138,62,53,0
