rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3721,8,8,7.649146556854248,0.9498780965805054,0.9626232385635376
2,3475,8,8,7.291083335876465,0.8987261652946472,0.9116107821464539
3,3487,8,8,7.08502721786499,0.8692895770072937,0.9012030959129333
4,3537,8,8,7.056779384613037,0.8652542233467102,0.9086580872535706
5,3772,8,8,7.03571891784668,0.8622455596923828,0.874780535697937
6,3208,7,7,6.996679306030273,0.8566684722900391,0.9999758005142212
7,3367,0,7,6.9938859939575195,0.8562694191932678,0.9999982714653015
8,3439,0,7,6.9878950119018555,0.855413556098938,0.9699593782424927
9,3250,0,7,6.967693328857422,0.8525276184082031,0.9994041323661804
10,3100,0,7,6.961767196655273,0.8516810536384583,0.9988372921943665
11,3335,7,7,6.951061248779297,0.8501515984535217,0.9985697269439697
12,3300,7,7,6.944380760192871,0.849197268486023,0.9945507049560547
13,3198,7,7,6.920604228973389,0.8458005785942078,0.9641013741493225
14,4091,7,7,6.898159503936768,0.8425942063331604,0.9869802594184875
15,4058,8,8,6.895780563354492,0.8422543406486511,0.837536633014679
16,3448,7,7,6.820606231689453,0.8315151929855347,0.9580695033073425
17,202,0,7,6.738515853881836,0.8197879791259766,0.951045572757721
18,2795,0,7,6.612143516540527,0.8017348051071167,0.9217326045036316
19,3497,7,7,6.601836204528809,0.8002623319625854,0.9215427041053772
20,3410,7,7,6.596166133880615,0.7994523048400879,0.9242597818374634
