P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,9,1062,286,72,15,4,35,47
2,12,824,339,119,62,14,125,34
3,7,787,389,107,67,30,102,41
4,8,785,348,108,76,38,75,91
5,14,825,394,91,23,29,99,54
