P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,800,307,89,28,5,75,16
2,3,716,295,86,51,10,150,10
3,10,656,349,106,51,37,102,9
4,3,669,353,91,46,24,97,38
5,10,743,285,102,22,21,122,15
