P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,748,472,180,70,22,36,2
2,0,741,386,140,141,39,82,0
3,0,614,456,207,151,42,54,6
4,0,635,423,147,219,69,35,1
5,0,577,509,172,132,75,61,3
