split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate,brier,ece
data_2020_train,0.2659859831119855,0.6519285532415833,1.082424746020083,0.48239787875185425,0.475,0.5,0.45314873634720754,0.525,0.4146554470062256,0.12007400308133312
data_2021_train,0.32132034632034634,0.64889424301189,1.0044809107371573,0.46692987561577093,0.44,0.6470588235294118,0.5883250404551212,0.56,0.4122735559940338,0.10816101568047277
data_2021_test,0.2318954972420319,0.5959213800797959,1.2880169020263443,0.3609597319705675,0.38461538461538464,0.4166666666666667,0.3838085948032916,0.6153846153846154,0.48309409618377686,0.08932106022362238
