P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,102,667,390,60,21,75,6
2,0,153,627,292,67,48,133,1
3,0,128,575,376,104,63,74,0
4,0,125,611,322,98,65,100,0
5,0,151,567,358,91,33,114,6
