P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,10,889,363,151,26,9,71,11
2,15,886,279,82,67,32,161,7
3,8,830,318,118,65,40,134,17
4,10,804,317,100,78,33,105,82
5,17,785,390,110,31,27,147,22
