P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,5,762,295,89,66,12,76,16
2,3,742,232,78,78,26,152,10
3,10,698,277,102,95,30,98,10
4,3,717,279,94,62,16,112,38
5,10,636,353,94,62,20,128,17
