P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,6,526,414,190,71,33,78,3
2,0,689,259,100,55,49,167,2
3,0,679,278,113,66,89,93,2
4,2,708,249,99,51,83,119,10
5,0,521,344,177,87,83,104,4
