P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,605,394,165,38,25,21,73
2,0,608,324,124,75,21,41,128
3,0,558,311,210,84,43,47,67
4,0,563,344,186,36,46,66,80
5,0,513,398,174,64,26,43,102
