rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,1729,3566,3738,0.495871901512146,1.0,4.518850326538086,5,5,25
2,2632,4484,4486,0.49533477425575256,1.0,4.520176410675049,5,5,25
3,1128,3160,4387,0.4950982630252838,1.0,4.5173187255859375,5,5,25
4,2129,3154,3526,0.49427011609077454,1.0,4.502413749694824,5,5,25
5,2124,3526,3817,0.49427011609077454,1.0,4.502413749694824,5,5,25
6,2119,3526,4020,0.49427011609077454,1.0,4.502413749694824,5,5,25
7,2136,3526,4079,0.49427011609077454,1.0,4.502413749694824,5,5,25
8,1201,3526,3840,0.49427011609077454,1.0,4.502413749694824,5,5,25
9,1601,3798,4094,0.49416491389274597,1.0,4.506739616394043,5,5,25
10,1610,3720,4094,0.49416491389274597,1.0,4.506739616394043,5,5,25
11,1606,3797,4094,0.49416491389274597,1.0,4.506739616394043,5,5,25
12,4484,4327,4598,0.493816077709198,1.0,4.505134582519531,5,5,25
13,5957,3179,4213,0.4938013255596161,1.0,4.503827095031738,5,5,25
14,5958,3179,3368,0.4938013255596161,1.0,4.503827095031738,5,5,25
15,4669,3294,4204,0.4937927722930908,1.0,4.50532341003418,5,5,25
16,4668,3294,4345,0.4937927722930908,1.0,4.50532341003418,5,5,25
17,113,3562,3572,0.49355021119117737,1.0,4.498973846435547,5,5,25
18,109,3563,3572,0.49355021119117737,1.0,4.498973846435547,5,5,25
19,4114,4073,4567,0.49343234300613403,1.0,4.504399299621582,5,5,25
20,4912,3538,4159,0.4932471811771393,1.0,4.502294063568115,5,5,25
