rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,1699,4912,4913,0.4961060881614685,0.9999998807907104,4.5252180099487305,5,5,25
2,1608,4065,4906,0.495390921831131,0.9999998807907104,4.51729679107666,5,5,25
3,1607,4153,4906,0.495390921831131,0.9999998807907104,4.51729679107666,5,5,25
4,387,4307,4856,0.4953734576702118,0.9999998807907104,4.512725353240967,5,5,25
5,3847,4043,4828,0.49467864632606506,0.9999998807907104,4.5110321044921875,5,5,25
6,3875,4043,5080,0.4938710927963257,0.9999998807907104,4.504076957702637,5,5,25
7,729,3981,4874,0.4935142993927002,0.9999998807907104,4.504307270050049,5,5,25
8,3803,4461,4608,0.4932582974433899,0.9999998807907104,4.500964164733887,5,5,25
9,6573,4019,4168,0.4931735694408417,0.9999998807907104,4.5034966468811035,5,5,25
10,6575,4019,4044,0.4931735694408417,0.9999998807907104,4.5034966468811035,5,5,25
11,6579,3598,4019,0.4931735694408417,0.9999998807907104,4.5034966468811035,5,5,25
12,3310,4392,5046,0.49315258860588074,0.9999998807907104,4.515806198120117,5,5,25
13,3309,4990,5046,0.49315258860588074,0.9999998807907104,4.515806198120117,5,5,25
14,7110,4741,4757,0.4931093156337738,0.9999998807907104,4.504969596862793,5,5,25
15,4831,4381,4584,0.49294552206993103,0.9999998807907104,4.501919269561768,5,5,25
16,4836,4284,4584,0.49294552206993103,0.9999998807907104,4.501919269561768,5,5,25
17,4680,3697,4584,0.49294552206993103,0.9999998807907104,4.501919269561768,5,5,25
18,4701,4058,4584,0.49294552206993103,0.9999998807907104,4.501919269561768,5,5,25
19,1859,4563,4717,0.49293527007102966,0.9999998807907104,4.5023088455200195,5,5,25
20,2982,4801,5017,0.4926106333732605,0.9999998807907104,4.501406192779541,5,5,25
