P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,0,0,13,1308,0,0,0
2,0,0,0,3,1318,0,0,0
3,0,0,0,5,1315,0,0,0
4,0,0,0,5,1316,0,0,0
5,0,0,0,13,1307,0,0,0
