node_id,label,pred_label,S_i,S_i_norm,P_high,S_i_ec_norm,delta_ec,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
14,0,2,4.444639205932617,0.4920913279056549,0.3792487382888794,0.4846769869327545,-0.007414329331368208,0.13139285147190094,0.1499597579240799,0.11475055664777756,0.10670513659715652,0.1179429143667221,0.12124592065811157,0.13895797729492188,0.11904484778642654
15,0,2,4.4723405838012695,0.4960486590862274,0.3822042942047119,0.48772647976875305,-0.008322120644152164,0.12197094410657883,0.14981502294540405,0.11668475717306137,0.10566680133342743,0.12365825474262238,0.1270417869091034,0.14382417500019073,0.11133831739425659
16,0,2,4.121918201446533,0.44598832726478577,0.2991548478603363,0.43689200282096863,-0.009096335619688034,0.1403343379497528,0.2058631032705307,0.1007220521569252,0.090887650847435,0.163037970662117,0.09765411913394928,0.1089792400598526,0.09252148121595383
17,0,1,4.411594867706299,0.48737069964408875,0.3783174753189087,0.48132508993148804,-0.006045607849955559,0.1512824445962906,0.14531062543392181,0.1011359840631485,0.10133665055036545,0.12261687219142914,0.1161627545952797,0.14636188745498657,0.11579282581806183
18,0,7,4.438515663146973,0.4912165105342865,0.38073164224624634,0.4834950268268585,-0.007721427362412214,0.1405157744884491,0.14771215617656708,0.10971865803003311,0.09749771654605865,0.1238241121172905,0.11556991189718246,0.15040569007396698,0.11475605517625809
19,0,2,4.390276908874512,0.48432525992393494,0.37793928384780884,0.4767899811267853,-0.007535283919423819,0.13562710583209991,0.16788770258426666,0.10568992048501968,0.0956074595451355,0.11724842339754105,0.12532317638397217,0.13973549008369446,0.11288061738014221
20,0,2,4.310497760772705,0.4729282557964325,0.3547118008136749,0.4659755229949951,-0.0069527821615338326,0.148978129029274,0.15996643900871277,0.11220784485340118,0.0989411398768425,0.1251947432756424,0.1044946238398552,0.14547988772392273,0.1047372817993164
21,0,2,4.420722484588623,0.4886746406555176,0.3719533681869507,0.4788544774055481,-0.009820152074098587,0.131266251206398,0.15115612745285034,0.11921508610248566,0.1073654443025589,0.11904367804527283,0.11094686388969421,0.14891457557678223,0.11209192126989365
22,0,2,4.438632965087891,0.49123328924179077,0.38448041677474976,0.483868807554245,-0.0073644802905619144,0.13879498839378357,0.15819771587848663,0.0966961458325386,0.10862661153078079,0.11320415884256363,0.11834108084440231,0.14633433520793915,0.11980501562356949
23,0,2,4.337746620178223,0.4768209457397461,0.3623318076133728,0.4683011472225189,-0.00851974356919527,0.1407822221517563,0.1696125864982605,0.10696345567703247,0.09632798284292221,0.12398191541433334,0.11716970801353455,0.13268819451332092,0.11247391998767853
24,0,7,4.396617412567139,0.48523107171058655,0.3602142632007599,0.4773859977722168,-0.00784506369382143,0.15014830231666565,0.14951512217521667,0.09751339256763458,0.0933469757437706,0.1492619812488556,0.08309213072061539,0.180328831076622,0.0967932865023613
25,0,7,4.3890767097473145,0.4841538071632385,0.3801979422569275,0.47639480233192444,-0.0077589452266693115,0.15831223130226135,0.15166409313678741,0.0978066474199295,0.08813606202602386,0.12388300150632858,0.10841716825962067,0.16269242763519287,0.10908836126327515
26,0,2,4.405287742614746,0.48646968603134155,0.3858380913734436,0.4753072261810303,-0.011162356473505497,0.13503411412239075,0.17139430344104767,0.10405544191598892,0.09136293083429337,0.11231514066457748,0.12397105991840363,0.15049143135547638,0.1113755851984024
27,0,2,4.399494171142578,0.4856420159339905,0.37143459916114807,0.4779736399650574,-0.00766837177798152,0.13178811967372894,0.16325798630714417,0.10776647925376892,0.09850180894136429,0.12725096940994263,0.12204401195049286,0.13976003229618073,0.10963055491447449
28,0,2,4.340696334838867,0.4772423207759857,0.3660229742527008,0.47148242592811584,-0.005759884137660265,0.15757432579994202,0.16478553414344788,0.10105015337467194,0.09157778322696686,0.11898937076330185,0.09859512001276016,0.14185084402561188,0.12557700276374817
29,0,2,4.458559036254883,0.4940798580646515,0.3804403841495514,0.4879239797592163,-0.00615587318316102,0.1347299963235855,0.1470702737569809,0.10695238411426544,0.10921777039766312,0.12158923596143723,0.11724552512168884,0.14501816034317017,0.11817670613527298
30,0,2,4.404448509216309,0.48634979128837585,0.3670116662979126,0.47663968801498413,-0.009710117243230343,0.1253623217344284,0.17242519557476044,0.10276133567094803,0.09430958330631256,0.13812993466854095,0.11610965430736542,0.14581000804901123,0.10509200394153595
31,0,2,4.3451008796691895,0.4778715670108795,0.364976704120636,0.4675811529159546,-0.010290401987731457,0.14801020920276642,0.1549633890390396,0.11131928116083145,0.09752518683671951,0.12320519983768463,0.12179361283779144,0.12914714217185974,0.1140359565615654
32,0,2,4.467415809631348,0.4953451156616211,0.3869401514530182,0.4883881211280823,-0.00695700803771615,0.13441622257232666,0.1525517702102661,0.10549557209014893,0.10398413240909576,0.11661213636398315,0.11833743751049042,0.14643414318561554,0.12216857820749283
33,0,2,4.283982276916504,0.46914032101631165,0.3874416947364807,0.4543336033821106,-0.014806789346039295,0.15976276993751526,0.20315831899642944,0.09590984135866165,0.05184774100780487,0.1018795296549797,0.09270253032445908,0.20074328780174255,0.09399587661027908
34,0,2,4.4234747886657715,0.48906782269477844,0.3780578374862671,0.4774094521999359,-0.011658377014100552,0.13547112047672272,0.16415970027446747,0.10869548469781876,0.0834842175245285,0.1301315575838089,0.11915412545204163,0.137151300907135,0.12175242602825165
35,0,2,4.321655750274658,0.47452226281166077,0.37635016441345215,0.4678991436958313,-0.006623104214668274,0.1665041446685791,0.17028111219406128,0.084471195936203,0.1031007468700409,0.09929260611534119,0.10841429233551025,0.14166268706321716,0.12627317011356354
36,0,2,4.332496643066406,0.47607094049453735,0.3658856451511383,0.4678764343261719,-0.008194509893655777,0.155480295419693,0.16016621887683868,0.10111262649297714,0.09268823266029358,0.12466694414615631,0.113395094871521,0.14103694260120392,0.11145362257957458
37,0,2,4.190572261810303,0.4557960331439972,0.32634735107421875,0.43964239954948425,-0.016153628006577492,0.1705402284860611,0.175566628575325,0.0992165207862854,0.08158162236213684,0.14674755930900574,0.08445925265550613,0.1306757926940918,0.11121232807636261
38,0,2,4.299687385559082,0.4713838994503021,0.34888792037963867,0.45945680141448975,-0.011927105486392975,0.15056028962135315,0.1639854907989502,0.11645027250051498,0.07564051449298859,0.1444755494594574,0.09729467332363129,0.14964857697486877,0.10194466263055801
39,0,1,3.7174854278564453,0.3882122039794922,0.27502238750457764,0.3706110715866089,-0.01760113798081875,0.23966087400913239,0.22867171466350555,0.06797964870929718,0.06262514740228653,0.12604013085365295,0.05636454001069069,0.15160897374153137,0.06704886257648468
40,0,2,4.419917106628418,0.4885595738887787,0.3824581503868103,0.48102864623069763,-0.007530936039984226,0.14751805365085602,0.1532169133424759,0.10101044178009033,0.09646863490343094,0.11932791769504547,0.11863981932401657,0.14196547865867615,0.1218528300523758
41,0,2,4.459785461425781,0.49425506591796875,0.38459867238998413,0.4865894615650177,-0.00766560435295105,0.1265876293182373,0.16002927720546722,0.10456579923629761,0.09621526300907135,0.1280032843351364,0.12958405911922455,0.14305680990219116,0.11195779591798782
42,0,7,4.490251064300537,0.4986073076725006,0.3877485990524292,0.4911403954029083,-0.007466925773769617,0.1268843561410904,0.14442408084869385,0.11482678353786469,0.1047176867723465,0.1213984563946724,0.12244986742734909,0.15291427075862885,0.11238448321819305
43,0,2,4.428760051727295,0.4898228645324707,0.37857747077941895,0.48177096247673035,-0.008051830343902111,0.13627277314662933,0.1581355184316635,0.10692480206489563,0.100565105676651,0.1195242628455162,0.11056304723024368,0.15193381905555725,0.11608061194419861
44,0,2,4.306025505065918,0.4722893536090851,0.37405845522880554,0.4634333550930023,-0.008855991065502167,0.15763482451438904,0.17445585131645203,0.10284596681594849,0.08474081009626389,0.10626403987407684,0.11517588049173355,0.14145830273628235,0.11742427945137024
45,0,2,4.465946197509766,0.4951351583003998,0.3840309679508209,0.4892878532409668,-0.00584731949493289,0.13507026433944702,0.14742697775363922,0.10667090117931366,0.10619392991065979,0.12060704827308655,0.11995913088321686,0.14413104951381683,0.11994078010320663
46,0,7,4.460790634155273,0.49439865350723267,0.3914646506309509,0.4854567050933838,-0.008941934444010258,0.12934142351150513,0.1629304140806198,0.09891954064369202,0.09971040487289429,0.11763361841440201,0.12315946817398071,0.16357798874378204,0.10472719371318817
47,0,2,4.435371398925781,0.49076732993125916,0.3823828399181366,0.4798250198364258,-0.010942301712930202,0.12965019047260284,0.1666942834854126,0.10661885142326355,0.10010474175214767,0.11454905569553375,0.11500712484121323,0.1497367024421692,0.11763900518417358
48,0,2,4.329428195953369,0.47563260793685913,0.3751751184463501,0.46689483523368835,-0.0087377754971385,0.16500112414360046,0.16933751106262207,0.08746466785669327,0.09845394641160965,0.10456761717796326,0.09589789807796478,0.1629011332988739,0.11637609452009201
49,0,2,4.346726894378662,0.4781038463115692,0.3551773428916931,0.46588650345802307,-0.01221727579832077,0.12940625846385956,0.16803833842277527,0.13192926347255707,0.07961354404687881,0.13583527505397797,0.09294518828392029,0.1677030622959137,0.09452910721302032
50,0,2,4.413064956665039,0.48758071660995483,0.37655654549598694,0.48016390204429626,-0.007416829001158476,0.13773997128009796,0.15273642539978027,0.10988788306713104,0.096833236515522,0.12624593079090118,0.131236732006073,0.1283528059720993,0.11696699261665344
51,0,1,4.2449493408203125,0.4635641872882843,0.3629530370235443,0.4561046361923218,-0.007459605578333139,0.1700877994298935,0.16661742329597473,0.10314710438251495,0.0862199068069458,0.11097469925880432,0.13090018928050995,0.1093914732336998,0.12266138941049576
52,0,7,4.495136260986328,0.49930518865585327,0.3870144486427307,0.49162331223487854,-0.007681881543248892,0.12555566430091858,0.14319531619548798,0.10954730212688446,0.11149609088897705,0.12319110333919525,0.12616294622421265,0.15118193626403809,0.10966958105564117
53,0,2,4.366853713989258,0.4809791147708893,0.3652139902114868,0.47367432713508606,-0.007304801139980555,0.14365935325622559,0.1649271696805954,0.10616512596607208,0.0972006544470787,0.1228337287902832,0.11056618392467499,0.12870638072490692,0.1259414255619049
54,0,2,3.9545350074768066,0.42207643389701843,0.3009070158004761,0.41405782103538513,-0.008018619380891323,0.1821008175611496,0.24839702248573303,0.0805763453245163,0.06196127086877823,0.12605750560760498,0.06383340805768967,0.12381087243556976,0.11326275020837784
55,0,2,4.410374641418457,0.4871963858604431,0.38449209928512573,0.4795495569705963,-0.007646821439266205,0.1480398327112198,0.15193386375904083,0.09567625820636749,0.10296032577753067,0.11689764261245728,0.12603247165679932,0.14876306056976318,0.10969657450914383
56,0,7,4.440479278564453,0.4914970397949219,0.38307321071624756,0.4834598898887634,-0.00803715642541647,0.1399357169866562,0.15109585225582123,0.10127557814121246,0.10597965121269226,0.11863990128040314,0.10768748074769974,0.1718037873506546,0.10358195006847382
57,0,2,4.402260780334473,0.4860372543334961,0.37630903720855713,0.48008352518081665,-0.005953714717179537,0.13361631333827972,0.1558603048324585,0.11758162081241608,0.09839481860399246,0.11823787540197372,0.13076244294643402,0.12953712046146393,0.11600948870182037
58,0,2,4.458780765533447,0.4941115379333496,0.38324493169784546,0.4864342212677002,-0.007677325047552586,0.1306406408548355,0.14986206591129303,0.10824229568243027,0.105445995926857,0.12256409972906113,0.1255323588848114,0.14580972492694855,0.11190281808376312
59,0,2,4.199704170227051,0.45710060000419617,0.3375266194343567,0.4481687545776367,-0.008931845426559448,0.13538065552711487,0.19825540482997894,0.1138983741402626,0.09346603602170944,0.12147294729948044,0.12168034166097641,0.11196359992027283,0.10388268530368805
60,0,7,4.468240737915039,0.49546295404434204,0.4057512879371643,0.48920464515686035,-0.006258317735046148,0.14902441203594208,0.1411435604095459,0.11218052357435226,0.08862952888011932,0.10327065736055374,0.1248425766825676,0.1668088436126709,0.11409987509250641
61,0,2,4.381126403808594,0.48301807045936584,0.3709704279899597,0.47411641478538513,-0.008901703171432018,0.1534447818994522,0.15995070338249207,0.09623827785253525,0.10230515152215958,0.11709072440862656,0.09567788988351822,0.15201587975025177,0.12327663600444794
62,0,2,4.459250450134277,0.4941786229610443,0.3849796652793884,0.48647013306617737,-0.0077084931544959545,0.1279812753200531,0.14932967722415924,0.11716949939727783,0.1070602536201477,0.1134796217083931,0.12559425830841064,0.1431867629289627,0.11619865894317627
63,0,2,4.432689189910889,0.49038416147232056,0.3912200927734375,0.47945261001586914,-0.010931538417935371,0.13091954588890076,0.16762341558933258,0.10977623611688614,0.09734252095222473,0.1031181588768959,0.12410515546798706,0.1493173986673355,0.11779754608869553
64,0,7,4.444869041442871,0.49212414026260376,0.38983190059661865,0.48609888553619385,-0.006025256589055061,0.137737438082695,0.1546652466058731,0.09962253272533417,0.10048619657754898,0.11765674501657486,0.12724126875400543,0.15546748042106628,0.10712312906980515
65,0,2,4.434305191040039,0.49061504006385803,0.38885295391082764,0.483470618724823,-0.007144417613744736,0.13757440447807312,0.15752160549163818,0.10539744049310684,0.09814955294132233,0.11250410228967667,0.12729662656784058,0.14585362374782562,0.11570268124341965
66,0,2,4.335846424102783,0.4765494763851166,0.37528741359710693,0.4681258201599121,-0.008423661813139915,0.15341311693191528,0.16683556139469147,0.09276603162288666,0.09651035815477371,0.11518745124340057,0.11998020112514496,0.15385344624519348,0.1014537662267685
67,0,2,4.416820526123047,0.4881172180175781,0.381184458732605,0.4817780554294586,-0.006339149083942175,0.14344197511672974,0.1593770831823349,0.10023458302021027,0.0973500907421112,0.11841180175542831,0.11659583449363708,0.14382265508174896,0.12076599895954132
68,0,2,4.455935478210449,0.49370506405830383,0.38591867685317993,0.48600906133651733,-0.007695947773754597,0.13074062764644623,0.15299031138420105,0.11190082877874374,0.10670654475688934,0.1117430254817009,0.12527380883693695,0.13883143663406372,0.12181340903043747
69,0,2,4.4625043869018555,0.4946434795856476,0.3822004795074463,0.48480209708213806,-0.009841369464993477,0.1305123269557953,0.15222743153572083,0.10927169024944305,0.10702931135892868,0.11875879764556885,0.11633539199829102,0.1471220701932907,0.11874301731586456
70,0,2,4.371775150299072,0.481682151556015,0.364986389875412,0.4731474220752716,-0.008534828200936317,0.1386205106973648,0.15585556626319885,0.10948389023542404,0.10127690434455872,0.12977664172649384,0.12434208393096924,0.13220563530921936,0.10843866318464279
71,0,2,4.390303611755371,0.48432907462120056,0.36936700344085693,0.47699639201164246,-0.007332771550863981,0.14185114204883575,0.15504227578639984,0.10631061345338821,0.10026580095291138,0.12716329097747803,0.11265644431114197,0.14706626534461975,0.10964428633451462
72,0,2,4.443432807922363,0.49191898107528687,0.37934374809265137,0.4851512908935547,-0.006767697166651487,0.133295476436615,0.15334336459636688,0.10721641778945923,0.10441085696220398,0.1223900318145752,0.1175084337592125,0.14752571284770966,0.11430962383747101
73,0,2,4.39272928237915,0.4846756160259247,0.3751056492328644,0.47717082500457764,-0.0075047812424600124,0.14934512972831726,0.15048788487911224,0.10335183888673782,0.10316988825798035,0.1185397133231163,0.11452871561050415,0.14481326937675476,0.11576367169618607
74,0,7,4.406904220581055,0.4867005944252014,0.37038084864616394,0.47755494713783264,-0.009145654737949371,0.14199788868427277,0.15298263728618622,0.09958550333976746,0.10635729879140854,0.12869583070278168,0.1061069518327713,0.15955671668052673,0.10471717268228531
75,0,2,4.396126747131348,0.4851609766483307,0.3855908513069153,0.4742422103881836,-0.010918766260147095,0.13567809760570526,0.17131733894348145,0.10753719508647919,0.09159959852695465,0.10827688127756119,0.1243506669998169,0.14860574901103973,0.11263442784547806
76,0,2,4.2841081619262695,0.4691583216190338,0.3602049946784973,0.45884525775909424,-0.010313136503100395,0.16120599210262299,0.17355553805828094,0.1000223234295845,0.0885467454791069,0.11646438390016556,0.095930315554142,0.1505638062953949,0.11371088027954102
77,0,7,4.527962684631348,0.5039946436882019,0.40038442611694336,0.49633705615997314,-0.007657717447727919,0.13943734765052795,0.15438254177570343,0.10173624753952026,0.09659478813409805,0.10746457427740097,0.08034559339284897,0.19153468310832977,0.1285041719675064
78,0,2,4.4159650802612305,0.4879949986934662,0.3742658793926239,0.48163092136383057,-0.006364085711538792,0.13854552805423737,0.15819203853607178,0.10561542212963104,0.09518726170063019,0.12819376587867737,0.1137075424194336,0.14424081146717072,0.11631754040718079
79,0,2,4.442745208740234,0.491820752620697,0.3803096413612366,0.4831472933292389,-0.008673456497490406,0.13182266056537628,0.1532813459634781,0.11278879642486572,0.09820407629013062,0.1235935240983963,0.11929901689291,0.1486695408821106,0.11234106123447418
80,0,2,4.194908618927002,0.4564155042171478,0.3178878426551819,0.44105690717697144,-0.015358522534370422,0.1311870515346527,0.19082815945148468,0.13199420273303986,0.0825287327170372,0.14557404816150665,0.10053335130214691,0.11393854767084122,0.10341592133045197
81,0,2,4.399460792541504,0.48563724756240845,0.38000333309173584,0.4793967604637146,-0.006240481045097113,0.14325104653835297,0.16385100781917572,0.10142477601766586,0.1013784185051918,0.11009138822555542,0.10928983986377716,0.15318402647972107,0.11752943694591522
82,0,1,4.363371849060059,0.48048168420791626,0.3731990158557892,0.4730817675590515,-0.007399857044219971,0.15656064450740814,0.15004654228687286,0.10276448726654053,0.09823203086853027,0.1191972941160202,0.11486776918172836,0.1463468074798584,0.11198442429304123
83,0,2,4.327991962432861,0.47542741894721985,0.36236128211021423,0.46647191047668457,-0.00895551685243845,0.15177083015441895,0.17026092112064362,0.09368159621953964,0.0987117663025856,0.12321353703737259,0.11140648275613785,0.13233759999275208,0.11861719936132431
84,0,2,4.4707818031311035,0.49582597613334656,0.385614275932312,0.48886093497276306,-0.006965055596083403,0.13317649066448212,0.1433432251214981,0.11214412748813629,0.10627906769514084,0.11944285780191422,0.12474316358566284,0.14327183365821838,0.11759926378726959
85,0,1,3.719831705093384,0.3885473906993866,0.2777376174926758,0.37711846828460693,-0.011428887955844402,0.24602095782756805,0.19420860707759857,0.10324858874082565,0.06725604832172394,0.11152823269367218,0.09035708010196686,0.09220460802316666,0.09517593681812286
86,0,2,4.3930583000183105,0.4847226142883301,0.3796403408050537,0.4785764515399933,-0.0061461734585464,0.14969758689403534,0.1671387404203415,0.09549371153116226,0.08141551911830902,0.12661398947238922,0.1183314099907875,0.13658995926380157,0.12471897900104523
87,0,2,4.307723045349121,0.47253185510635376,0.35864657163619995,0.46466949582099915,-0.007862372323870659,0.15028993785381317,0.16795718669891357,0.10850232094526291,0.09442371129989624,0.12018031626939774,0.1155162826180458,0.12072455137968063,0.12240572273731232
88,0,7,4.456153392791748,0.493736207485199,0.3823903799057007,0.4872639775276184,-0.006472233682870865,0.1330207884311676,0.14744223654270172,0.1095445454120636,0.10640407353639603,0.12119806557893753,0.12096188217401505,0.14919152855873108,0.11223696917295456
89,0,2,4.228537559509277,0.4612196385860443,0.330228328704834,0.4473419487476349,-0.013877682387828827,0.15396757423877716,0.1921541541814804,0.09048235416412354,0.10426907241344452,0.1288985162973404,0.0799468606710434,0.12468752264976501,0.12559396028518677
90,0,2,4.363197326660156,0.48045676946640015,0.3759761154651642,0.47515302896499634,-0.005303740035742521,0.1520930975675583,0.16103307902812958,0.1033584251999855,0.08554041385650635,0.1219988539814949,0.1200198233127594,0.14096282422542572,0.11499349027872086
91,0,1,4.3156232833862305,0.4736604690551758,0.37249088287353516,0.46522119641304016,-0.008439271710813046,0.1631293147802353,0.16287600994110107,0.08961300551891327,0.09427669644355774,0.11761403828859329,0.11637404561042786,0.1544530689716339,0.10166377574205399
92,0,2,4.432394981384277,0.4903421401977539,0.376616895198822,0.4830287992954254,-0.007313407491892576,0.13753975927829742,0.15180857479572296,0.1061786562204361,0.10812345147132874,0.11973264813423157,0.11722376197576523,0.13694211840629578,0.12245099246501923
93,0,2,4.423525810241699,0.4890751242637634,0.38658130168914795,0.4823260009288788,-0.006749034859240055,0.1436106562614441,0.1555754840373993,0.09745173156261444,0.09721118956804276,0.11956967413425446,0.12961384654045105,0.1437070667743683,0.11326038092374802
94,0,7,4.486135482788086,0.49801936745643616,0.3900304436683655,0.4910866618156433,-0.0069326236844062805,0.13234657049179077,0.14328883588314056,0.11018011718988419,0.10256936401128769,0.1215847060084343,0.1263986974954605,0.1489766240119934,0.11465512216091156
95,0,7,4.531238555908203,0.5044626593589783,0.3962344527244568,0.49787265062332153,-0.006590013392269611,0.11806502938270569,0.1462038904428482,0.11699533462524414,0.10627474635839462,0.11622646450996399,0.12959253787994385,0.1471421867609024,0.11949973553419113
96,0,7,4.495994567871094,0.49942779541015625,0.3870008587837219,0.49137452244758606,-0.008053331635892391,0.12605613470077515,0.14956718683242798,0.10872531682252884,0.10878173261880875,0.11986878514289856,0.11567530781030655,0.15449866652488708,0.11682689934968948
97,0,7,4.520608901977539,0.5029441118240356,0.3975606858730316,0.4959656596183777,-0.006978464312851429,0.12762105464935303,0.1472112089395523,0.10196053236722946,0.11004018783569336,0.11560624092817307,0.1223173514008522,0.16135907173156738,0.11388427764177322
98,0,2,4.412196159362793,0.4874565899372101,0.3875061571598053,0.48223868012428284,-0.0052178967744112015,0.14823134243488312,0.15866394340991974,0.09460217505693436,0.10616571456193924,0.10483069717884064,0.11877371370792389,0.1484876573085785,0.12024477124214172
99,0,2,4.347966194152832,0.4782808721065521,0.36950427293777466,0.4715005159378052,-0.006780346389859915,0.1543823480606079,0.15470854938030243,0.10310111194849014,0.09742394834756851,0.12087984383106232,0.11519987136125565,0.14486609399318695,0.10943830758333206
100,0,2,4.374047756195068,0.48200681805610657,0.3688141405582428,0.47485068440437317,-0.0071561397053301334,0.13949580490589142,0.15938225388526917,0.11025053262710571,0.1001766100525856,0.1218806654214859,0.1200629323720932,0.13546140491962433,0.11328981071710587
101,0,2,4.449123859405518,0.4927319884300232,0.37963739037513733,0.4850561022758484,-0.00767588010057807,0.13448476791381836,0.15287688374519348,0.10735686868429184,0.1072077751159668,0.1184363067150116,0.11188618838787079,0.14752453565597534,0.1202266588807106
102,0,2,4.36384391784668,0.4805491268634796,0.3708128333091736,0.4737267792224884,-0.006822355091571808,0.15259529650211334,0.15291957557201385,0.10497019439935684,0.09950495511293411,0.11919710785150528,0.1103161871433258,0.14937682449817657,0.1111198142170906
103,0,2,4.4255781173706055,0.4893682897090912,0.3778335154056549,0.48219090700149536,-0.0071773836389184,0.1379915028810501,0.15082046389579773,0.10981547832489014,0.10434582829475403,0.11919322609901428,0.11908555775880814,0.1413472443819046,0.11740070581436157
104,0,2,4.388065338134766,0.484009325504303,0.3758895993232727,0.4762483835220337,-0.007760949432849884,0.1436588168144226,0.16290868818759918,0.09783871471881866,0.10089410096406937,0.1188100278377533,0.11849141865968704,0.14268755912780762,0.11471064388751984
105,0,1,4.301543712615967,0.4716491103172302,0.3638520836830139,0.46806037425994873,-0.003588744206354022,0.18189284205436707,0.15520958602428436,0.08224816620349884,0.1031445637345314,0.11365281790494919,0.08205970376729965,0.16505257785320282,0.11673980951309204
106,0,2,4.432494163513184,0.49035629630088806,0.37959346175193787,0.4839942455291748,-0.006362064275890589,0.14136573672294617,0.14908000826835632,0.10238945484161377,0.10682307183742523,0.12074829638004303,0.1178230568766594,0.14633511006832123,0.11543530970811844
107,0,7,4.476437568664551,0.49663394689559937,0.38655778765678406,0.48916903138160706,-0.00746490154415369,0.12814120948314667,0.1482962965965271,0.11380515247583389,0.10470052808523178,0.11849905550479889,0.12210176885128021,0.14926792681217194,0.11518808454275131
108,0,2,4.438488960266113,0.4912126958370209,0.37296435236930847,0.4806922376155853,-0.010520554147660732,0.12527212500572205,0.1468050181865692,0.12400585412979126,0.10886982083320618,0.12208277732133865,0.13073323667049408,0.12055209279060364,0.12167903035879135
109,0,2,4.4411821365356445,0.491597443819046,0.3759397864341736,0.4849803149700165,-0.006617196835577488,0.12687356770038605,0.15464115142822266,0.11100959777832031,0.10553056746721268,0.12600542604923248,0.12318374961614609,0.14130233228206635,0.11145369708538055
110,0,2,4.447113990783691,0.49244484305381775,0.3826236128807068,0.486348956823349,-0.0060958764515817165,0.1281781643629074,0.16107653081417084,0.10851851105690002,0.0959145724773407,0.12368865311145782,0.12476937472820282,0.1423243284225464,0.11552989482879639
111,0,2,4.448042869567871,0.49257755279541016,0.38071197271347046,0.48747575283050537,-0.005101794842630625,0.13452333211898804,0.14994972944259644,0.10745345801115036,0.09960687905550003,0.12775462865829468,0.12497570365667343,0.1416851431131363,0.11405112594366074
