rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,4303,0,7,4.587309837341309,0.5124728083610535,0.4141542613506317
2,1877,0,2,4.549470901489258,0.5070672631263733,0.4018801152706146
3,1354,0,7,4.544632911682129,0.5063761472702026,0.4028761088848114
4,1903,0,7,4.541459560394287,0.505922794342041,0.39646923542022705
5,658,0,2,4.539280891418457,0.5056115388870239,0.39793500304222107
6,1032,0,2,4.539256572723389,0.505608081817627,0.39557725191116333
7,3431,1,7,4.538841247558594,0.5055487751960754,0.3997576832771301
8,1002,0,2,4.537536144256592,0.505362331867218,0.40004026889801025
9,896,0,2,4.5345869064331055,0.5049409866333008,0.3981235921382904
10,249,0,7,4.5345540046691895,0.5049362778663635,0.39661598205566406
11,672,0,7,4.534426212310791,0.5049180388450623,0.39476895332336426
12,1579,0,2,4.534265518188477,0.5048950910568237,0.3985024690628052
13,4396,0,2,4.534063339233398,0.5048661828041077,0.39768803119659424
14,2782,0,7,4.533482551574707,0.5047832131385803,0.3955950438976288
15,2070,0,7,4.5332159996032715,0.5047451257705688,0.39720821380615234
16,1338,0,2,4.533198356628418,0.5047426223754883,0.39817121624946594
17,2017,0,2,4.532352924346924,0.5046218633651733,0.3973124623298645
18,2387,0,2,4.53186559677124,0.5045522451400757,0.39743533730506897
19,3636,0,7,4.531580924987793,0.5045115351676941,0.40128496289253235
20,1683,0,2,4.531492233276367,0.5044988989830017,0.3961867690086365
