rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3637,8,8,7.763286113739014,0.9661837220191956,0.9689958691596985
2,2794,0,7,7.111579895019531,0.8730828166007996,0.999215841293335
3,4315,8,8,7.024608612060547,0.8606583476066589,0.8680124282836914
4,3593,0,7,7.005950927734375,0.8579930067062378,0.9997326135635376
5,5157,7,7,6.952582359313965,0.8503689169883728,0.9752100110054016
6,4485,7,7,6.946766376495361,0.8495380282402039,0.9858278632164001
7,3777,7,7,6.930386066436768,0.8471980094909668,0.9666615128517151
8,3814,0,7,6.910951614379883,0.8444216847419739,0.8745932579040527
9,3794,7,7,6.868412494659424,0.8383446335792542,0.9488331079483032
10,3477,0,7,6.864905834197998,0.8378437161445618,0.9659780263900757
11,3901,0,7,6.673893928527832,0.8105562925338745,0.9179955720901489
12,3756,6,7,6.640931606292725,0.8058473467826843,0.9096544981002808
13,998,0,7,6.59514045715332,0.79930579662323,0.8702976107597351
14,4627,8,8,6.530557155609131,0.7900795936584473,0.8080702424049377
15,4403,0,8,6.529969692230225,0.7899956703186035,0.7435254454612732
16,4198,8,8,6.427569389343262,0.7753670811653137,0.758578896522522
17,3493,7,7,6.33961296081543,0.7628018260002136,0.7906699776649475
18,5150,7,7,6.2664713859558105,0.7523530721664429,0.8010899424552917
19,5022,0,8,6.161605358123779,0.7373722195625305,0.6904575228691101
20,3458,7,7,6.136761665344238,0.7338231205940247,0.7854167819023132
