P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,772,431,128,103,20,38,38
2,0,699,368,144,86,75,55,102
3,0,617,391,195,131,62,60,74
4,0,604,384,173,173,70,64,61
5,0,594,458,170,77,53,79,98
