P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,78,264,744,376,22,46,0
2,0,113,352,639,275,50,100,0
3,0,79,397,660,281,44,69,0
4,0,78,320,723,290,55,50,13
5,0,189,374,604,225,63,73,1
