P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,78,212,660,275,13,83,0
2,0,95,326,498,210,51,141,0
3,0,84,299,563,243,52,79,0
4,0,71,290,586,223,53,98,0
5,0,160,322,491,199,37,111,0
