model,runs,risk_mean_mean,risk_mean_std,risk_p50_mean,risk_p50_std,risk_p75_mean,risk_p75_std,risk_p90_mean,risk_p90_std,risk_p95_mean,risk_p95_std,risk_p99_mean,risk_p99_std,risk_max_mean,risk_max_std,tail_gap_mean,tail_gap_std
ST-v1,10,0.016041104681789875,0.0014557119524591534,0.0016065267845988274,0.0001427797936233287,0.003584919078275561,0.00044809531626764697,0.00823185285553336,0.00040038590999956676,0.06255376003682614,0.005834402052057161,0.41367608606815337,0.022657481733930868,0.8688954830169677,0.01926010478353231,0.35112232603132726,0.020263259278211616
