model,runs,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,qwk_mean,qwk_std,recall_6_8_mean,recall_6_8_std,precision_6_8_mean,precision_6_8_std,pr_auc_high_mean,pr_auc_high_std,high_fn_rate_mean,high_fn_rate_std
ST-v1,10,0.2774302072867603,0.029231011914667877,0.6139662046459565,0.016230546740986267,1.208464135047139,0.05837205489099922,0.26884057807484896,0.06849664919933252,0.2423076923076923,0.09429833614581175,0.4215619674443204,0.09567260513012403,0.3713446495924898,0.05475822281184812,0.7576923076923077,0.09429833614581176
