P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,268,693,251,53,5,51,0
2,0,328,491,322,49,12,118,1
3,0,222,562,352,89,35,60,0
4,0,236,574,322,91,21,77,0
5,0,193,628,324,70,30,75,0
