P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,387,787,282,34,0,40,0
2,0,344,606,359,110,28,81,1
3,0,212,617,483,128,28,62,0
4,0,227,649,394,201,19,37,2
5,0,260,708,340,137,24,58,2
