P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,623,358,167,73,27,61,12
2,0,710,245,110,87,36,126,7
3,0,602,288,144,125,57,102,2
4,0,625,302,153,62,34,117,28
5,0,571,349,138,93,42,120,7
