P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,732,544,132,52,12,42,16
2,0,785,361,120,98,36,65,64
3,0,651,410,196,108,44,83,38
4,0,689,337,171,125,57,88,62
5,0,616,486,137,81,53,95,61
