model,split,eval_split,runs,recall_6_8_mean,recall_6_8_std,precision_6_8_mean,precision_6_8_std,pr_auc_high_mean,pr_auc_high_std,high_fn_rate_mean,high_fn_rate_std,mae_mean,qwk_mean,source_file
edge_gat,A,data_2020_train,5,0.896774193548387,0.026989033114002414,0.9334726415594046,0.02164674082701276,0.9772043438112487,0.009606530188784934,0.1032258064516129,0.026989033114002435,0.6376188560791947,0.8142929753891728,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
edge_gat,A,data_2020_val,5,0.17777777777777776,0.12668615834434865,0.35,0.25276251480171835,0.32292525181177545,0.1384721960331328,0.8222222222222222,0.12668615834434868,1.3953227533985326,0.17303103604428255,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
edge_gat,A,data_2021_test,5,0.25882352941176473,0.02908313132194378,0.5200396825396825,0.04749694994915104,0.3801852175007824,0.016554485894387863,0.7411764705882353,0.02908313132194376,1.2792462836567267,0.2933833595192127,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
edge_gat,B,data_2020_train,5,0.74,0.0518411033833193,0.8687145650048876,0.03757099270421822,0.8997431479046994,0.022129348263851448,0.26,0.051841103383319306,0.8731447553036261,0.705006979154725,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
edge_gat,B,data_2021_test,5,0.18461538461538463,0.06319875663521148,0.37649122807017543,0.04829104718822047,0.33737683108820965,0.04408826571890643,0.8153846153846154,0.06319875663521148,1.3241299589282798,0.24297499788393112,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
edge_gat,B,data_2021_train,5,0.8240000000000001,0.08294576541331086,0.8592962962962962,0.03865014901917443,0.9483246702654078,0.02466461393974473,0.176,0.08294576541331089,0.7018044405676326,0.7694040137614676,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
gcn,A,data_2020_train,5,0.8903225806451612,0.05397806622800487,0.940224358974359,0.04137378573789614,0.9817930757542579,0.0068611877821396485,0.1096774193548387,0.05397806622800488,0.6516366056229645,0.8162016643617227,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
gcn,A,data_2020_val,5,0.22222222222222224,0.15713484026367722,0.3571428571428571,0.22015764296317772,0.34825591492976404,0.12834625842013844,0.7777777777777778,0.15713484026367722,1.4059529526553796,0.17644066305933298,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
gcn,A,data_2021_test,5,0.2549019607843137,0.04159451654038515,0.6010847276293501,0.0827862152414346,0.39412046795526945,0.019564384101930274,0.7450980392156863,0.04159451654038513,1.2681676632694538,0.2914633710019378,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
gcn,B,data_2020_train,5,0.73,0.011180339887498959,0.8572634237107921,0.05597281458466134,0.9089997972422095,0.023689474209393074,0.27,0.011180339887498959,0.8677074883090643,0.696097833939746,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
gcn,B,data_2021_test,5,0.2076923076923077,0.08854511102477952,0.4753216374269006,0.08683733028792681,0.36714454185425516,0.04737845073229502,0.7923076923076924,0.08854511102477956,1.3014145903415701,0.24827317851045053,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
gcn,B,data_2021_train,5,0.8,0.06324555320336758,0.9044761904761904,0.04781104152400339,0.9533315781624413,0.012189342334117859,0.2,0.0632455532033676,0.708288915882708,0.7785188732677764,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
teg_gnn,A,data_2020_train,5,0.8580645161290322,0.02885249003225533,0.7968728046147401,0.0636833658355377,0.939254012706235,0.01924085937106754,0.14193548387096774,0.028852490032255353,1.0918682227889878,0.762065378916986,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
teg_gnn,A,data_2020_val,5,0.3111111111111111,0.14487116456005888,0.2646642246642247,0.07409966595352167,0.2596151867717379,0.07028603090928413,0.6888888888888889,0.14487116456005888,1.9015752512338397,0.15246485778667251,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
teg_gnn,A,data_2021_test,5,0.38431372549019605,0.029736766447260983,0.40760859829825347,0.03326022272520424,0.3634856311061216,0.029176429626069766,0.6156862745098038,0.029736766447260973,1.667560636764216,0.33800543290235724,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
teg_gnn,B,data_2020_train,5,0.775,0.03952847075210474,0.714884406373768,0.02372743626864609,0.8394389552986656,0.020009571542202047,0.225,0.03952847075210475,1.2728032767281718,0.6718823446009324,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
teg_gnn,B,data_2021_test,5,0.24615384615384617,0.10391735450850997,0.33718150448585227,0.049823384954617675,0.3461644807053529,0.06260266796646796,0.7538461538461538,0.10391735450851,1.628543702163411,0.26331120098087596,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
teg_gnn,B,data_2021_train,5,0.8400000000000001,0.028284271247461888,0.822132823698041,0.032834565911459515,0.9227626158874598,0.008440325665905805,0.16,0.02828427124746191,1.1119685454034716,0.780882312895236,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
weighted_gcn,A,data_2020_train,5,0.8774193548387096,0.026989033114002414,0.8130157590499147,0.061062894418894134,0.9448191253301852,0.007544081091208825,0.12258064516129033,0.02698903311400244,1.040370717411093,0.7750524208236761,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
weighted_gcn,A,data_2020_val,5,0.3555555555555555,0.09296222517045283,0.30303030303030304,0.0677596356818118,0.2568770519895873,0.0572407990585162,0.6444444444444445,0.09296222517045283,1.8830725817869758,0.21085579924822556,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
weighted_gcn,A,data_2021_test,5,0.36470588235294116,0.02973676644726099,0.3925811965811966,0.02439586350559859,0.35862482696220926,0.03543807919637953,0.6352941176470588,0.029736766447260986,1.641695490965952,0.3214650793925561,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
weighted_gcn,B,data_2020_train,5,0.765,0.03791437722025778,0.7168384334341782,0.030068286820668106,0.8423040828595779,0.02225778367242997,0.23500000000000001,0.037914377220257756,1.24269431736306,0.671017641538074,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
weighted_gcn,B,data_2021_test,5,0.25384615384615383,0.13488983012884756,0.35718518518518516,0.14721316068083248,0.34028887313159706,0.09801975627688606,0.7461538461538462,0.13488983012884756,1.616600273154896,0.2532890182047199,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
weighted_gcn,B,data_2021_train,5,0.8160000000000001,0.021908902300206604,0.874055900621118,0.04736560763442203,0.9235408245415557,0.009506927096244013,0.184,0.02190890230020665,1.0815307104336154,0.7964980870927374,outputs\models\formal_graph_models_A_B_s0_4_e50_summary.csv
gcn,A,data_2020_train,5,0.8,0.0735597048451057,0.9272582972582972,0.03141512976583525,0.966874194834492,0.010453043580517418,0.2,0.07355970484510567,0.6316184243842646,0.7626263088634154,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn,A,data_2020_val,5,0.2,0.12171612389003691,0.3571428571428571,0.22015764296317772,0.34152815467481584,0.12412983316839445,0.8,0.12171612389003691,1.3769000565945841,0.1815249146816363,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn,A,data_2021_test,5,0.22745098039215686,0.0429586319611895,0.5922555109000122,0.08203808861376279,0.3940283922859864,0.02327375481406081,0.7725490196078432,0.04295863196118947,1.236892372071478,0.26344745955012944,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn,B,data_2020_train,5,0.645,0.06937218462755801,0.8557811941179081,0.05325647230935614,0.8736562914773947,0.028232151728988082,0.355,0.06937218462755804,0.8402847453576365,0.6481269161824365,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn,B,data_2021_test,5,0.19230769230769232,0.08600261451922268,0.48921052631578943,0.0884245769974305,0.37052285105065613,0.054774561959776466,0.8076923076923077,0.0860026145192227,1.267691421641331,0.23767514303314624,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn,B,data_2021_train,5,0.744,0.0606630035524124,0.8910847606499781,0.05061186695598052,0.9284776741951385,0.022192452420713268,0.256,0.0606630035524124,0.6949489196559778,0.7364908895790061,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn_teg_concat,A,data_2020_train,5,0.8838709677419354,0.0776877069599503,0.8615176979882863,0.013445913478705659,0.942100850950261,0.017581713480505603,0.11612903225806451,0.0776877069599503,0.5475005915549684,0.7757231130323088,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn_teg_concat,A,data_2020_val,5,0.2444444444444444,0.14487116456005886,0.5809523809523809,0.3183717076275577,0.3446984845661333,0.11511072045780216,0.7555555555555555,0.14487116456005883,1.303839849148092,0.247393870730959,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn_teg_concat,A,data_2021_test,5,0.29411764705882354,0.05716619504750295,0.5483996415770609,0.042663255919587965,0.3882238205917968,0.034150649991628666,0.7058823529411764,0.05716619504750294,1.1825737212243825,0.32548750048463126,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn_teg_concat,B,data_2020_train,5,0.77,0.041079191812887494,0.7537688789398775,0.07861006592710992,0.8652672043670699,0.05131166505990694,0.23000000000000004,0.04107919181288747,0.7206025560007525,0.7125377622242344,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn_teg_concat,B,data_2021_test,5,0.24615384615384617,0.12040366032691174,0.4275242404654169,0.13340043483783662,0.3892148404160978,0.04284332896548187,0.7538461538461538,0.12040366032691177,1.178304191911233,0.2912843149583083,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn_teg_concat,B,data_2021_train,5,0.8320000000000001,0.04381780460041327,0.8292986498203889,0.08812690534679701,0.9298983740407032,0.03757632621687966,0.168,0.0438178046004133,0.5820881213817789,0.769249396415014,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn_teg_residual_fixed,A,data_2020_train,5,0.864516129032258,0.042059370356146084,0.9322392899812254,0.05458342992824937,0.9667927259437299,0.02458164870162271,0.13548387096774192,0.04205937035614612,0.6181005154310489,0.8016353568174107,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn_teg_residual_fixed,A,data_2020_val,5,0.22222222222222224,0.15713484026367722,0.54,0.3847076812334269,0.3523382887010408,0.1324105988024483,0.7777777777777778,0.15713484026367722,1.3687012602243562,0.22728659318545144,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn_teg_residual_fixed,A,data_2021_test,5,0.2392156862745098,0.06562039423796671,0.5668893752298257,0.06556282273192039,0.3977072081587496,0.027309211189535297,0.7607843137254902,0.0656203942379667,1.244274486039243,0.2778270811158001,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn_teg_residual_fixed,B,data_2020_train,5,0.72,0.027386127875258286,0.8560843331811074,0.058293827951779495,0.8940235875154642,0.017675232603876278,0.28,0.027386127875258306,0.8247877249403922,0.6923932579822462,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn_teg_residual_fixed,B,data_2021_test,5,0.2076923076923077,0.11409536133993327,0.40477124183006535,0.1308780894102108,0.36530783529861804,0.07277512607716126,0.7923076923076924,0.1140953613399333,1.2748771753263517,0.24966492309921406,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn_teg_residual_fixed,B,data_2021_train,5,0.752,0.05932958789676528,0.8884265010351967,0.08008798352275658,0.941449031483117,0.02105925684870168,0.248,0.05932958789676531,0.6755616084875744,0.7430402150817205,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn_teg_residual_learnable,A,data_2020_train,5,0.864516129032258,0.042059370356146084,0.9396466973886328,0.06182763259496431,0.9695647164437847,0.022960052579836042,0.13548387096774192,0.04205937035614612,0.6036425527038848,0.8076105025700734,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn_teg_residual_learnable,A,data_2020_val,5,0.2,0.16480441082434805,0.5066666666666666,0.3960920207336786,0.35404865689102205,0.13629988640426793,0.8,0.16480441082434805,1.366633486077236,0.19839845720600788,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn_teg_residual_learnable,A,data_2021_test,5,0.2392156862745098,0.06987658698511945,0.5667337164750957,0.07988446598823634,0.39907298319864726,0.023347622733834172,0.7607843137254902,0.06987658698511943,1.2380650563619675,0.2778533098751147,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn_teg_residual_learnable,B,data_2020_train,5,0.735,0.033541019662496875,0.8623793955245569,0.056233186978184795,0.9026571586698451,0.018630370802681376,0.265,0.03354101966249684,0.8141473952960425,0.702125038648075,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
gcn_teg_residual_learnable,B,data_2021_test,5,0.2076923076923077,0.11409536133993327,0.40477124183006535,0.1308780894102108,0.3680283722816747,0.0741592692889327,0.7923076923076924,0.1140953613399333,1.2691782287785585,0.25081068034948856,outputs\models\gcn_stabilized_teg_s0_4_e50_summary.csv
