P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,847,227,75,38,28,59,47
2,0,722,252,87,50,48,62,100
3,0,720,232,83,69,83,70,63
4,0,667,297,77,73,42,100,65
5,0,765,222,70,39,62,81,81
