beta,runs,pyvrp_cost_mean,pyvrp_cost_std,global_risk_mean,global_risk_std,global_cvar90_mean,global_cvar90_std,max_vehicle_risk_mean,max_vehicle_risk_std,max_vehicle_cvar90_mean,max_vehicle_cvar90_std,vehicle_risk_gini_mean,vehicle_risk_gini_std,risk_variance_mean,risk_variance_std,edge_burden_gini_used_mean,edge_burden_gini_used_std,top10_burden_share_mean,top10_burden_share_std,max_edge_burden_mean,max_edge_burden_std,cost_increase_pct,risk_reduction_pct,risk_source,risk_dir,customer_set,run_name
0.0,5,133997.4,0.5477225575051661,8.096136637072778,0.9099172850797527,0.22523534704238735,0.055228961485220295,2.6089164480334146,0.393811596228009,0.4172882280436655,0.10877399776280801,0.21390693896788723,0.04868546931189243,0.44563554579976117,0.24973491549943083,0.8425421433184062,0.010227757047201996,0.8722132883686683,0.009214163456311708,1.1496501684188842,0.31408416444982334,0.0,0.0,Eta0,hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs50_teg_low_tail_floor_0p01,A,tail_score_eta_pyvrp50_beta1_fixedAB_A_Eta0
1.0,5,159880.0,333.6105513918887,3.2925463970022975,0.20782597420955773,0.08129808540486859,0.015656023391404962,1.1448974541737698,0.11148190138605694,0.15031987857073548,0.024388409397117252,0.2525421159725065,0.018200275033115727,0.09278943677596689,0.013905241536312592,0.7263996501226847,0.013472560096764808,0.7188550027058956,0.016323092660485688,0.5045937299728394,0.0,0.19315747917496912,0.5933188204944455,Eta0,hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs50_teg_low_tail_floor_0p01,A,tail_score_eta_pyvrp50_beta1_fixedAB_A_Eta0
0.0,5,146531.2,556.7375503771952,8.40668787767063,0.7117026464340845,0.22665544320519976,0.05401683757514773,2.7520953126484526,0.41966742139267693,0.451627177943786,0.07188417410775882,0.21979779257361579,0.01747942910518736,0.47967300737577495,0.12638171571394696,0.8411976101117797,0.007482281349517639,0.8734991012667515,0.008982545416353075,1.1489561796188354,0.31253235831729065,0.0,0.0,Eta0,hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs50_teg_low_tail_floor_0p01,B,tail_score_eta_pyvrp50_beta1_fixedAB_B_Eta0
1.0,5,178524.6,179.87579047776273,3.518651402258547,0.3950509960109928,0.07114614966867736,0.01603367657987781,1.3019351448339875,0.2243935343514473,0.14286049727557434,0.041226188490961484,0.2737585901285738,0.08144612737467213,0.13756036432225918,0.08601439071102183,0.7133984558924867,0.02034551576331145,0.7085793616408127,0.028126728925688516,0.6142648458480835,0.0,0.21833848354480132,0.5814461707796751,Eta0,hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs50_teg_low_tail_floor_0p01,B,tail_score_eta_pyvrp50_beta1_fixedAB_B_Eta0
0.0,5,133997.4,0.5477225575051661,9.632764990717988,1.0860696326688615,0.22542386695457495,0.08939812928405202,3.0949745004065337,0.4458082004518462,0.4653892053498162,0.15881748732714368,0.21793947661770793,0.04539055080443147,0.6483939680799149,0.34155539434307036,0.8429910850886009,0.010444764962711196,0.8716118042891802,0.009393984572773984,1.392156457901001,0.33979473667436677,0.0,0.0,Eta025,hazmat_risk_experiments\outputs\risk_matrices\teg_low_tail_score_eta025_splitB_seed0_epochs50_floor_0p01,A,tail_score_eta_pyvrp50_beta1_fixedAB_A_Eta025
1.0,5,158937.6,258.6982798551239,3.9662974523176673,0.19039172827720993,0.07324161563355906,0.00448534138150634,1.4221731807425386,0.008299526550543779,0.17172106173820795,0.03396317359476599,0.23574311471781031,0.026698650773766368,0.12848764042968236,0.022508688719515862,0.7294751502649802,0.010380988516021422,0.7213167332599255,0.01342849162953378,0.620097815990448,0.0,0.18612450689341742,0.5882493286050132,Eta025,hazmat_risk_experiments\outputs\risk_matrices\teg_low_tail_score_eta025_splitB_seed0_epochs50_floor_0p01,A,tail_score_eta_pyvrp50_beta1_fixedAB_A_Eta025
0.0,5,146531.2,556.7375503771952,10.044642107601977,0.8513141119901905,0.1758555412237794,0.007530125607727233,3.3065501626231706,0.5143619828224875,0.539138811926047,0.09187310059729323,0.22424064173525568,0.022151812368356057,0.7144912559044206,0.21736631891811764,0.8432049419132606,0.007447476320423886,0.874036571854637,0.008918395161674681,1.392156457901001,0.33979473667436677,0.0,0.0,Eta025,hazmat_risk_experiments\outputs\risk_matrices\teg_low_tail_score_eta025_splitB_seed0_epochs50_floor_0p01,B,tail_score_eta_pyvrp50_beta1_fixedAB_B_Eta025
1.0,5,178127.6,279.40794548473383,4.207803773987689,0.369316401627191,0.07501700459449408,0.011201214963206927,1.5129222261486575,0.25515607560168296,0.15584250939418637,0.0367843047682105,0.2643885181779012,0.07973393533134424,0.18401405410675067,0.11982718003902844,0.7175040205975077,0.018968689824790982,0.7109832444173529,0.025368128451557666,0.7485495209693909,0.0,0.21562916293594805,0.5810897263523481,Eta025,hazmat_risk_experiments\outputs\risk_matrices\teg_low_tail_score_eta025_splitB_seed0_epochs50_floor_0p01,B,tail_score_eta_pyvrp50_beta1_fixedAB_B_Eta025
0.0,5,133997.4,0.5477225575051661,10.686690854612971,1.156392539337184,0.23157055895394257,0.10757180244929929,3.326098807225935,0.3892310050215109,0.47319015266994635,0.18145584586666694,0.21062357718853955,0.037736579086927874,0.7371621160098174,0.34358271602606666,0.8391141173483041,0.01020201814753973,0.868253633550475,0.009290361379476772,1.5769630908966064,0.23648468815660942,0.0,0.0,Eta050,hazmat_risk_experiments\outputs\risk_matrices\teg_low_tail_score_eta050_splitB_seed0_epochs50_floor_0p01,A,tail_score_eta_pyvrp50_beta1_fixedAB_A_Eta050
1.0,5,159092.8,237.9825623864068,4.342662986932555,0.3155839366452378,0.06638398041626062,0.008490123286305001,1.6523111681977753,0.003932839221054431,0.1417187864581744,0.026838655300929812,0.28799498431341714,0.05014066685694342,0.22262249362580216,0.04696845695368101,0.7170090417717692,0.018913578822209128,0.7067095904944759,0.023014272823712035,0.7356019616127014,0.0,0.1872827383217883,0.5936381948338467,Eta050,hazmat_risk_experiments\outputs\risk_matrices\teg_low_tail_score_eta050_splitB_seed0_epochs50_floor_0p01,A,tail_score_eta_pyvrp50_beta1_fixedAB_A_Eta050
