edge_id,src,dst,w_raw,w_norm,severity,severity_norm_mean,severity_norm,R_ij,P_level,C_level,RiskLevel
0,3392,4348,0.0,0.009999999776482582,3.206634044647217,0.315233439207077,0.315233439207077,0.003152334364131093,1,4,4
1,3391,4348,0.0,0.009999999776482582,2.7866880893707275,0.25524115562438965,0.25524115562438965,0.0025524115189909935,1,3,3
2,3391,4255,0.0,0.009999999776482582,5.206446647644043,0.6009209752082825,0.6009209752082825,0.006009209435433149,1,6,6
3,3391,3395,0.4999999701976776,0.5049999952316284,2.564436912536621,0.22349098324775696,0.22349098324775696,0.11286294460296631,5,3,15
4,3395,4255,0.4999999701976776,0.5049999952316284,5.206446647644043,0.6009209752082825,0.6009209752082825,0.3034650981426239,5,6,30
5,3398,4255,0.0,0.009999999776482582,5.206446647644043,0.6009209752082825,0.6009209752082825,0.006009209435433149,1,6,6
6,3398,4348,0.0,0.009999999776482582,2.7866880893707275,0.25524115562438965,0.25524115562438965,0.0025524115189909935,1,3,3
7,3399,4255,0.0,0.009999999776482582,5.206446647644043,0.6009209752082825,0.6009209752082825,0.006009209435433149,1,6,6
8,3399,3401,0.0,0.009999999776482582,2.6834285259246826,0.24048979580402374,0.24048979580402374,0.002404897939413786,1,3,3
9,3401,4246,0.4999999701976776,0.5049999952316284,2.6834285259246826,0.24048979580402374,0.24048979580402374,0.12144734710454941,5,3,15
10,0,4255,0.0,0.009999999776482582,5.206446647644043,0.6009209752082825,0.6009209752082825,0.006009209435433149,1,6,6
11,0,1,0.0,0.009999999776482582,2.931382894515991,0.2759118378162384,0.2759118378162384,0.0027591183315962553,1,3,3
12,1,3401,0.0,0.009999999776482582,2.931382894515991,0.2759118378162384,0.2759118378162384,0.0027591183315962553,1,3,3
13,3396,3401,0.0,0.009999999776482582,2.6834285259246826,0.24048979580402374,0.24048979580402374,0.002404897939413786,1,3,3
14,2,4255,0.0,0.009999999776482582,5.206446647644043,0.6009209752082825,0.6009209752082825,0.006009209435433149,1,6,6
15,2,3401,0.0,0.009999999776482582,2.6834285259246826,0.24048979580402374,0.24048979580402374,0.002404897939413786,1,3,3
16,3,4246,0.0,0.009999999776482582,2.670182228088379,0.23859746754169464,0.23859746754169464,0.0023859746288508177,1,3,3
17,3,4,0.0,0.009999999776482582,2.1965372562408447,0.17093388736248016,0.17093388736248016,0.001709338859654963,1,3,3
18,4,4246,0.0,0.009999999776482582,2.670182228088379,0.23859746754169464,0.23859746754169464,0.0023859746288508177,1,3,3
19,3391,4246,0.0,0.009999999776482582,2.670182228088379,0.23859746754169464,0.23859746754169464,0.0023859746288508177,1,3,3
20,3395,3396,0.0,0.009999999776482582,2.6074671745300293,0.22963817417621613,0.22963817417621613,0.0022963816300034523,1,3,3
21,5,4246,0.0,0.009999999776482582,3.05007266998291,0.292867511510849,0.292867511510849,0.002928675152361393,1,4,4
22,5,6,0.0,0.009999999776482582,3.05007266998291,0.292867511510849,0.292867511510849,0.002928675152361393,1,4,4
23,6,3394,0.0,0.009999999776482582,2.6190643310546875,0.2312949001789093,0.2312949001789093,0.002312948927283287,1,3,3
24,7,3394,0.0,0.009999999776482582,2.6190643310546875,0.2312949001789093,0.2312949001789093,0.002312948927283287,1,3,3
25,3390,4255,0.0,0.009999999776482582,5.206446647644043,0.6009209752082825,0.6009209752082825,0.006009209435433149,1,6,6
26,3390,3395,0.0,0.009999999776482582,2.4264869689941406,0.20378385484218597,0.20378385484218597,0.0020378385670483112,1,3,3
27,3188,3189,0.0,0.009999999776482582,2.709970235824585,0.24428145587444305,0.24428145587444305,0.0024428144097328186,1,3,3
28,8,3189,0.0,0.009999999776482582,1.6324007511138916,0.09034296125173569,0.09034296125173569,0.0009034295799210668,1,2,2
29,8,3397,0.0,0.009999999776482582,2.7605316638946533,0.251504510641098,0.251504510641098,0.0025150449946522713,1,3,3
30,3188,3405,0.0,0.009999999776482582,2.709970235824585,0.24428145587444305,0.24428145587444305,0.0024428144097328186,1,3,3
31,3405,3406,1.0,1.0,1.0048551559448242,0.0006935936980880797,0.0006935936980880797,0.0006935936980880797,5,2,10
32,3375,3406,0.0,0.009999999776482582,1.0008854866027832,0.0001264980819541961,0.0001264980819541961,1.2649808240894345e-06,1,2,2
33,9,3188,0.0,0.009999999776482582,2.709970235824585,0.24428145587444305,0.24428145587444305,0.0024428144097328186,1,3,3
34,9,3404,0.0,0.009999999776482582,1.6345608234405518,0.09065154939889908,0.09065154939889908,0.0009065154590643942,1,2,2
35,3404,3407,0.4999999701976776,0.5049999952316284,2.869777202606201,0.26711103320121765,0.26711103320121765,0.134891077876091,5,3,15
36,3187,3189,1.0,1.0,5.170625686645508,0.5958036780357361,0.5958036780357361,0.5958036780357361,5,6,30
37,10,3189,0.0,0.009999999776482582,1.4166982173919678,0.05952831730246544,0.05952831730246544,0.000595283170696348,1,2,2
38,10,3397,0.0,0.009999999776482582,2.7605316638946533,0.251504510641098,0.251504510641098,0.0025150449946522713,1,3,3
