P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,343,661,182,33,39,40,23
2,0,378,486,213,77,37,57,73
3,0,274,544,278,87,49,59,29
4,0,272,548,261,85,56,52,47
5,0,229,622,260,63,34,85,27
