rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,1288,3475,3491,0.8996065258979797,1.0,7.297245502471924,5,8,40
2,2115,3116,3335,0.8652428984642029,1.0,7.056700229644775,5,8,40
3,2174,3335,3866,0.8652428984642029,1.0,7.056700229644775,5,8,40
4,2177,3335,4325,0.8652428984642029,1.0,7.056700229644775,5,8,40
5,3173,3335,3861,0.8652428984642029,1.0,7.056700229644775,5,8,40
6,3636,3335,3804,0.8652428984642029,1.0,7.056700229644775,5,8,40
7,3297,3208,3873,0.8635762929916382,1.0,7.045033931732178,5,8,40
8,2148,3208,3862,0.8635762929916382,1.0,7.045033931732178,5,8,40
9,2930,3244,3300,0.8545971512794495,1.0,6.982180118560791,5,7,35
10,5170,3300,4627,0.8545971512794495,1.0,6.982180118560791,5,7,35
11,1048,3198,3693,0.8503971099853516,1.0,6.952779769897461,5,7,35
12,1009,3198,3771,0.8503971099853516,1.0,6.952779769897461,5,7,35
13,4647,3100,4199,0.8502777814865112,1.0,6.951944351196289,5,7,35
14,999,3100,3684,0.8502777814865112,1.0,6.951944351196289,5,7,35
15,1082,3100,4381,0.8502777814865112,1.0,6.951944351196289,5,7,35
16,1069,3100,3698,0.8502777814865112,1.0,6.951944351196289,5,7,35
17,1001,3100,3771,0.8502777814865112,1.0,6.951944351196289,5,7,35
18,1002,3100,3685,0.8502777814865112,1.0,6.951944351196289,5,7,35
19,237,3487,3488,0.8297609686851501,1.0,6.808326721191406,5,7,35
20,2872,3347,3448,0.8268205523490906,1.0,6.787744045257568,5,7,35
