rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3475,8,8,7.297245502471924,0.8996065258979797,0.9333389401435852
2,2795,0,7,7.218916893005371,0.8884167075157166,0.9961258172988892
3,3721,8,8,7.194668769836426,0.8849526643753052,0.934073269367218
4,3367,0,7,7.151309013366699,0.878758430480957,0.9982824921607971
5,3537,8,8,7.095941066741943,0.8708487153053284,0.9085829257965088
6,3335,7,7,7.056700229644775,0.8652428984642029,0.9972500801086426
7,3208,7,7,7.045033931732178,0.8635762929916382,0.999144971370697
8,3250,0,7,7.040646553039551,0.8629494905471802,0.9888945817947388
9,3300,7,7,6.982180118560791,0.8545971512794495,0.9903679490089417
10,3198,7,7,6.952779769897461,0.8503971099853516,0.9532186388969421
11,3100,0,7,6.951944351196289,0.8502777814865112,0.9721583724021912
12,4091,7,7,6.895697593688965,0.8422425389289856,0.9644693732261658
13,3487,8,8,6.808326721191406,0.8297609686851501,0.8433117270469666
14,3448,7,7,6.787744045257568,0.8268205523490906,0.9108678102493286
15,3410,7,7,6.757017612457275,0.8224310874938965,0.9242498874664307
16,3439,0,7,6.6867194175720215,0.8123884797096252,0.8897077441215515
17,4060,8,8,6.323863506317139,0.760551929473877,0.7922331690788269
18,3086,7,7,6.264714241027832,0.7521020174026489,0.7885192036628723
19,3497,7,7,6.225896835327148,0.7465566992759705,0.782636284828186
20,3772,8,8,6.211583137512207,0.7445119023323059,0.7560083866119385
