beta,seed,is_feasible,pyvrp_cost,num_routes,routes,global_risk,global_cvar90,max_vehicle_risk,max_vehicle_cvar90,vehicle_risk_gini,risk_variance,edge_burden_gini_used,top10_burden_share,max_edge_burden
0.0,0,True,133997,5,"[[0, 14, 42, 41, 1, 45, 11, 15, 3, 16, 48, 0], [0, 18, 32, 4, 29, 19, 6, 24, 40, 20, 44, 0], [0, 27, 35, 5, 36, 28, 26, 23, 30, 12, 49, 0], [0, 46, 22, 7, 8, 43, 33, 34, 2, 25, 39, 0], [0, 17, 13, 10, 37, 50, 38, 31, 9, 47, 21, 0]]",6.737859031767584,0.18666332284168852,2.0506729835178703,0.34346621111035347,0.16897127601350692,0.17571111287637198,0.8208650365353711,0.8531119854134994,0.8509786128997803
0.0,1,True,133997,5,"[[0, 17, 13, 10, 37, 50, 38, 31, 9, 47, 21, 0], [0, 18, 32, 4, 29, 6, 19, 24, 40, 20, 44, 0], [0, 14, 42, 41, 1, 11, 45, 15, 3, 16, 48, 0], [0, 46, 22, 7, 8, 43, 33, 34, 2, 25, 39, 0], [0, 27, 35, 5, 36, 28, 26, 23, 30, 12, 49, 0]]",6.737859031767584,0.18666332284168852,2.0506729835178703,0.34346621111035347,0.16897127601350692,0.17571111287637198,0.8208650365353711,0.8531119854134994,0.8509786128997803
0.0,2,True,133998,5,"[[0, 16, 3, 15, 45, 11, 1, 41, 42, 14, 48, 0], [0, 25, 2, 34, 33, 43, 8, 7, 22, 46, 39, 0], [0, 38, 31, 9, 47, 21, 27, 23, 30, 49, 12, 0], [0, 26, 28, 36, 5, 35, 10, 37, 50, 13, 17, 0], [0, 44, 20, 40, 24, 6, 19, 29, 4, 32, 18, 0]]",8.354612105875276,0.2820968378621798,2.553164293291047,0.4184842646121979,0.22708329668301208,0.48009356196682784,0.8310727831085409,0.8550034903224807,0.8509786128997803
0.0,3,True,133998,5,"[[0, 12, 49, 30, 23, 26, 28, 36, 5, 20, 44, 0], [0, 14, 42, 41, 1, 45, 11, 15, 3, 16, 48, 0], [0, 27, 35, 10, 37, 50, 38, 31, 9, 47, 21, 0], [0, 25, 2, 34, 33, 43, 8, 7, 22, 46, 39, 0], [0, 18, 32, 4, 29, 19, 6, 24, 40, 13, 17, 0]]",6.291108425124548,0.1724293003940294,2.094294785289094,0.2360047762049362,0.24041534123810027,0.29206717093020684,0.8191735143730605,0.8462258710504855,0.8509786128997803
0.0,4,True,133997,5,"[[0, 48, 14, 42, 41, 1, 45, 11, 15, 3, 16, 0], [0, 44, 20, 40, 24, 19, 6, 4, 32, 29, 12, 0], [0, 25, 2, 34, 33, 43, 8, 7, 22, 46, 39, 0], [0, 27, 35, 5, 36, 28, 26, 23, 30, 18, 49, 0], [0, 17, 13, 10, 37, 50, 38, 31, 9, 47, 21, 0]]",7.759364153142087,0.2604594730700438,3.2029382357141003,0.5841696560382843,0.3081972602496761,0.8333596466364994,0.8478221681923379,0.8753744929878946,1.6805105209350586
1.0,0,True,157969,5,"[[0, 42, 41, 24, 19, 6, 29, 4, 32, 39, 11, 0], [0, 15, 45, 25, 2, 28, 26, 23, 30, 49, 48, 0], [0, 21, 47, 9, 31, 38, 50, 5, 36, 40, 12, 0], [0, 14, 3, 16, 20, 44, 17, 13, 37, 10, 27, 0], [0, 35, 18, 34, 33, 43, 8, 7, 22, 46, 1, 0]]",2.8800422045896994,0.07038756342673744,0.9932436859235168,0.13039199697474638,0.24942889496051568,0.0676196162702549,0.6896306975266149,0.6799579937413074,0.38935914635658264
1.0,1,True,158062,5,"[[0, 11, 45, 25, 2, 28, 26, 23, 30, 49, 48, 0], [0, 46, 22, 7, 8, 43, 5, 33, 34, 18, 35, 0], [0, 15, 39, 32, 4, 29, 19, 6, 24, 41, 42, 0], [0, 20, 44, 17, 13, 37, 10, 14, 3, 16, 1, 0], [0, 27, 21, 47, 9, 31, 38, 50, 36, 40, 12, 0]]",3.218579632070032,0.07472673455874125,0.9990582993486896,0.09960105700884014,0.21598110662341052,0.06829990089545945,0.707989290708471,0.7042654805128161,0.38935914635658264
1.0,2,True,157941,5,"[[0, 45, 46, 22, 7, 8, 43, 17, 13, 14, 42, 0], [0, 15, 3, 16, 25, 2, 28, 26, 23, 30, 49, 0], [0, 37, 10, 35, 18, 34, 33, 5, 40, 12, 48, 0], [0, 11, 39, 32, 4, 29, 6, 19, 24, 41, 1, 0], [0, 27, 21, 47, 9, 31, 36, 50, 38, 44, 20, 0]]",3.153376720219967,0.07396699892806596,0.9608394228853285,0.10864670481532812,0.21156664106529988,0.056686807649292945,0.6981557176658397,0.6960162836326528,0.38935914635658264
1.0,3,True,158029,5,"[[0, 48, 45, 11, 39, 32, 4, 29, 47, 21, 27, 0], [0, 12, 13, 17, 19, 6, 24, 41, 1, 16, 42, 0], [0, 37, 10, 35, 18, 34, 33, 50, 38, 44, 20, 0], [0, 46, 22, 7, 8, 43, 9, 31, 36, 5, 40, 0], [0, 25, 2, 28, 26, 23, 30, 49, 14, 3, 15, 0]]",2.9346063474658877,0.06840530297319804,0.8643634996842593,0.08008048417312759,0.19126848574428346,0.04281331581284499,0.6839291473499156,0.6771817985864175,0.38935914635658264
1.0,4,True,157571,5,"[[0, 14, 3, 16, 15, 25, 2, 28, 26, 23, 30, 0], [0, 40, 9, 31, 36, 33, 34, 18, 35, 10, 37, 0], [0, 46, 22, 7, 8, 43, 5, 50, 38, 44, 20, 0], [0, 48, 49, 12, 13, 17, 19, 6, 24, 41, 42, 0], [0, 1, 11, 45, 39, 32, 4, 29, 47, 21, 27, 0]]",3.0154423316707835,0.07397999110873099,0.8852652597706765,0.09976846445351839,0.2204516919140158,0.05727274105308231,0.6950950337089175,0.6894235991122291,0.38935914635658264
