method,customer_set,budget,value_mean,value_std,cost_increase_mean,model_seeds,metric
GCN,B,0.235,4.478111881938235,0.4850696231428584,0.20461298512135948,10,CommonRisk
GCN,B,0.24,4.252488994517031,0.32308685030898315,0.21603722286877924,10,CommonRisk
GCN,B,0.245,4.069314957638759,0.19182448909164718,0.22459150956172086,10,CommonRisk
GCN,B,0.25,4.069314957638759,0.19182448909164718,0.22459150956172086,10,CommonRisk
GCN,B,0.255,4.069314957638759,0.19182448909164718,0.22459150956172086,10,CommonRisk
GCN,B,0.26,4.069314957638759,0.19182448909164718,0.22459150956172086,10,CommonRisk
GCN,B,0.265,4.048027752292864,0.20856153981678438,0.22755757214232225,10,CommonRisk
GCN,B,0.27,4.013994933445223,0.24202638081178945,0.2306896947478057,10,CommonRisk
GCN,B,0.275,4.00078778163765,0.2620065103713777,0.23188010662580658,10,CommonRisk
GCN,B,0.28,3.938450448798504,0.3283497646866852,0.23822972595375352,10,CommonRisk
GCN,B,0.285,3.890436739326445,0.313657100138548,0.24482578360520998,10,CommonRisk
GCN,B,0.29,3.836859690235143,0.31734442780543015,0.2487576769941448,10,CommonRisk
GCN,B,0.295,3.787938414752604,0.3184775914612859,0.25416491485167125,10,CommonRisk
GCN,B,0.3,3.6856432854948493,0.30175192932788775,0.26184172343399986,10,CommonRisk
GCN,B,0.305,3.6023417823206474,0.3190079743173661,0.26882934793813135,10,CommonRisk
GCN,B,0.31,3.5327423277747556,0.28650256569504445,0.2769195657073161,10,CommonRisk
GCN,B,0.315,3.504582767768043,0.25970434194261843,0.28140036309760347,10,CommonRisk
GCN,B,0.32,3.450390619812764,0.18551716327755138,0.29003283055437984,10,CommonRisk
GCN,B,0.325,3.417333280554672,0.16451251829495503,0.29501860696762894,10,CommonRisk
GCN,B,0.33,3.4039755472449067,0.1739394807500175,0.29660941597616197,10,CommonRisk
GCN,B,0.335,3.398504205012197,0.1782039421850458,0.2993333698212772,10,CommonRisk
GCN,B,0.34,3.383082923402882,0.17087945679095298,0.30156882763706483,10,CommonRisk
GCN,B,0.345,3.357104294023551,0.18356085267459146,0.30494437887855297,10,CommonRisk
GCN,B,0.35,3.3403548071347657,0.1950743374875668,0.3077944738892788,10,CommonRisk
GCN,B,0.355,3.3180968637652746,0.20388700971614931,0.31158151820723895,10,CommonRisk
GCN,B,0.36,3.311159749454159,0.20539197573529192,0.312258166677434,10,CommonRisk
GCN,B,0.365,3.284288631093554,0.2095254830199642,0.31925393776099725,10,CommonRisk
GCN,B,0.37,3.280962408513671,0.21039648266509056,0.32113774493980907,10,CommonRisk
GCN,B,0.375,3.256336781540727,0.19540440026781683,0.32845417961083,10,CommonRisk
GCN,B,0.38,3.2341084763495025,0.15079788485001255,0.33240809712108976,10,CommonRisk
GCN,B,0.385,3.194036901806255,0.10072238701005977,0.33958293967870573,10,CommonRisk
GCN,B,0.39,3.178225940566084,0.07277043882402962,0.3416781837622319,10,CommonRisk
GCN,B,0.395,3.1667965901022996,0.059787247298311336,0.3431235361276591,10,CommonRisk
GCN,B,0.4,3.1667965901022996,0.059787247298311336,0.3431235361276591,10,CommonRisk
Stable-Tail-GNN,A,0.1,6.991259404862367,1.3989516035462761,0.027545200626923273,10,CommonRisk
Stable-Tail-GNN,A,0.105,6.612419756672116,1.7406678544913852,0.03972962232771593,10,CommonRisk
Stable-Tail-GNN,A,0.11,5.804768680804111,1.5233037581703062,0.06598130618130534,10,CommonRisk
Stable-Tail-GNN,A,0.115,5.282675939777628,1.413217292200959,0.08288706499459722,10,CommonRisk
Stable-Tail-GNN,A,0.12,4.893900773418267,1.0834661595917163,0.09570954743214583,10,CommonRisk
Stable-Tail-GNN,A,0.125,4.542859520318517,0.12042794421879223,0.10793395474067644,10,CommonRisk
Stable-Tail-GNN,A,0.13,4.542859520318517,0.12042794421879223,0.10793395474067644,10,CommonRisk
Stable-Tail-GNN,A,0.135,4.542859520318517,0.12042794421879223,0.10793395474067644,10,CommonRisk
Stable-Tail-GNN,A,0.14,4.542859520318517,0.12042794421879223,0.10793395474067644,10,CommonRisk
Stable-Tail-GNN,A,0.145,4.542859520318517,0.12042794421879223,0.10793395474067644,10,CommonRisk
Stable-Tail-GNN,A,0.15,4.525784354422318,0.11787511989971454,0.10845679836520816,10,CommonRisk
Stable-Tail-GNN,A,0.155,4.283180308437344,0.43590795709717894,0.11814877827161677,10,CommonRisk
Stable-Tail-GNN,A,0.16,4.128046516621202,0.5744227050133658,0.12550533139473663,10,CommonRisk
Stable-Tail-GNN,A,0.165,4.042610646309233,0.6150605992071488,0.13060273534390845,10,CommonRisk
Stable-Tail-GNN,A,0.17,3.9356857565290304,0.5995681003396812,0.13477416750332694,10,CommonRisk
Stable-Tail-GNN,A,0.175,3.8926398954907784,0.6453390566953957,0.13663225024032538,10,CommonRisk
Stable-Tail-GNN,A,0.18,3.6717037164058133,0.49009594831726433,0.14894361422785063,10,CommonRisk
Stable-Tail-GNN,A,0.185,3.486210843307821,0.41978422250642033,0.15869288998082887,10,CommonRisk
Stable-Tail-GNN,A,0.19,3.39949232482856,0.3924583678242948,0.16447381295895055,10,CommonRisk
Stable-Tail-GNN,A,0.195,3.3130338181040777,0.19480379355742036,0.16958076807320205,10,CommonRisk
Stable-Tail-GNN,A,0.2,3.1975630424334183,0.17508298949645046,0.17928087364538975,10,CommonRisk
Stable-Tail-GNN,A,0.205,3.143291339513944,0.1788151855400362,0.18419835844742322,10,CommonRisk
Stable-Tail-GNN,A,0.21,3.1320995336598223,0.19587335371290715,0.18516964191896626,10,CommonRisk
Stable-Tail-GNN,A,0.215,3.1320995336598223,0.19587335371290715,0.18516964191896626,10,CommonRisk
Stable-Tail-GNN,A,0.22,3.1078406818015027,0.21402329391991237,0.1880778311036518,10,CommonRisk
Stable-Tail-GNN,A,0.225,3.1012617729524754,0.2232763977385109,0.18904911425713172,10,CommonRisk
Stable-Tail-GNN,A,0.23,3.0559717954229924,0.24016248335883064,0.19480646133881777,10,CommonRisk
Stable-Tail-GNN,A,0.235,3.040111733679992,0.24278474643115247,0.19787510813125145,10,CommonRisk
Stable-Tail-GNN,A,0.24,2.9293257361070677,0.16622031924952477,0.21437510380923924,10,CommonRisk
Stable-Tail-GNN,A,0.245,2.8950940889916,0.13736318150054697,0.21983027583043122,10,CommonRisk
Stable-Tail-GNN,A,0.25,2.8801846846113497,0.13008099236366719,0.22219181821343562,10,CommonRisk
Stable-Tail-GNN,A,0.255,2.8260035056400055,0.12411682825804639,0.2306998146563247,10,CommonRisk
Stable-Tail-GNN,A,0.26,2.812025257621402,0.15496883046503632,0.23181737145384912,10,CommonRisk
Stable-Tail-GNN,A,0.265,2.812025257621402,0.15496883046503632,0.23181737145384912,10,CommonRisk
Stable-Tail-GNN,A,0.27,2.812025257621402,0.15496883046503632,0.23181737145384912,10,CommonRisk
Stable-Tail-GNN,A,0.275,2.799657551089474,0.16208199359491554,0.23354188221195743,10,CommonRisk
Stable-Tail-GNN,A,0.28,2.797700396609105,0.16403602265217238,0.23400360552126057,10,CommonRisk
Stable-Tail-GNN,A,0.285,2.783361828888617,0.1541027140135973,0.23688440564488436,10,CommonRisk
Stable-Tail-GNN,A,0.29,2.7520484557398808,0.1476787508883056,0.24468648974660773,10,CommonRisk
Stable-Tail-GNN,A,0.295,2.735280055888528,0.1424318707121891,0.24785528027744386,10,CommonRisk
Stable-Tail-GNN,A,0.3,2.735280055888528,0.1424318707121891,0.24785528027744386,10,CommonRisk
Stable-Tail-GNN,A,0.305,2.706774511315534,0.14223698896066592,0.2553082415902664,10,CommonRisk
Stable-Tail-GNN,A,0.31,2.6506814496029683,0.11364670355790175,0.26460571693967866,10,CommonRisk
Stable-Tail-GNN,A,0.315,2.6211522919783032,0.1584808263378432,0.27321200126859546,10,CommonRisk
Stable-Tail-GNN,A,0.32,2.597347621400564,0.16233127789680168,0.27877047848325254,10,CommonRisk
Stable-Tail-GNN,A,0.325,2.5744460530291056,0.16741492785296574,0.2842451444229569,10,CommonRisk
Stable-Tail-GNN,A,0.33,2.5744460530291056,0.16741492785296574,0.2842451444229569,10,CommonRisk
Stable-Tail-GNN,A,0.335,2.5744460530291056,0.16741492785296574,0.2842451444229569,10,CommonRisk
Stable-Tail-GNN,A,0.34,2.5744460530291056,0.16741492785296574,0.2842451444229569,10,CommonRisk
Stable-Tail-GNN,A,0.345,2.5744460530291056,0.16741492785296574,0.2842451444229569,10,CommonRisk
Stable-Tail-GNN,A,0.35,2.5744460530291056,0.16741492785296574,0.2842451444229569,10,CommonRisk
Stable-Tail-GNN,A,0.355,2.5744460530291056,0.16741492785296574,0.2842451444229569,10,CommonRisk
Stable-Tail-GNN,A,0.36,2.5621178497030086,0.16639302042471094,0.29013622739412226,10,CommonRisk
Stable-Tail-GNN,A,0.365,2.552841453782127,0.1715636557043453,0.2931192599517987,10,CommonRisk
Stable-Tail-GNN,A,0.37,2.551684829479351,0.17130577296801297,0.2939570399020961,10,CommonRisk
Stable-Tail-GNN,A,0.375,2.5375601954308973,0.1744256519751052,0.29967416346516607,10,CommonRisk
Stable-Tail-GNN,A,0.38,2.529231860743209,0.15930308024576695,0.3023804113873019,10,CommonRisk
Stable-Tail-GNN,A,0.385,2.4807599294766915,0.10580622838615161,0.3154899645381016,10,CommonRisk
Stable-Tail-GNN,A,0.39,2.468788626271743,0.10553145118939553,0.31985915953500693,10,CommonRisk
Stable-Tail-GNN,A,0.395,2.4573800674516244,0.095051432951184,0.3240594709040989,10,CommonRisk
Stable-Tail-GNN,A,0.4,2.4544626442598534,0.09260016704036071,0.3249710516739611,10,CommonRisk
Stable-Tail-GNN,B,0.1,8.39809784146732,0.0,0.0,10,CommonRisk
Stable-Tail-GNN,B,0.105,8.39809784146732,0.0,0.0,10,CommonRisk
Stable-Tail-GNN,B,0.11,8.305448178841228,0.2929839583446289,0.0032616575035634273,10,CommonRisk
Stable-Tail-GNN,B,0.115,8.051718144863097,0.4962938567447712,0.014498905514059263,10,CommonRisk
Stable-Tail-GNN,B,0.12,7.5569572363763395,0.9605345478242078,0.03800238421087543,10,CommonRisk
Stable-Tail-GNN,B,0.125,7.20959646552743,1.071049807289513,0.055081782449463136,10,CommonRisk
Stable-Tail-GNN,B,0.13,6.73340149003764,0.998603018117618,0.07543646247574398,10,CommonRisk
Stable-Tail-GNN,B,0.135,6.3812705461568875,0.9664272679701714,0.09270325642840133,10,CommonRisk
Stable-Tail-GNN,B,0.14,6.035012165004885,0.6844448326230869,0.10919827125067831,10,CommonRisk
Stable-Tail-GNN,B,0.145,5.8243973399413616,0.4297751596155818,0.11915190551918368,10,CommonRisk
Stable-Tail-GNN,B,0.15,5.684149590331927,0.2756244748169833,0.12652509547295795,10,CommonRisk
Stable-Tail-GNN,B,0.155,5.684149590331927,0.2756244748169833,0.12652509547295795,10,CommonRisk
Stable-Tail-GNN,B,0.16,5.684149590331927,0.2756244748169833,0.12652509547295795,10,CommonRisk
Stable-Tail-GNN,B,0.165,5.684149590331927,0.2756244748169833,0.12652509547295795,10,CommonRisk
Stable-Tail-GNN,B,0.17,5.662398421726844,0.2949881569561971,0.12706402169300818,10,CommonRisk
Stable-Tail-GNN,B,0.175,5.565631759311081,0.49524927640782773,0.13052686994849322,10,CommonRisk
Stable-Tail-GNN,B,0.18,5.474743160644443,0.5262085722403639,0.1342802662448493,10,CommonRisk
Stable-Tail-GNN,B,0.185,5.235908184483217,0.6684324492468922,0.14359502683073846,10,CommonRisk
Stable-Tail-GNN,B,0.19,5.067364666815555,0.6995901339808377,0.15053646958661832,10,CommonRisk
Stable-Tail-GNN,B,0.195,4.977711542086981,0.7554792654435845,0.15527730618900515,10,CommonRisk
Stable-Tail-GNN,B,0.2,4.759291818089214,0.7358549224471755,0.16329382158809963,10,CommonRisk
Stable-Tail-GNN,B,0.205,4.565295921615787,0.7195635599043967,0.17121270425425147,10,CommonRisk
Stable-Tail-GNN,B,0.21,4.406071329032355,0.7087803103261171,0.17943715868179994,10,CommonRisk
Stable-Tail-GNN,B,0.215,4.262182674227929,0.6090093553965276,0.18608793428522558,10,CommonRisk
Stable-Tail-GNN,B,0.22,4.184890269519297,0.5659107850124754,0.19001506406890045,10,CommonRisk
Stable-Tail-GNN,B,0.225,4.052264491835574,0.39721356429124605,0.1971810694268746,10,CommonRisk
Stable-Tail-GNN,B,0.23,4.017609569758723,0.34522302150795187,0.20072027145301682,10,CommonRisk
Stable-Tail-GNN,B,0.235,3.991965965631536,0.3245868062517357,0.20351796634552444,10,CommonRisk
Stable-Tail-GNN,B,0.24,3.917380780131289,0.23857343314847654,0.20962001256675453,10,CommonRisk
Stable-Tail-GNN,B,0.245,3.8910045809653737,0.22252785543708087,0.21287711877458024,10,CommonRisk
Stable-Tail-GNN,B,0.25,3.861828224460582,0.2211719780198717,0.21758591387236206,10,CommonRisk
Stable-Tail-GNN,B,0.255,3.804733552699247,0.23290823978806677,0.2240253434732499,10,CommonRisk
Stable-Tail-GNN,B,0.26,3.789322931060336,0.23697100037299557,0.22830286511868775,10,CommonRisk
Stable-Tail-GNN,B,0.265,3.745680399769077,0.24932037061347206,0.2319437290670887,10,CommonRisk
Stable-Tail-GNN,B,0.27,3.6914852956384956,0.29629876459936566,0.23663385802162712,10,CommonRisk
Stable-Tail-GNN,B,0.275,3.6600323085926667,0.2813081493878507,0.2396022337425579,10,CommonRisk
Stable-Tail-GNN,B,0.28,3.6542573826712506,0.27674808762402525,0.2416441174464937,10,CommonRisk
Stable-Tail-GNN,B,0.285,3.6328580769212793,0.2622375767601648,0.24398092341752023,10,CommonRisk
Stable-Tail-GNN,B,0.29,3.590044749842229,0.24552874087268706,0.2487614642924,10,CommonRisk
Stable-Tail-GNN,B,0.295,3.4983422562670112,0.17654185593440944,0.2571611416635583,10,CommonRisk
Stable-Tail-GNN,B,0.3,3.4635546952610996,0.15468979305816802,0.2607159424905584,10,CommonRisk
Stable-Tail-GNN,B,0.305,3.428379334406985,0.16379882899425843,0.26721743210422055,10,CommonRisk
Stable-Tail-GNN,B,0.31,3.3942536893354918,0.18654023493765842,0.2734786642361474,10,CommonRisk
Stable-Tail-GNN,B,0.315,3.3876375687448013,0.19180496072188666,0.2755119964649663,10,CommonRisk
Stable-Tail-GNN,B,0.32,3.3851717056302193,0.19246575983980885,0.2766070212392825,10,CommonRisk
Stable-Tail-GNN,B,0.325,3.3782114009158213,0.19670723160226988,0.2798203157581509,10,CommonRisk
Stable-Tail-GNN,B,0.33,3.3745537191354473,0.1975589910601181,0.2836708648138348,10,CommonRisk
Stable-Tail-GNN,B,0.335,3.3663808860169127,0.1958062258627346,0.28549894033855694,10,CommonRisk
Stable-Tail-GNN,B,0.34,3.3635468266968274,0.19483085246579523,0.2861376425716391,10,CommonRisk
Stable-Tail-GNN,B,0.345,3.3503112654935405,0.19572058730128233,0.28907331890825283,10,CommonRisk
Stable-Tail-GNN,B,0.35,3.347942200029246,0.18988857611851637,0.2898702373905714,10,CommonRisk
Stable-Tail-GNN,B,0.355,3.338142571431656,0.17806684880977322,0.29465365732110005,10,CommonRisk
Stable-Tail-GNN,B,0.36,3.3245189291029704,0.15944810627637276,0.2996218463550918,10,CommonRisk
Stable-Tail-GNN,B,0.365,3.3170150652148807,0.15402001233817939,0.3022382556196492,10,CommonRisk
Stable-Tail-GNN,B,0.37,3.304157200692503,0.14605678520067975,0.3059506783074758,10,CommonRisk
Stable-Tail-GNN,B,0.375,3.2875263698864545,0.1242966631277872,0.30932083143337874,10,CommonRisk
Stable-Tail-GNN,B,0.38,3.2837704446443774,0.12076621893056029,0.31254460033224796,10,CommonRisk
Stable-Tail-GNN,B,0.385,3.265590429022857,0.12342877063207147,0.31764366517449477,10,CommonRisk
Stable-Tail-GNN,B,0.39,3.247245930601239,0.1380827298753441,0.32490971474575947,10,CommonRisk
Stable-Tail-GNN,B,0.395,3.243288906912317,0.1387399894228181,0.3276474540406362,10,CommonRisk
Stable-Tail-GNN,B,0.4,3.2410688265352006,0.13942967917429283,0.329612007274855,10,CommonRisk
TEG-low,A,0.1,7.812177609258079,0.05187515936715869,6.716568281379433e-07,10,CommonRisk
TEG-low,A,0.105,7.812177609258079,0.05187515936715869,6.716568281379433e-07,10,CommonRisk
TEG-low,A,0.11,7.2321819093387845,1.2110119336928342,0.01812646165252002,10,CommonRisk
TEG-low,A,0.115,6.814413601672439,1.5802859531410876,0.03279792516260216,10,CommonRisk
TEG-low,A,0.12,6.4604301945659275,1.6327272925459881,0.044416109430169555,10,CommonRisk
TEG-low,A,0.125,5.260842196586955,1.3443224857635372,0.09090669678213646,10,CommonRisk
TEG-low,A,0.13,4.612518568676915,0.1736638306432642,0.11622373644017307,10,CommonRisk
TEG-low,A,0.135,4.556151159195661,0.07094691584281701,0.11887759207880944,10,CommonRisk
TEG-low,A,0.14,4.556151159195661,0.07094691584281701,0.11887759207880944,10,CommonRisk
TEG-low,A,0.145,4.556151159195661,0.07094691584281701,0.11887759207880944,10,CommonRisk
TEG-low,A,0.15,4.556151159195661,0.07094691584281701,0.11887759207880944,10,CommonRisk
TEG-low,A,0.155,4.556151159195661,0.07094691584281701,0.11887759207880944,10,CommonRisk
TEG-low,A,0.16,4.556151159195661,0.07094691584281701,0.11887759207880944,10,CommonRisk
TEG-low,A,0.165,4.556151159195661,0.07094691584281701,0.11887759207880944,10,CommonRisk
TEG-low,A,0.17,4.4713644417950125,0.3017786008792254,0.12398955313441833,10,CommonRisk
TEG-low,A,0.175,4.344872934432663,0.46580459104453353,0.13040512558965667,10,CommonRisk
TEG-low,A,0.18,4.2855352768360655,0.518671025080752,0.13308696151937274,10,CommonRisk
TEG-low,A,0.185,4.112513670233728,0.6199415891481451,0.142615208528158,10,CommonRisk
TEG-low,A,0.19,4.038295253701607,0.649277589365681,0.1461110169633391,10,CommonRisk
TEG-low,A,0.195,3.84466158613757,0.6093301700077902,0.15545132692747027,10,CommonRisk
TEG-low,A,0.2,3.6951647912995242,0.6336327584137944,0.1636191051955942,10,CommonRisk
TEG-low,A,0.205,3.4111866993509365,0.4502275499095225,0.17841908528587086,10,CommonRisk
TEG-low,A,0.21,3.203890433671424,0.14743236264692733,0.18977070905962112,10,CommonRisk
TEG-low,A,0.215,3.188599874230932,0.13975122077783375,0.1906280352883708,10,CommonRisk
TEG-low,A,0.22,3.1801664711593713,0.12038732771340611,0.1911349831532643,10,CommonRisk
TEG-low,A,0.225,3.1375610618244067,0.09248152986406726,0.19576290773628083,10,CommonRisk
TEG-low,A,0.23,3.1248720214210546,0.11170060631337411,0.19839698890572718,10,CommonRisk
TEG-low,A,0.235,3.110002825940414,0.09194447646109392,0.20061105189525302,10,CommonRisk
TEG-low,A,0.24,3.1043350982612923,0.08991226766121575,0.20175473421649906,10,CommonRisk
TEG-low,A,0.245,3.0665334827765625,0.09443691926059418,0.20763178883292008,10,CommonRisk
TEG-low,A,0.25,3.0593783782110897,0.10162431848472367,0.20889494667365155,10,CommonRisk
TEG-low,A,0.255,3.0177259614607506,0.13161925479081948,0.2129187553915636,10,CommonRisk
TEG-low,A,0.26,2.998770841842298,0.15238651945252787,0.21725614807741098,10,CommonRisk
TEG-low,A,0.265,2.9583573345273306,0.14249093651078631,0.2244328616597812,10,CommonRisk
TEG-low,A,0.27,2.901612693424107,0.15417277114351283,0.23503297345832155,10,CommonRisk
TEG-low,A,0.275,2.8615025315653946,0.1622477664619082,0.24304394661299228,10,CommonRisk
TEG-low,A,0.28,2.8381229721835757,0.1715271489754622,0.24918666095997216,10,CommonRisk
TEG-low,A,0.285,2.836891935338993,0.16965816530762765,0.24996839487938827,10,CommonRisk
