risk_source,customer_set,run_dir,beta,lambda_concentration,seed,pyvrp_cost,routes,common_global_risk,common_global_cvar90,common_global_cvar95,common_max_edge_risk,common_high_risk_edge_hits,common_max_vehicle_risk,common_max_vehicle_cvar90,common_vehicle_risk_gini,common_edge_burden_gini_used,common_top10_burden_share,common_max_edge_burden,load_global_risk,load_cvar90,load_cvar95,load_max_vehicle_risk,load_vehicle_gini,load_edge_burden_gini_used,load_top10_burden_share,load_max_edge_burden,baseline_cost,cost_increase_pct,method,model_seed,solver_seed,budget,selection_metric
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,0.0,0.0,0,133997.0,"[[0, 14, 42, 41, 1, 45, 11, 15, 3, 16, 48, 0], [0, 18, 32, 4, 29, 19, 6, 24, 40, 20, 44, 0], [0, 27, 35, 5, 36, 28, 26, 23, 30, 12, 49, 0], [0, 46, 22, 7, 8, 43, 33, 34, 2, 25, 39, 0], [0, 17, 13, 10, 37, 50, 38, 31, 9, 47, 21, 0]]",7.13720918898623,0.1863884401265154,0.4006492259232992,0.8497501577930704,41.0,2.0334811143934317,0.3095878763305101,0.1082738800270559,0.8420770203615147,0.8784088853510879,0.8497501577930704,4.39183687596025,0.1542960533829871,0.2763064557848653,1.286783279212632,0.1634223413700055,0.8887306724564243,0.9101403433636532,0.8422528180124284,133997.0,0.0,GCN,0,0,0.1,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,0.5,0.0,0,148424.0,"[[0, 42, 41, 1, 11, 25, 2, 28, 26, 23, 30, 0], [0, 46, 22, 43, 8, 7, 36, 5, 33, 34, 18, 0], [0, 48, 15, 16, 3, 14, 49, 13, 17, 44, 20, 0], [0, 45, 39, 32, 4, 29, 6, 19, 24, 40, 12, 0], [0, 21, 47, 9, 31, 38, 50, 37, 10, 35, 27, 0]]",4.6036001782443545,0.1343881791558247,0.2603016022060345,0.8422528180124284,39.0,1.6609521818517028,0.2640961497196446,0.2920009446522706,0.8153540614069965,0.8288383782024727,0.8422528180124284,2.178058054524324,0.0659977744690487,0.1017681746443457,1.1448829644030911,0.4134650407516804,0.8387218186049437,0.8194744438021845,0.634804809694155,133997.0,0.1076665895505123,GCN,0,0,0.15,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,1.0,0.0,0,156432.0,"[[0, 20, 44, 38, 50, 5, 43, 8, 7, 22, 46, 0], [0, 1, 41, 24, 19, 6, 17, 13, 49, 12, 48, 0], [0, 40, 9, 31, 36, 33, 34, 18, 35, 10, 37, 0], [0, 30, 23, 26, 28, 2, 25, 16, 3, 14, 42, 0], [0, 15, 45, 11, 39, 32, 4, 29, 47, 21, 27, 0]]",2.8284050276732016,0.0544662406180824,0.1333537718830281,0.3734145939377382,38.0,0.8892961468088297,0.1182151956184417,0.2392138714104463,0.7316292756429255,0.7241721676830248,0.5313090438090153,1.4915657424774338,0.0407469157785037,0.0650122275526642,0.479215805788962,0.247078736267484,0.789437597274526,0.7426772505701319,0.3360731345439643,133997.0,0.1674291215474973,GCN,0,0,0.2,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,1.0,0.0,0,156432.0,"[[0, 20, 44, 38, 50, 5, 43, 8, 7, 22, 46, 0], [0, 1, 41, 24, 19, 6, 17, 13, 49, 12, 48, 0], [0, 40, 9, 31, 36, 33, 34, 18, 35, 10, 37, 0], [0, 30, 23, 26, 28, 2, 25, 16, 3, 14, 42, 0], [0, 15, 45, 11, 39, 32, 4, 29, 47, 21, 27, 0]]",2.8284050276732016,0.0544662406180824,0.1333537718830281,0.3734145939377382,38.0,0.8892961468088297,0.1182151956184417,0.2392138714104463,0.7316292756429255,0.7241721676830248,0.5313090438090153,1.4915657424774338,0.0407469157785037,0.0650122275526642,0.479215805788962,0.247078736267484,0.789437597274526,0.7426772505701319,0.3360731345439643,133997.0,0.1674291215474973,GCN,0,0,0.25,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,1.0,0.0,0,156432.0,"[[0, 20, 44, 38, 50, 5, 43, 8, 7, 22, 46, 0], [0, 1, 41, 24, 19, 6, 17, 13, 49, 12, 48, 0], [0, 40, 9, 31, 36, 33, 34, 18, 35, 10, 37, 0], [0, 30, 23, 26, 28, 2, 25, 16, 3, 14, 42, 0], [0, 15, 45, 11, 39, 32, 4, 29, 47, 21, 27, 0]]",2.8284050276732016,0.0544662406180824,0.1333537718830281,0.3734145939377382,38.0,0.8892961468088297,0.1182151956184417,0.2392138714104463,0.7316292756429255,0.7241721676830248,0.5313090438090153,1.4915657424774338,0.0407469157785037,0.0650122275526642,0.479215805788962,0.247078736267484,0.789437597274526,0.7426772505701319,0.3360731345439643,133997.0,0.1674291215474973,GCN,0,0,0.3,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,3.0,0.0,0,179665.0,"[[0, 27, 21, 47, 32, 39, 15, 16, 3, 14, 42, 0], [0, 46, 22, 7, 8, 43, 50, 38, 31, 9, 40, 0], [0, 48, 1, 45, 11, 25, 2, 28, 26, 23, 30, 0], [0, 20, 36, 5, 33, 34, 18, 35, 10, 37, 49, 0], [0, 12, 19, 6, 24, 41, 4, 29, 44, 17, 13, 0]]",2.4314014439033604,0.0442867650699458,0.061501598385483,0.3904537879556458,37.0,0.7614923857269444,0.0942011733667149,0.2607113656486786,0.6930671584730335,0.6721481566812654,0.5313090438090153,1.2286426434865418,0.0291868604937338,0.0535906166638027,0.3947621816581067,0.2853214590838604,0.7627402647180581,0.7086858300550092,0.2870199778228758,133997.0,0.3408136003044844,GCN,0,0,0.35,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,3.0,0.0,0,179665.0,"[[0, 27, 21, 47, 32, 39, 15, 16, 3, 14, 42, 0], [0, 46, 22, 7, 8, 43, 50, 38, 31, 9, 40, 0], [0, 48, 1, 45, 11, 25, 2, 28, 26, 23, 30, 0], [0, 20, 36, 5, 33, 34, 18, 35, 10, 37, 49, 0], [0, 12, 19, 6, 24, 41, 4, 29, 44, 17, 13, 0]]",2.4314014439033604,0.0442867650699458,0.061501598385483,0.3904537879556458,37.0,0.7614923857269444,0.0942011733667149,0.2607113656486786,0.6930671584730335,0.6721481566812654,0.5313090438090153,1.2286426434865418,0.0291868604937338,0.0535906166638027,0.3947621816581067,0.2853214590838604,0.7627402647180581,0.7086858300550092,0.2870199778228758,133997.0,0.3408136003044844,GCN,0,0,0.4,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,0.0,0.0,1,133997.0,"[[0, 17, 13, 10, 37, 50, 38, 31, 9, 47, 21, 0], [0, 18, 32, 4, 29, 6, 19, 24, 40, 20, 44, 0], [0, 14, 42, 41, 1, 11, 45, 15, 3, 16, 48, 0], [0, 46, 22, 7, 8, 43, 33, 34, 2, 25, 39, 0], [0, 27, 35, 5, 36, 28, 26, 23, 30, 12, 49, 0]]",7.137209188986231,0.1863884401265154,0.4006492259232992,0.8497501577930704,41.0,2.0334811143934317,0.3095878763305101,0.1082738800270559,0.8420770203615151,0.8784088853510881,0.8497501577930704,4.392763212657967,0.1542960533829871,0.2763064557848652,1.2879907570137183,0.1636333826953171,0.8886608737423192,0.9099484148759758,0.8422528180124284,133997.0,0.0,GCN,0,1,0.1,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,0.5,0.0,1,148752.0,"[[0, 48, 42, 14, 3, 16, 20, 44, 17, 13, 49, 0], [0, 46, 22, 43, 8, 7, 36, 5, 33, 34, 40, 0], [0, 27, 35, 10, 37, 50, 38, 31, 9, 47, 21, 0], [0, 1, 41, 24, 19, 6, 29, 4, 32, 18, 12, 0], [0, 15, 11, 45, 39, 25, 2, 28, 26, 23, 30, 0]]",4.569958970957701,0.1381258565606353,0.2418469425308887,0.8422528180124284,38.0,1.8807780455675984,0.1878042261178846,0.2877678785902788,0.8093384882516053,0.8291101486044254,0.8422528180124284,2.062675203648288,0.0607816837283272,0.1141006698152879,0.660671434097886,0.2125686538123095,0.8279814481244616,0.8154498477040009,0.3360731345439643,133997.0,0.1101144055463928,GCN,0,1,0.15,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,1.0,0.0,1,157042.0,"[[0, 20, 44, 17, 13, 37, 10, 40, 49, 12, 48, 0], [0, 30, 23, 26, 28, 2, 25, 11, 45, 16, 15, 0], [0, 1, 39, 32, 4, 29, 6, 19, 24, 41, 42, 0], [0, 14, 3, 38, 50, 5, 33, 34, 18, 35, 27, 0], [0, 21, 47, 9, 31, 36, 7, 8, 43, 22, 46, 0]]",3.16686120254703,0.0721583439711079,0.0925538047631713,0.3734145939377382,33.0,0.9640874905933424,0.0971349785557808,0.1893861058288111,0.7511883517325204,0.7493929582559088,0.5313090438090153,1.4004420132162836,0.0372663589703779,0.062580214285361,0.3878402894659229,0.2082551667250123,0.7635347366019773,0.7141334201903442,0.2922199740949584,133997.0,0.1719814622715434,GCN,0,1,0.2,common_global_risk
