risk_source,customer_set,run_dir,beta,lambda_concentration,seed,pyvrp_cost,routes,common_global_risk,common_global_cvar90,common_global_cvar95,common_max_edge_risk,common_high_risk_edge_hits,common_max_vehicle_risk,common_max_vehicle_cvar90,common_vehicle_risk_gini,common_edge_burden_gini_used,common_top10_burden_share,common_max_edge_burden,load_global_risk,load_cvar90,load_cvar95,load_max_vehicle_risk,load_vehicle_gini,load_edge_burden_gini_used,load_top10_burden_share,load_max_edge_burden,baseline_cost,cost_increase_pct,method,model_seed,solver_seed,budget,selection_metric
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,1.5,0.0,1,163613.0,"[[0, 15, 46, 22, 43, 8, 7, 36, 31, 9, 40, 0], [0, 41, 24, 19, 6, 29, 4, 32, 47, 21, 27, 0], [0, 49, 12, 13, 17, 44, 20, 16, 3, 14, 42, 0], [0, 48, 1, 11, 45, 25, 2, 28, 26, 23, 30, 0], [0, 37, 10, 35, 18, 34, 33, 5, 50, 38, 39, 0]]",2.913026609823233,0.0563405871445271,0.1384412838833781,0.3734145939377382,38.0,1.1122077187704966,0.1153373749531629,0.3178440106624047,0.7374536472939948,0.7312141998970525,0.5313090438090153,1.4538565223097475,0.0371098714531495,0.0618727780992595,0.5978665443822843,0.3323509882798343,0.7974975186893158,0.7487854291266313,0.3734145939377382,133997.0,0.2210198735792592,GCN,0,1,0.25,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,2.0,0.0,1,170480.0,"[[0, 12, 49, 30, 23, 26, 28, 2, 25, 39, 11, 0], [0, 21, 47, 32, 4, 29, 6, 19, 24, 41, 1, 0], [0, 35, 18, 34, 33, 5, 50, 38, 3, 14, 42, 0], [0, 45, 46, 22, 43, 8, 7, 36, 31, 9, 40, 0], [0, 27, 10, 37, 13, 17, 44, 20, 16, 15, 48, 0]]",2.885591749696553,0.0619780057502468,0.1384412838833781,0.3734145939377382,34.0,0.8458277342745499,0.0791290319826983,0.1908930669467068,0.734668443823564,0.7285870036718634,0.5313090438090153,1.3135634982702689,0.0353213837337714,0.0604800453996051,0.414610987869753,0.2274694489928852,0.7982514223556589,0.7569893694138542,0.2870199778228758,133997.0,0.2722672895661843,GCN,0,1,0.3,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,3.0,0.0,1,179665.0,"[[0, 48, 1, 45, 11, 25, 2, 28, 26, 23, 30, 0], [0, 12, 19, 6, 24, 41, 4, 29, 44, 17, 13, 0], [0, 27, 21, 47, 32, 39, 15, 16, 3, 14, 42, 0], [0, 46, 22, 7, 8, 43, 50, 38, 31, 9, 40, 0], [0, 49, 37, 10, 35, 18, 34, 33, 5, 36, 20, 0]]",2.4318872467529227,0.0442867650699458,0.061501598385483,0.3904537879556458,37.0,0.7614923857269444,0.0942011733667149,0.2604994739975821,0.6957440589562858,0.6754483701068753,0.5313090438090153,1.241250007756841,0.0305704957955409,0.0536966806381858,0.3947621816581067,0.2742978595676191,0.7741383355176894,0.7229347444388127,0.2870199778228758,133997.0,0.3408136003044844,GCN,0,1,0.35,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,3.0,0.0,1,179665.0,"[[0, 48, 1, 45, 11, 25, 2, 28, 26, 23, 30, 0], [0, 12, 19, 6, 24, 41, 4, 29, 44, 17, 13, 0], [0, 27, 21, 47, 32, 39, 15, 16, 3, 14, 42, 0], [0, 46, 22, 7, 8, 43, 50, 38, 31, 9, 40, 0], [0, 49, 37, 10, 35, 18, 34, 33, 5, 36, 20, 0]]",2.4318872467529227,0.0442867650699458,0.061501598385483,0.3904537879556458,37.0,0.7614923857269444,0.0942011733667149,0.2604994739975821,0.6957440589562858,0.6754483701068753,0.5313090438090153,1.241250007756841,0.0305704957955409,0.0536966806381858,0.3947621816581067,0.2742978595676191,0.7741383355176894,0.7229347444388127,0.2870199778228758,133997.0,0.3408136003044844,GCN,0,1,0.4,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,0.0,0.0,2,133998.0,"[[0, 16, 3, 15, 45, 11, 1, 41, 42, 14, 48, 0], [0, 25, 2, 34, 33, 43, 8, 7, 22, 46, 39, 0], [0, 38, 31, 9, 47, 21, 27, 23, 30, 49, 12, 0], [0, 26, 28, 36, 5, 35, 10, 37, 50, 13, 17, 0], [0, 44, 20, 40, 24, 6, 19, 29, 4, 32, 18, 0]]",8.83648777013067,0.3052241480174694,0.4388395761433514,0.8497501577930704,46.0,2.5909077653987485,0.4339526116418485,0.1916447544768558,0.849268838683997,0.8751957619120093,0.8497501577930704,4.86352811324628,0.1594940832394055,0.3008577795213186,1.338362738876126,0.1553686634044626,0.8914795834749729,0.9112595282918938,0.8474498276999262,133998.0,0.0,GCN,0,2,0.1,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,0.5,0.0,2,148425.0,"[[0, 18, 34, 33, 5, 36, 7, 8, 43, 22, 46, 0], [0, 35, 10, 37, 50, 38, 31, 9, 47, 21, 27, 0], [0, 20, 44, 17, 13, 49, 12, 14, 3, 16, 15, 0], [0, 30, 23, 26, 28, 2, 25, 1, 41, 42, 48, 0], [0, 40, 24, 6, 19, 29, 4, 32, 39, 11, 45, 0]]",4.603140217098863,0.1343881791558247,0.2603016022060345,0.8422528180124284,39.0,1.6730343935174854,0.2640961497196447,0.2954258467171047,0.8168934703629014,0.8289211985016349,0.8422528180124284,2.32970685288664,0.0726116819083404,0.1107931318042869,0.9581703435809992,0.3282209066422896,0.8609207167343906,0.844533002029801,0.8422528180124284,133998.0,0.1076657860565083,GCN,0,2,0.15,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,1.0,0.0,2,157207.0,"[[0, 1, 41, 24, 19, 6, 29, 4, 32, 39, 45, 0], [0, 21, 47, 9, 31, 36, 33, 34, 18, 35, 27, 0], [0, 49, 12, 30, 23, 26, 28, 2, 25, 11, 48, 0], [0, 15, 3, 38, 50, 5, 43, 8, 7, 22, 46, 0], [0, 40, 37, 10, 13, 17, 44, 20, 16, 42, 14, 0]]",2.991282308894286,0.0667980592548272,0.0854782289376808,0.3734145939377382,33.0,0.8066728473225897,0.0942011733667149,0.2112094214015873,0.7400218509891932,0.7379306049404358,0.5313090438090153,1.455861531115172,0.0390668080866812,0.0686421341656133,0.5321767427079317,0.2924135304850317,0.7815196057159042,0.7331868843579156,0.3360731345439643,133998.0,0.173204077672801,GCN,0,2,0.2,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,1.5,0.0,2,164026.0,"[[0, 1, 41, 24, 19, 6, 29, 4, 32, 47, 21, 0], [0, 48, 27, 10, 37, 13, 17, 44, 20, 16, 15, 0], [0, 35, 18, 34, 33, 5, 50, 38, 3, 14, 42, 0], [0, 11, 45, 39, 25, 2, 28, 26, 23, 30, 49, 0], [0, 12, 40, 9, 31, 36, 7, 8, 43, 22, 46, 0]]",2.8855917496965526,0.0619780057502468,0.1384412838833781,0.3734145939377382,34.0,0.8458277342745499,0.0791290319826983,0.1891690172082283,0.734668443823564,0.7285870036718634,0.5313090438090153,1.5387966057589884,0.0405542715454703,0.0723671412903364,0.5386055009519118,0.2932746796877585,0.8083603512103796,0.7604802025283306,0.3360731345439643,133998.0,0.2240928969089091,GCN,0,2,0.25,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,2.0,0.0,2,169838.0,"[[0, 27, 21, 47, 29, 44, 17, 13, 12, 14, 42, 0], [0, 15, 3, 16, 45, 25, 2, 28, 26, 23, 30, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 20, 5, 36, 33, 34, 18, 35, 10, 37, 49, 0], [0, 11, 39, 32, 4, 6, 19, 24, 41, 1, 48, 0]]",2.6266444011429213,0.0475662681646062,0.1101546747529937,0.3734145939377382,39.0,0.8055619967776317,0.1137095661857504,0.2800194581405171,0.7043504916078798,0.691564805181469,0.5313090438090153,1.2715700597036763,0.0311234924702413,0.0591090584989216,0.4270568063859372,0.2953456667255194,0.7580760398174868,0.7070947346893435,0.2870199778228758,133998.0,0.2674666786071434,GCN,0,2,0.3,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,3.0,0.0,2,179665.0,"[[0, 12, 19, 6, 24, 41, 4, 29, 44, 17, 13, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 42, 14, 3, 16, 15, 39, 32, 47, 21, 27, 0], [0, 49, 37, 10, 35, 18, 34, 33, 5, 36, 20, 0], [0, 30, 23, 26, 28, 2, 25, 11, 45, 1, 48, 0]]",2.045337997055017,0.0346710144342319,0.0477952571533929,0.2656545219045076,36.0,0.7614923857269444,0.0942011733667149,0.3278740779546822,0.6447771872581727,0.6163544952096885,0.5313090438090153,0.9913825178063138,0.0215465808163621,0.0316700272941269,0.3939928200757834,0.3108378212764939,0.7201134132657365,0.6577818938508522,0.2922199740949584,133998.0,0.3408035940834938,GCN,0,2,0.35,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,3.0,0.0,2,179665.0,"[[0, 12, 19, 6, 24, 41, 4, 29, 44, 17, 13, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 42, 14, 3, 16, 15, 39, 32, 47, 21, 27, 0], [0, 49, 37, 10, 35, 18, 34, 33, 5, 36, 20, 0], [0, 30, 23, 26, 28, 2, 25, 11, 45, 1, 48, 0]]",2.045337997055017,0.0346710144342319,0.0477952571533929,0.2656545219045076,36.0,0.7614923857269444,0.0942011733667149,0.3278740779546822,0.6447771872581727,0.6163544952096885,0.5313090438090153,0.9913825178063138,0.0215465808163621,0.0316700272941269,0.3939928200757834,0.3108378212764939,0.7201134132657365,0.6577818938508522,0.2922199740949584,133998.0,0.3408035940834938,GCN,0,2,0.4,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,0.0,0.0,3,133998.0,"[[0, 12, 49, 30, 23, 26, 28, 36, 5, 20, 44, 0], [0, 14, 42, 41, 1, 45, 11, 15, 3, 16, 48, 0], [0, 27, 35, 10, 37, 50, 38, 31, 9, 47, 21, 0], [0, 25, 2, 34, 33, 43, 8, 7, 22, 46, 39, 0], [0, 18, 32, 4, 29, 19, 6, 24, 40, 13, 17, 0]]",6.670131931976947,0.1831336912894387,0.3854916984722114,0.8497501577930704,41.0,2.0805437896158963,0.3150857705734373,0.1898773321407885,0.8410167905798853,0.8734995320909449,0.8497501577930704,3.749051674361242,0.1294709272091733,0.2421725442691615,1.2765987483388173,0.207447792145448,0.8930590466361887,0.9024220021748842,0.8422528180124284,133997.0,7.462853645977149e-06,GCN,0,3,0.1,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,0.5,0.0,3,148424.0,"[[0, 48, 15, 16, 3, 14, 49, 13, 17, 44, 20, 0], [0, 21, 47, 9, 31, 38, 50, 37, 10, 35, 27, 0], [0, 18, 34, 33, 5, 36, 7, 8, 43, 22, 46, 0], [0, 12, 40, 24, 19, 6, 29, 4, 32, 39, 45, 0], [0, 42, 41, 1, 11, 25, 2, 28, 26, 23, 30, 0]]",4.603821495883839,0.1343881791558247,0.2603016022060345,0.8422528180124284,39.0,1.6609521818517028,0.2640961497196447,0.2919676783721316,0.8161669267046248,0.8287985337920107,0.8422528180124284,2.856649382335032,0.0903575714107427,0.1315952696588503,1.1448829644030911,0.3933377940384099,0.8733039197855978,0.8547932003465211,0.8422528180124284,133997.0,0.1076665895505123,GCN,0,3,0.15,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,1.0,0.0,3,157304.0,"[[0, 14, 3, 16, 20, 44, 17, 13, 37, 10, 27, 0], [0, 45, 39, 32, 4, 29, 19, 6, 24, 41, 42, 0], [0, 35, 18, 34, 33, 50, 38, 31, 9, 47, 21, 0], [0, 1, 11, 25, 2, 28, 26, 23, 30, 49, 12, 0], [0, 48, 40, 5, 36, 7, 8, 43, 22, 46, 15, 0]]",3.297315018531381,0.0740879755900346,0.1678512106371484,0.3734145939377382,34.0,0.9358948693157308,0.1274367132941385,0.1398995070569582,0.7585519394650826,0.7603741645966036,0.5313090438090153,1.3493864914934195,0.0362747398118992,0.063754157183906,0.4683134852784581,0.2153938653730227,0.7669082814470438,0.7172839946892465,0.3453508784758599,133997.0,0.1739367299267894,GCN,0,3,0.2,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,1.5,0.0,3,164042.0,"[[0, 20, 36, 5, 33, 34, 18, 35, 10, 37, 48, 0], [0, 39, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 1, 41, 24, 6, 19, 40, 14, 3, 16, 42, 0], [0, 15, 45, 11, 25, 2, 28, 26, 23, 30, 12, 0], [0, 27, 21, 47, 32, 4, 29, 44, 17, 13, 49, 0]]",2.6133622929935827,0.0482840702498827,0.1165735951693432,0.3734145939377382,38.0,0.7935358425609914,0.0811773974044561,0.2839288507188076,0.7041862586432639,0.6897872826737572,0.5313090438090153,1.5732309936019944,0.0406453547621008,0.0790004201443819,0.5230337247823758,0.328149697398401,0.787226002318544,0.7464061279813414,0.3360731345439643,133997.0,0.2242214377933834,GCN,0,3,0.25,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,1.5,0.0,3,164042.0,"[[0, 20, 36, 5, 33, 34, 18, 35, 10, 37, 48, 0], [0, 39, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 1, 41, 24, 6, 19, 40, 14, 3, 16, 42, 0], [0, 15, 45, 11, 25, 2, 28, 26, 23, 30, 12, 0], [0, 27, 21, 47, 32, 4, 29, 44, 17, 13, 49, 0]]",2.6133622929935827,0.0482840702498827,0.1165735951693432,0.3734145939377382,38.0,0.7935358425609914,0.0811773974044561,0.2839288507188076,0.7041862586432639,0.6897872826737572,0.5313090438090153,1.5732309936019944,0.0406453547621008,0.0790004201443819,0.5230337247823758,0.328149697398401,0.787226002318544,0.7464061279813414,0.3360731345439643,133997.0,0.2242214377933834,GCN,0,3,0.3,common_global_risk
A_GCN_seed0,A,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,3.0,0.0,3,180342.0,"[[0, 48, 27, 21, 47, 32, 39, 16, 3, 14, 42, 0], [0, 15, 45, 11, 25, 2, 28, 26, 23, 30, 49, 0], [0, 13, 17, 44, 29, 4, 41, 24, 6, 19, 12, 0], [0, 40, 37, 10, 35, 18, 34, 33, 5, 36, 20, 0], [0, 9, 31, 38, 50, 43, 8, 7, 22, 46, 1, 0]]",2.062451220747116,0.033289515200636,0.0477952571533929,0.2656545219045076,38.0,0.7286900981631509,0.0727435197485364,0.3100684265217637,0.645126327679326,0.6152899687389934,0.5313090438090153,1.1048688256620962,0.0248500918288089,0.0427956661425248,0.390119274664935,0.3149345309347,0.7429751971126077,0.6772675791089252,0.2922199740949584,133997.0,0.3458659522228109,GCN,0,3,0.35,common_global_risk
