method,customer_set,cost_increase_pct,common_global_risk,common_global_cvar90,load_global_risk,common_top10_burden_share
GCN,A,0.33043226786620916,2.360086546525333,0.04218699597998909,1.173545064299924,0.6595247993389239
GCN,B,0.3693512806401079,3.1291937208066978,0.0686461983934566,1.485755353240037,0.7217121608599675
Stable-Tail-GNN,A,0.275739865839041,2.5561932476854468,0.046801018679254465,1.2317794233208414,0.6864783627205725
Stable-Tail-GNN,B,0.3020173236212634,3.2910485458836662,0.07411817811622179,1.560058913300955,0.7344642148836388
TEG-low,A,0.32742337929618803,2.4337649057128514,0.04550069355957467,1.2159482137700253,0.6676988162020476
TEG-low,B,0.34337339799060473,3.151121912144838,0.06842162820582334,1.464538594021199,0.7228882191088408
