P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,722,349,157,155,86,52,9
2,2,712,277,148,131,97,100,62
3,0,684,300,116,178,124,97,31
4,0,650,319,126,162,107,102,63
5,0,686,335,145,139,64,117,43
