rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,4988,0,8,7.885218143463135,0.9836025834083557,0.9893472194671631
2,5042,4,8,7.8697099685668945,0.9813871383666992,0.9825097918510437
3,2163,0,8,7.868882179260254,0.9812688827514648,0.9960164427757263
4,3637,8,8,7.855532169342041,0.9793617129325867,0.9762275815010071
5,1660,0,8,7.824850082397461,0.9749785661697388,0.9858867526054382
6,3816,8,8,7.761501312255859,0.9659287333488464,0.9619746804237366
7,4813,1,8,7.753452777862549,0.9647789597511292,0.9695540070533752
8,4315,8,8,7.483229637145996,0.9261756539344788,0.9389083981513977
9,2836,0,8,7.19618034362793,0.8851686120033264,0.9441246390342712
10,3777,7,7,7.191072940826416,0.8844389915466309,0.9998425841331482
11,89,0,7,7.147835731506348,0.8782622218132019,0.9986380934715271
12,3794,7,7,7.035477161407471,0.8622110486030579,0.9782142639160156
13,2794,0,7,7.002158164978027,0.8574511408805847,0.9999991655349731
14,3593,0,7,6.999971389770508,0.8571387529373169,1.0
15,3477,0,7,6.99989128112793,0.85712730884552,0.9999754428863525
16,3901,0,7,6.998861789703369,0.8569802641868591,0.9999995827674866
17,4871,7,7,6.996920585632324,0.8567029237747192,0.9584757685661316
18,4485,7,7,6.996596336364746,0.8566566109657288,0.9999279975891113
19,4370,6,7,6.995664119720459,0.8565234541893005,0.9314431548118591
20,3955,7,7,6.992285251617432,0.8560407757759094,0.9922100305557251
