P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,535,428,196,66,10,72,14
2,0,704,280,122,44,22,82,67
3,0,633,309,169,80,44,40,45
4,0,646,296,151,48,23,120,37
5,0,534,413,154,68,27,91,33
