P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,566,328,203,70,52,30,72
2,0,580,267,104,99,79,63,129
3,0,577,249,156,115,84,73,66
4,0,510,282,128,156,100,68,77
5,0,466,381,182,70,82,38,101
