model,split,seed,epochs,experiment_tag,alpha_ord,alpha_hr,alpha_topk,topk_frac,stage1_epochs,eval_split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate
teg_gnn,A,0,50,teg_full_default,0.5,1.0,0.3,0.2,0,data_2020_train,0.683742392293964,0.7717015726967618,1.0186623469814517,0.7582320456675018,0.8709677419354839,0.8181818181818182,0.9538390195013803,0.12903225806451613
teg_gnn,A,0,50,teg_full_default,0.5,1.0,0.3,0.2,0,data_2020_val,0.1828386571688843,0.5053937391153467,1.83126621067326,0.2143906020558003,0.3333333333333333,0.23076923076923078,0.27927623883908037,0.6666666666666666
teg_gnn,A,0,50,teg_full_default,0.5,1.0,0.3,0.2,0,data_2021_test,0.36438841233794833,0.5763488644950333,1.674774974149938,0.34788873018907773,0.4117647058823529,0.3620689655172414,0.31418303865156,0.5882352941176471
teg_gnn,A,1,50,teg_full_default,0.5,1.0,0.3,0.2,0,data_2020_train,0.7100235175663019,0.8122508996958537,1.1182225794137668,0.7917837954442805,0.8387096774193549,0.8387096774193549,0.9433238337815655,0.16129032258064516
teg_gnn,A,1,50,teg_full_default,0.5,1.0,0.3,0.2,0,data_2020_val,0.2169047619047619,0.5217006802721089,1.847984805802182,0.3408582468985154,0.5555555555555556,0.38461538461538464,0.3462320923957103,0.4444444444444444
teg_gnn,A,1,50,teg_full_default,0.5,1.0,0.3,0.2,0,data_2021_test,0.3546077893874504,0.5948187823151284,1.6828126501471692,0.36226202432155097,0.39215686274509803,0.45454545454545453,0.36822748082379775,0.6078431372549019
teg_gnn,A,2,50,teg_full_default,0.5,1.0,0.3,0.2,0,data_2020_train,0.7431421850522134,0.7798757333747371,1.0851012578192256,0.7641184379201451,0.9032258064516129,0.717948717948718,0.9380126138777578,0.0967741935483871
teg_gnn,A,2,50,teg_full_default,0.5,1.0,0.3,0.2,0,data_2020_val,0.20569739982733226,0.5032712551782177,1.890764225518377,0.06543180178012997,0.2222222222222222,0.2222222222222222,0.24264482431149098,0.7777777777777778
teg_gnn,A,2,50,teg_full_default,0.5,1.0,0.3,0.2,0,data_2021_test,0.33626532520973085,0.5524860898787143,1.6629794409024683,0.35025321534691045,0.39215686274509803,0.4,0.3737031038455215,0.6078431372549019
teg_gnn,A,3,50,teg_full_default,0.5,1.0,0.3,0.2,0,data_2020_train,0.698074269346763,0.7483247044939866,1.148706001875926,0.7041846290097811,0.8387096774193549,0.7428571428571429,0.907112260485272,0.16129032258064516
teg_gnn,A,3,50,teg_full_default,0.5,1.0,0.3,0.2,0,data_2020_val,0.1796040974727947,0.4401048621280611,2.023121352210257,0.09242144177449163,0.2222222222222222,0.2857142857142857,0.2765874500827557,0.7777777777777778
teg_gnn,A,3,50,teg_full_default,0.5,1.0,0.3,0.2,0,data_2021_test,0.34008468399832514,0.5266110351440063,1.6602983585147624,0.2806113977096508,0.3333333333333333,0.40476190476190477,0.3920084461134342,0.6666666666666666
teg_gnn,A,4,50,teg_full_default,0.5,1.0,0.3,0.2,0,data_2020_train,0.6580530404429397,0.7689766528196929,1.0886489309458247,0.7920079865432217,0.8387096774193549,0.8666666666666667,0.9539823358851998,0.16129032258064516
teg_gnn,A,4,50,teg_full_default,0.5,1.0,0.3,0.2,0,data_2020_val,0.16764888337468983,0.4373104494072236,1.9147397267737685,0.04922219642442527,0.2222222222222222,0.2,0.1533353282296519,0.7777777777777778
teg_gnn,A,4,50,teg_full_default,0.5,1.0,0.3,0.2,0,data_2021_test,0.3313898271872725,0.5598160610162908,1.6569377854802818,0.34901179694459616,0.39215686274509803,0.4166666666666667,0.36930608609629445,0.6078431372549019
teg_gnn,B,0,50,teg_full_default,0.5,1.0,0.3,0.2,0,data_2020_train,0.5517177427027657,0.7285634448112589,1.1964973601422142,0.6800670891280371,0.8,0.7272727272727273,0.8620076066140326,0.2
