model,split,seed,epochs,experiment_tag,alpha_ord,alpha_hr,alpha_topk,topk_frac,stage1_epochs,eval_split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate
teg_gnn,A,0,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2020_train,0.5943099172743669,0.7740059406566322,0.9411846119979259,0.6355866355866355,0.5806451612903226,0.8181818181818182,0.7827509087436665,0.41935483870967744
teg_gnn,A,0,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2020_val,0.1723084360048588,0.4965199694493925,1.6819853234039486,0.14168937329700282,0.2222222222222222,0.25,0.2795732034455778,0.7777777777777778
teg_gnn,A,0,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2021_test,0.28932655308506217,0.5637206985941906,1.5673842367406905,0.25640524280652477,0.2549019607843137,0.35135135135135137,0.2919378003850063,0.7450980392156863
teg_gnn,A,1,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2020_train,0.5193907621202634,0.7406044786180487,1.0051491993944388,0.5228027398578738,0.45161290322580644,0.9333333333333333,0.7355515480037397,0.5483870967741935
teg_gnn,A,1,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2020_val,0.1922894410240187,0.5093214810076563,1.714684275533053,0.188785046728972,0.3333333333333333,0.3333333333333333,0.3629949360327863,0.6666666666666666
teg_gnn,A,1,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2021_test,0.28853594559876394,0.5707573731370426,1.5291798644598378,0.2629866559419862,0.23529411764705882,0.48,0.31448430565304325,0.7647058823529411
teg_gnn,A,2,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2020_train,0.5465686341249093,0.7504517474875048,1.013288871369976,0.5624066828480203,0.4838709677419355,0.75,0.7668221948724878,0.5161290322580645
teg_gnn,A,2,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2020_val,0.18791115448565027,0.5028408601928446,1.732233747900156,0.12319481284998524,0.2222222222222222,0.5,0.2779028100669727,0.7777777777777778
teg_gnn,A,2,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2021_test,0.29459296218487396,0.5575602114434938,1.5707614804422816,0.24216734972903176,0.17647058823529413,0.4090909090909091,0.30470871606133054,0.8235294117647058
teg_gnn,A,3,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2020_train,0.5069380182475112,0.7177620798815829,1.0500162760069325,0.4908102264054949,0.41935483870967744,0.8125,0.7088986981585647,0.5806451612903226
teg_gnn,A,3,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2020_val,0.19944571865443425,0.5223077763215378,1.8139734441875577,0.1730944427573642,0.2222222222222222,0.6666666666666666,0.27159761406500804,0.7777777777777778
teg_gnn,A,3,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2021_test,0.32028734723978086,0.5598858299587439,1.517600211765683,0.2630817092263672,0.19607843137254902,0.5882352941176471,0.34319969864962285,0.803921568627451
teg_gnn,A,4,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2020_train,0.6059280211402853,0.7652135592434101,1.022658877451561,0.6650756606188362,0.6129032258064516,0.9047619047619048,0.8198096043575782,0.3870967741935484
teg_gnn,A,4,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2020_val,0.14663542015400066,0.4560715481371658,1.8048483680024512,-0.10233086981239348,0.0,0.0,0.1466926467349196,1.0
teg_gnn,A,4,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2021_test,0.3065485227587711,0.5637995145579427,1.5474893954892532,0.19758993828502613,0.1568627450980392,0.47058823529411764,0.32374704247785735,0.8431372549019608
teg_gnn,B,0,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2020_train,0.44186323936963157,0.7128705372862314,1.1035721954762376,0.5088209095080727,0.45,0.75,0.6250202400704804,0.55
teg_gnn,B,0,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2021_train,0.518981862178281,0.7006009493624811,0.9954190776050671,0.5273863244169057,0.44,0.9166666666666666,0.7446540224927882,0.56
teg_gnn,B,0,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2021_test,0.26689491064491067,0.5779652612985946,1.4081234671733964,0.3213680387409201,0.2692307692307692,0.5,0.3400231899952076,0.7307692307692307
teg_gnn,B,1,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2020_train,0.4749533973162247,0.7344838630354659,1.1841257556614426,0.5325529637942628,0.45,0.6923076923076923,0.575745779572068,0.55
teg_gnn,B,1,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2021_train,0.5961818767054845,0.7513745959052895,1.0644887802186598,0.5788770097172424,0.4,1.0,0.737079492196944,0.6
teg_gnn,B,1,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2021_test,0.20775787187839304,0.5585446684469486,1.5445389203451096,0.20624669858742128,0.19230769230769232,0.29411764705882354,0.25541742646794235,0.8076923076923077
teg_gnn,B,2,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2020_train,0.43053560282289566,0.6816031100124433,1.169486139703747,0.4442766389593994,0.4,0.64,0.5954345359051988,0.6
teg_gnn,B,2,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2021_train,0.5826094688486205,0.7315258434010492,1.066921826386972,0.5689104595267169,0.44,0.7857142857142857,0.72414796158821,0.56
teg_gnn,B,2,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2021_test,0.26511153477748306,0.5890569780655988,1.461664277430427,0.2696357298947103,0.23076923076923078,0.4,0.3531230705994546,0.7692307692307693
teg_gnn,B,3,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2020_train,0.46046452013302835,0.682356100073897,1.17607286360406,0.4175211040799124,0.325,0.8125,0.6398147752866136,0.675
teg_gnn,B,3,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2021_train,0.5977151689917647,0.7659053482486621,0.975734460092325,0.6653126871015838,0.6,0.8823529411764706,0.8661218136440211,0.4
teg_gnn,B,3,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2021_test,0.26813154339750084,0.5359683391598286,1.5167150725253005,0.11898830763706547,0.038461538461538464,0.3333333333333333,0.20070465514744362,0.9615384615384616
teg_gnn,B,4,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2020_train,0.4347965348138838,0.6976752007364836,1.2311885755613547,0.4569032386113929,0.375,0.75,0.6015465780439678,0.625
teg_gnn,B,4,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2021_train,0.5297967772967773,0.7464997312056135,1.0685557030749822,0.5443644251078998,0.44,0.8461538461538461,0.7871290105629887,0.56
teg_gnn,B,4,50,teg_ce_ord,0.5,0.0,0.0,0.2,0,data_2021_test,0.22998709621742092,0.5455153482131644,1.5751529429079583,0.23793806887110214,0.15384615384615385,0.5,0.3386877973254503,0.8461538461538461
