experiment_tag,model,split,eval_split,runs,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,qwk_mean,qwk_std,recall_6_8_mean,recall_6_8_std,precision_6_8_mean,precision_6_8_std,pr_auc_high_mean,pr_auc_high_std,high_fn_rate_mean,high_fn_rate_std
gcn_stabilized_lowtail_s0_4,gcn_teg_concat,B,data_2021_test,5,0.2966200570318886,0.02350362211492299,0.6237389652600017,0.015230283219050634,1.178304191911233,0.05267658832771961,0.2912843149583083,0.07654802894340366,0.24615384615384617,0.12040366032691174,0.4275242404654169,0.13340043483783662,0.3892148404160978,0.04284332896548187,0.7538461538461538,0.12040366032691177
gcn_stabilized_lowtail_s0_4,gcn_teg_concat,B,data_2021_train,5,0.5336873017293129,0.07440746278640943,0.7630138360199201,0.035807575113302154,0.5820881213817789,0.07476602603349033,0.769249396415014,0.06072333668332659,0.8320000000000001,0.04381780460041327,0.8292986498203889,0.08812690534679701,0.9298983740407032,0.03757632621687966,0.168,0.0438178046004133
gcn_stabilized_lowtail_s0_4,gcn_teg_residual_fixed,A,data_2020_train,5,0.7521594609566614,0.025817952492527742,0.8528684678518095,0.01577289044053953,0.6181005154310489,0.05449460588660769,0.8016353568174107,0.029493168250632744,0.864516129032258,0.042059370356146084,0.9322392899812254,0.05458342992824937,0.9667927259437299,0.02458164870162271,0.13548387096774192,0.04205937035614612
gcn_stabilized_lowtail_s0_4,gcn_teg_residual_fixed,A,data_2020_val,5,0.2389721254573979,0.03268464605594335,0.604912237374865,0.03399251201203838,1.3687012602243562,0.11733060769592733,0.22728659318545144,0.1842714467542677,0.22222222222222224,0.15713484026367722,0.54,0.3847076812334269,0.3523382887010408,0.1324105988024483,0.7777777777777778,0.15713484026367722
gcn_stabilized_lowtail_s0_4,gcn_teg_residual_fixed,A,data_2021_test,5,0.3388233694144601,0.03360663754411346,0.6299417990380612,0.01890107102132043,1.244274486039243,0.037321160317412734,0.2778270811158001,0.06930142595214114,0.2392156862745098,0.06562039423796671,0.5668893752298257,0.06556282273192039,0.3977072081587496,0.027309211189535297,0.7607843137254902,0.0656203942379667
gcn_stabilized_lowtail_s0_4,gcn_teg_residual_fixed,B,data_2020_train,5,0.5886701989013235,0.043124210811356645,0.7691287529632428,0.014476115137910082,0.8247877249403922,0.04765300017482092,0.6923932579822462,0.01461580289931602,0.72,0.027386127875258286,0.8560843331811074,0.058293827951779495,0.8940235875154642,0.017675232603876278,0.28,0.027386127875258306
gcn_stabilized_lowtail_s0_4,gcn_teg_residual_fixed,B,data_2021_test,5,0.28895692248456345,0.040699851208600646,0.628053428955209,0.02240456351495836,1.2748771753263517,0.06346561937734344,0.24966492309921406,0.07568842258237131,0.2076923076923077,0.11409536133993327,0.40477124183006535,0.1308780894102108,0.36530783529861804,0.07277512607716126,0.7923076923076924,0.1140953613399333
gcn_stabilized_lowtail_s0_4,gcn_teg_residual_fixed,B,data_2021_train,5,0.6990759790579449,0.02086446619998477,0.8206952996646283,0.02296469323977703,0.6755616084875744,0.07355862834850911,0.7430402150817205,0.060367552248589966,0.752,0.05932958789676528,0.8884265010351967,0.08008798352275658,0.941449031483117,0.02105925684870168,0.248,0.05932958789676531
gcn_stabilized_lowtail_s0_4,gcn_teg_residual_learnable,A,data_2020_train,5,0.7639233392948265,0.02803200940315125,0.8577858517271615,0.016530787263562927,0.6036425527038848,0.05531431908904418,0.8076105025700734,0.03108895806839989,0.864516129032258,0.042059370356146084,0.9396466973886328,0.06182763259496431,0.9695647164437847,0.022960052579836042,0.13548387096774192,0.04205937035614612
gcn_stabilized_lowtail_s0_4,gcn_teg_residual_learnable,A,data_2020_val,5,0.23898670833215027,0.032679543505782685,0.6029329757164266,0.03504044997371804,1.366633486077236,0.11826915571984847,0.19839845720600788,0.19692504302196107,0.2,0.16480441082434805,0.5066666666666666,0.3960920207336786,0.35404865689102205,0.13629988640426793,0.8,0.16480441082434805
gcn_stabilized_lowtail_s0_4,gcn_teg_residual_learnable,A,data_2021_test,5,0.3411517558170894,0.03301301509491733,0.6312248499421245,0.017629731426340705,1.2380650563619675,0.03788029656552163,0.2778533098751147,0.07101881963509446,0.2392156862745098,0.06987658698511945,0.5667337164750957,0.07988446598823634,0.39907298319864726,0.023347622733834172,0.7607843137254902,0.06987658698511943
gcn_stabilized_lowtail_s0_4,gcn_teg_residual_learnable,B,data_2020_train,5,0.6039884728404188,0.05144343209309153,0.7749640771314562,0.01663890655467869,0.8141473952960425,0.048065162060241085,0.702125038648075,0.01709461316553943,0.735,0.033541019662496875,0.8623793955245569,0.056233186978184795,0.9026571586698451,0.018630370802681376,0.265,0.03354101966249684
gcn_stabilized_lowtail_s0_4,gcn_teg_residual_learnable,B,data_2021_test,5,0.2862828255776652,0.03732623804478555,0.6291389264410625,0.01952778212340744,1.2691782287785585,0.06217365152263494,0.25081068034948856,0.07499507158466047,0.2076923076923077,0.11409536133993327,0.40477124183006535,0.1308780894102108,0.3680283722816747,0.0741592692889327,0.7923076923076924,0.1140953613399333
gcn_stabilized_lowtail_s0_4,gcn_teg_residual_learnable,B,data_2021_train,5,0.7120170141545533,0.031568323263975025,0.8277311362040777,0.02559552528255931,0.6627794042680075,0.07363000620404149,0.7534818887357624,0.05661908216774383,0.776,0.06693280212272601,0.882803500846979,0.06309819305888513,0.9438885836949513,0.022908645819193788,0.22400000000000003,0.06693280212272605
gcn_stabilized_lowtail_s0_4,teg_gnn,A,data_2020_train,5,0.6902047667288828,0.03427782314488364,0.795861866688899,0.01943387565108147,1.0629114638718504,0.0443995353055472,0.742026797940389,0.06193307705995371,0.8064516129032258,0.06842968850192395,0.8098575617930457,0.07194958494830399,0.9186724323816244,0.030791403861596487,0.1935483870967742,0.06842968850192396
gcn_stabilized_lowtail_s0_4,teg_gnn,A,data_2020_val,5,0.19811798476842077,0.015464185907873879,0.516339564562735,0.021567319682374075,1.8634688448335504,0.07261348729199629,0.15689832601220438,0.13014549918549326,0.26666666666666666,0.12668615834434865,0.2692857142857143,0.09850929718891036,0.2673700728720174,0.06925816576124341,0.7333333333333333,0.12668615834434865
gcn_stabilized_lowtail_s0_4,teg_gnn,A,data_2021_test,5,0.3440007953198466,0.018264320700901525,0.5851403724376125,0.014627057848774204,1.6376534720234666,0.015044533007060774,0.3345032200951858,0.01720929918519342,0.3529411764705882,0.04159451654038514,0.42305670281910474,0.03585916355631254,0.36130201248514415,0.03176175066080394,0.6470588235294118,0.04159451654038516
gcn_stabilized_lowtail_s0_4,teg_gnn,B,data_2020_train,5,0.5527414633012963,0.04442983015348496,0.7389448883540551,0.022374959507426028,1.245489373583791,0.04735769702739622,0.6335449581365806,0.04402245193022033,0.6649999999999999,0.07202430145443967,0.7001321138211382,0.0246607940840431,0.8068824197480653,0.024434654988505406,0.335,0.07202430145443967
gcn_stabilized_lowtail_s0_4,teg_gnn,B,data_2021_test,5,0.2676250437445996,0.02114458831184837,0.5688591364194726,0.019527233694254808,1.5952807785274612,0.08100271171678428,0.2743426600880963,0.07835516167193408,0.23846153846153845,0.10672643788855082,0.3507077971608864,0.061303056468189156,0.3529738974285761,0.06484893348300487,0.7615384615384615,0.10672643788855085
gcn_stabilized_lowtail_s0_4,teg_gnn,B,data_2021_train,5,0.656278330123898,0.047023866731893384,0.7870790231569408,0.03283120536249137,1.0881810408625696,0.047101498746058894,0.7300608430922721,0.02894920119999225,0.736,0.04560701700396553,0.8143948804818371,0.009953973487688736,0.9035926532556273,0.013594617320903696,0.264,0.04560701700396552
