model,split,seed,epochs,experiment_tag,alpha_ord,alpha_hr,alpha_topk,topk_frac,stage1_epochs,eval_split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate
gcn,A,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2020_train,0.7349652798460465,0.8378517809696792,0.6448305913895725,0.7756975709794175,0.8709677419354839,0.9,0.9673742531127928,0.12903225806451613
gcn,A,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2020_val,0.24032552414905356,0.6055589912732771,1.307781896274906,0.18735632183908046,0.2222222222222222,0.5,0.36146425687435313,0.7777777777777778
gcn,A,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2021_test,0.32400670075569377,0.6351254713745508,1.217085702927804,0.2358090808556762,0.21568627450980393,0.5238095238095238,0.38182900600568503,0.7843137254901961
gcn,B,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2020_train,0.5572642856862791,0.7650098474195056,0.8869078141479751,0.5793180782169325,0.55,0.9166666666666666,0.8938540942162493,0.45
gcn,B,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2021_train,0.6339763975765744,0.8122485320237485,0.7371328463058906,0.7035287255759697,0.68,0.9444444444444444,0.957019423710023,0.32
gcn,B,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2021_test,0.3167844005174226,0.6312223999405664,1.2274158042951575,0.1870092790863669,0.15384615384615385,0.4,0.4066508466704872,0.8461538461538461
teg_gnn,A,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2020_train,0.6948658719390514,0.7989340940719347,0.9927849938115345,0.7591220578011719,0.8709677419354839,0.8181818181818182,0.932174425001025,0.12903225806451613
teg_gnn,A,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2020_val,0.18870192307692307,0.5193452380952381,1.7880041644510094,0.24983762719203284,0.3333333333333333,0.25,0.2753599186984842,0.6666666666666666
teg_gnn,A,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2021_test,0.3702251186402964,0.6037929163858624,1.6526949454109767,0.34982826515402765,0.4117647058823529,0.38181818181818183,0.309166917692646,0.5882352941176471
teg_gnn,B,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2020_train,0.5041126646328868,0.734483634600719,1.1732197730764211,0.6708534915258209,0.725,0.725,0.8374873019458466,0.275
teg_gnn,B,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2021_train,0.5833944713889566,0.7415750863426777,1.051263601643018,0.6966836076891725,0.72,0.8181818181818182,0.9138642200711168,0.28
teg_gnn,B,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2021_test,0.29169203971911345,0.5851251761966048,1.4930161475659525,0.348845326697668,0.3076923076923077,0.42105263157894735,0.4004382388556363,0.6923076923076923
gcn_teg_concat,A,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2020_train,0.47962474793191956,0.7778796508609427,0.4701902391202612,0.8149415869323888,0.967741935483871,0.8823529411764706,0.9418152808549383,0.03225806451612903
gcn_teg_concat,A,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2020_val,0.26845103425985783,0.6380625327053898,1.2581321032441355,0.2222222222222221,0.2222222222222222,0.6666666666666666,0.3076306231945319,0.7777777777777778
gcn_teg_concat,A,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2021_test,0.2733024674116034,0.6227834236523908,1.1711636404104546,0.2754903023508086,0.2549019607843137,0.52,0.34553588848936173,0.7450980392156863
gcn_teg_concat,B,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2020_train,0.47987051834040856,0.7476784085190165,0.6406570263817614,0.7543750993588045,0.8,0.8,0.8786239682352391,0.2
gcn_teg_concat,B,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2021_train,0.5706038946404057,0.788879153036175,0.5141165243636611,0.8379888571521661,0.88,0.9565217391304348,0.9708444315918002,0.12
gcn_teg_concat,B,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2021_test,0.3212459725759173,0.6258074152468153,1.107052787772713,0.303125611905228,0.2692307692307692,0.5384615384615384,0.41289605746879016,0.7307692307692307
gcn_teg_residual_fixed,A,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2020_train,0.7688703015791716,0.8550826046125127,0.5291943799974543,0.8324029581160755,0.9354838709677419,0.9666666666666667,0.9764840804670082,0.06451612903225806
gcn_teg_residual_fixed,A,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2020_val,0.2655844155844156,0.6424860853432283,1.2554652586213872,0.24905897114178166,0.2222222222222222,1.0,0.34813294104548803,0.7777777777777778
gcn_teg_residual_fixed,A,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2021_test,0.3652627687984384,0.6585569845140923,1.1904428898248798,0.3440809947937108,0.29411764705882354,0.625,0.38291700506785914,0.7058823529411765
gcn_teg_residual_fixed,B,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2020_train,0.5231402932210272,0.745707196871307,0.7668336404510419,0.697946533750001,0.725,0.8055555555555556,0.8822947514819789,0.275
gcn_teg_residual_fixed,B,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2021_train,0.7080010074205121,0.8320892284833278,0.5966632342941025,0.7650937988680695,0.76,0.9047619047619048,0.9664798021737975,0.24
gcn_teg_residual_fixed,B,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2021_test,0.3350380097474019,0.6519754792331872,1.1829873964162716,0.3120867401350871,0.2692307692307692,0.4666666666666667,0.41163863057233874,0.7307692307692307
gcn_teg_residual_learnable,A,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2020_train,0.7858333090940985,0.8633380501358031,0.514020026080986,0.8421188841669391,0.9354838709677419,0.9666666666666667,0.9797727273040421,0.06451612903225806
gcn_teg_residual_learnable,A,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2020_val,0.2655844155844156,0.6424860853432283,1.2485209426406703,0.24905897114178166,0.2222222222222222,1.0,0.3499935717685976,0.7777777777777778
gcn_teg_residual_learnable,A,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2021_test,0.37016472958275215,0.6611241513356743,1.1835859903324806,0.33988311316039055,0.29411764705882354,0.625,0.3829971156490042,0.7058823529411765
gcn_teg_residual_learnable,B,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2020_train,0.5260575682105865,0.7478737674938192,0.7587473469114002,0.6869616617350591,0.7,0.8,0.8902436327297643,0.3
gcn_teg_residual_learnable,B,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2021_train,0.7563970558165605,0.8461164280308895,0.5855814918386882,0.7990446871679138,0.84,0.9130434782608695,0.970394589141216,0.16
gcn_teg_residual_learnable,B,0,50,gcn_stabilized_lowtail_seed0,0.3,0.5,0.1,0.2,0,data_2021_test,0.30825229546168764,0.6461839734416814,1.1798376584851649,0.31347506837662364,0.2692307692307692,0.4666666666666667,0.4132103640972272,0.7307692307692307
