split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate
data_2020_train,0.32896778549114536,0.6159381121377638,1.8863368371047915,0.49385161406584555,0.65,0.4642857142857143,0.571659374912075,0.35
data_2021_train,0.5008408217465886,0.6473887756750223,1.8281288387666026,0.4885426895618249,0.64,0.5925925925925926,0.7596407823713208,0.36
data_2021_test,0.2516163277511962,0.5914646644251906,2.062438719710856,0.44520516728869264,0.46153846153846156,0.41379310344827586,0.421154760503998,0.5384615384615384
