split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate
data_2020_train,0.07671097770154374,0.06069204577455775,2.8385449478147557,0.042167393020143384,0.22580645161290322,0.18421052631578946,0.16387168757850418,0.7741935483870968
data_2020_val,0.03409090909090909,0.03549783549783551,2.879804559096339,0.047186932849364815,0.2222222222222222,0.2222222222222222,0.15809624607034745,0.7777777777777778
data_2021_test,0.09184943407032933,0.056073689998115656,2.828672544725325,0.08170890610273429,0.21568627450980393,0.22916666666666666,0.19304668101276296,0.7843137254901961
