P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,678,356,147,42,39,45,14
2,0,611,356,126,36,69,55,68
3,0,554,323,196,129,46,21,51
4,0,555,388,134,73,73,61,37
5,0,536,389,179,72,48,51,45
