customer_set,seed,budget,rerank_score,cost_norm,common_risk_norm,cvar90_norm,load_risk_norm,top10_share_norm,risk_source,run_dir,beta,lambda_concentration,pyvrp_cost,routes,common_global_risk,common_global_cvar90,common_global_cvar95,common_max_edge_risk,common_high_risk_edge_hits,common_max_vehicle_risk,common_max_vehicle_cvar90,common_vehicle_risk_gini,common_edge_burden_gini_used,common_top10_burden_share,common_max_edge_burden,load_global_risk,load_cvar90,load_cvar95,load_max_vehicle_risk,load_vehicle_gini,load_edge_burden_gini_used,load_top10_burden_share,load_max_edge_burden,baseline_cost,cost_increase_pct
A,0,0.25,0.8600751362672849,0.641452960754735,0.05215195689968831,0.02867875050431941,0.03133197896892043,0.15556147727060465,A_Stable-Tail-eta0.7_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p7_seed6_A_Stable-Tail-eta0.7_seed6,1.0,0.0,160786.0,"[[0, 49, 12, 30, 23, 26, 28, 2, 25, 45, 11, 0], [0, 13, 17, 44, 20, 16, 42, 14, 3, 15, 48, 0], [0, 39, 38, 50, 5, 43, 8, 7, 22, 46, 1, 0], [0, 19, 6, 24, 41, 32, 4, 29, 47, 21, 27, 0], [0, 40, 9, 31, 36, 33, 34, 18, 35, 10, 37, 0]]",2.585591749006867,0.045517673395857744,0.1143641100512679,0.26565452190450767,40.0,0.9587318005984415,0.09531349520162793,0.32939547755698806,0.7125107045156014,0.6991324428468241,0.5313090438090153,1.124432965120826,0.02680196032335019,0.03361884951366715,0.37347849121342236,0.28323032549515736,0.7440479162542772,0.6957018958590842,0.2345459115180038,133997.0,0.19992238632208184
A,0,0.3,0.8600751362672849,0.641452960754735,0.05215195689968831,0.02867875050431941,0.03133197896892043,0.15556147727060465,A_Stable-Tail-eta0.7_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p7_seed6_A_Stable-Tail-eta0.7_seed6,1.0,0.0,160786.0,"[[0, 49, 12, 30, 23, 26, 28, 2, 25, 45, 11, 0], [0, 13, 17, 44, 20, 16, 42, 14, 3, 15, 48, 0], [0, 39, 38, 50, 5, 43, 8, 7, 22, 46, 1, 0], [0, 19, 6, 24, 41, 32, 4, 29, 47, 21, 27, 0], [0, 40, 9, 31, 36, 33, 34, 18, 35, 10, 37, 0]]",2.585591749006867,0.045517673395857744,0.1143641100512679,0.26565452190450767,40.0,0.9587318005984415,0.09531349520162793,0.32939547755698806,0.7125107045156014,0.6991324428468241,0.5313090438090153,1.124432965120826,0.02680196032335019,0.03361884951366715,0.37347849121342236,0.28323032549515736,0.7440479162542772,0.6957018958590842,0.2345459115180038,133997.0,0.19992238632208184
A,1,0.25,0.8444364617001456,0.7945546348416399,0.0039319043470469215,0.0,0.04594992251145876,0.0,A_Stable-Tail-eta0.3_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p3_seed0_A_Stable-Tail-eta0.3_seed0,2.0,0.0,166886.0,"[[0, 49, 30, 23, 26, 28, 2, 25, 11, 16, 42, 0], [0, 1, 45, 39, 32, 4, 41, 24, 6, 19, 12, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 48, 20, 36, 5, 33, 34, 18, 35, 10, 37, 0], [0, 27, 21, 47, 29, 44, 17, 13, 14, 3, 15, 0]]",2.285065504573371,0.03746287306184316,0.09135039481122627,0.26565452190450767,40.0,0.8810464578169189,0.11821519561844178,0.32020896066043125,0.6661889229425499,0.6418611319070238,0.5313090438090153,1.2147848889118995,0.02837430503646076,0.05215041375463851,0.42140829847420247,0.2972846315450224,0.7454070172487595,0.6865754761502214,0.2870199778228758,133997.0,0.24544579356254245
A,1,0.3,0.8444364617001456,0.7945546348416399,0.0039319043470469215,0.0,0.04594992251145876,0.0,A_Stable-Tail-eta0.3_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p3_seed0_A_Stable-Tail-eta0.3_seed0,2.0,0.0,166886.0,"[[0, 49, 30, 23, 26, 28, 2, 25, 11, 16, 42, 0], [0, 1, 45, 39, 32, 4, 41, 24, 6, 19, 12, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 48, 20, 36, 5, 33, 34, 18, 35, 10, 37, 0], [0, 27, 21, 47, 29, 44, 17, 13, 14, 3, 15, 0]]",2.285065504573371,0.03746287306184316,0.09135039481122627,0.26565452190450767,40.0,0.8810464578169189,0.11821519561844178,0.32020896066043125,0.6661889229425499,0.6418611319070238,0.5313090438090153,1.2147848889118995,0.02837430503646076,0.05215041375463851,0.42140829847420247,0.2972846315450224,0.7454070172487595,0.6865754761502214,0.2870199778228758,133997.0,0.24544579356254245
A,2,0.25,0.9212440440841062,0.7877382297099186,0.03049520370688269,0.015000831768590942,0.01935664036165264,0.10730461353694086,A_Stable-Tail-eta0.5_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p5_seed0_A_Stable-Tail-eta0.5_seed0,2.0,0.0,166775.0,"[[0, 49, 40, 6, 19, 24, 41, 4, 32, 39, 48, 0], [0, 20, 5, 36, 31, 9, 43, 8, 7, 22, 46, 0], [0, 42, 14, 12, 13, 17, 44, 29, 47, 21, 27, 0], [0, 37, 10, 35, 18, 34, 33, 50, 38, 3, 15, 0], [0, 1, 16, 11, 45, 25, 2, 28, 26, 23, 30, 0]]",2.4683651862203706,0.042985026204232696,0.09824344565602237,0.26565452190450767,39.0,0.7488397888292052,0.09418384999941198,0.2451793866659575,0.6884798584738328,0.6715396207483748,0.5313090438090153,1.1312958171965284,0.024970230171734446,0.04028622602806031,0.35940530473337534,0.23743653494583938,0.7145433736219897,0.6477854636194542,0.2390890697140569,133998.0,0.24460812847952954
A,2,0.3,0.9054029099709651,0.9007426277968709,0.00019405029262624103,0.0,0.0,0.008932463762935995,A_Stable-Tail-eta0.5_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p5_seed7_A_Stable-Tail-eta0.5_seed7,2.0,0.0,171477.0,"[[0, 48, 49, 12, 13, 17, 44, 29, 47, 21, 27, 0], [0, 20, 36, 5, 33, 34, 18, 35, 10, 37, 40, 0], [0, 3, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 14, 42, 16, 15, 25, 2, 28, 26, 23, 30, 0], [0, 1, 45, 11, 39, 32, 4, 41, 24, 6, 19, 0]]",2.269334237519919,0.038991312223208084,0.09135039481122624,0.26565452190450767,38.0,0.900297324684555,0.11821519561844178,0.3308364296652604,0.6715395409356508,0.6490973714383141,0.5313090438090153,1.0576263454250345,0.022948601437001066,0.04111440764560048,0.4865911483266633,0.35316132430008085,0.7095615567414093,0.632089414072573,0.2390890697140569,133998.0,0.2796982044508127
A,3,0.25,0.7852608467376259,0.7852608467376259,0.0,0.0,0.0,0.0,A_Stable-Tail-eta0.5_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p5_seed0_A_Stable-Tail-eta0.5_seed0,2.0,0.0,166901.0,"[[0, 48, 1, 45, 11, 25, 2, 28, 26, 23, 30, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 12, 19, 6, 24, 41, 4, 29, 44, 17, 13, 0], [0, 49, 37, 10, 35, 18, 34, 33, 36, 5, 20, 0], [0, 42, 14, 3, 15, 16, 39, 32, 47, 21, 27, 0]]",2.0632901029659405,0.03428233266368782,0.04669503842422126,0.26565452190450767,37.0,0.7614923857269444,0.0942011733667149,0.32850162528291316,0.6463697635379806,0.6185403337725612,0.5313090438090153,0.9785337781969126,0.020142483350158204,0.030252198892260777,0.367499565651161,0.2981319511573681,0.6995208636270087,0.6212819265429691,0.2390890697140569,133997.0,0.2455577363672321
A,3,0.3,0.7852608467376259,0.7852608467376259,0.0,0.0,0.0,0.0,A_Stable-Tail-eta0.5_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p5_seed0_A_Stable-Tail-eta0.5_seed0,2.0,0.0,166901.0,"[[0, 48, 1, 45, 11, 25, 2, 28, 26, 23, 30, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 12, 19, 6, 24, 41, 4, 29, 44, 17, 13, 0], [0, 49, 37, 10, 35, 18, 34, 33, 36, 5, 20, 0], [0, 42, 14, 3, 15, 16, 39, 32, 47, 21, 27, 0]]",2.0632901029659405,0.03428233266368782,0.04669503842422126,0.26565452190450767,37.0,0.7614923857269444,0.0942011733667149,0.32850162528291316,0.6463697635379806,0.6185403337725612,0.5313090438090153,0.9785337781969126,0.020142483350158204,0.030252198892260777,0.367499565651161,0.2981319511573681,0.6995208636270087,0.6212819265429691,0.2390890697140569,133997.0,0.2455577363672321
A,4,0.25,0.9217769327708468,0.7907627036929901,0.0,0.009496078854270198,0.10103099299960697,0.021982156739418838,A_Stable-Tail-eta0.5_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p5_seed0_A_Stable-Tail-eta0.5_seed0,2.0,0.0,166801.0,"[[0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 27, 21, 47, 29, 44, 17, 13, 14, 3, 15, 0], [0, 12, 19, 6, 24, 41, 4, 32, 39, 1, 48, 0], [0, 42, 16, 11, 45, 25, 2, 28, 26, 23, 30, 0], [0, 49, 37, 10, 35, 18, 34, 33, 36, 5, 20, 0]]",2.268545434967205,0.038991312223208084,0.09135039481122623,0.26565452190450767,38.0,0.878061810822346,0.11821519561844178,0.32353375073828716,0.6721786597493133,0.6505533944804567,0.5313090438090153,1.3042166750390836,0.032653718140502615,0.04762708969402031,0.48216622562685924,0.3360584247897256,0.774635935785507,0.7316298429852379,0.2870199778228758,133997.0,0.24481145100263438
A,4,0.3,0.8962429221062111,0.8932359463889692,0.003006975717241938,0.0,0.0,0.0,A_Stable-Tail-eta0.5_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p5_seed7_A_Stable-Tail-eta0.5_seed7,2.0,0.0,171052.0,"[[0, 15, 3, 14, 13, 17, 44, 29, 47, 21, 27, 0], [0, 48, 37, 10, 35, 18, 34, 33, 36, 5, 20, 0], [0, 1, 11, 39, 32, 4, 41, 24, 6, 19, 12, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 49, 30, 23, 26, 28, 2, 25, 45, 16, 42, 0]]",2.285551307422933,0.03746287306184316,0.09135039481122624,0.26565452190450767,40.0,0.8838578688505991,0.11821519561844178,0.32095491990283054,0.6692358902699496,0.6451067549638814,0.5313090438090153,0.9678234020678026,0.02036067702706137,0.0340323528140007,0.34669270602176994,0.26530712347128893,0.6901315376274144,0.6086141790005568,0.2390890697140569,133997.0,0.27653604185168323
