eta,selected_count,common_risk_mean,cvar90_mean,load_risk_mean
0.3,8,2.948905207195731,0.0614508173746066,1.3119720875855714
0.5,20,2.7678489924712446,0.05525512518262622,1.3895269056464805
0.7,12,2.9111577862381086,0.06019910019911148,1.2381972240206975
