risk_source,customer_set,budget,selector,runs,value_mean,value_std,selected_cost_increase_mean
A_Stable-Tail-eta0.3_seed9,A,0.3,load_cvar90,10,0.035577457577747315,0.005056763824125723,0.21063079115682964
A_Stable-Tail-eta0.3_seed9,A,0.3,load_risk,10,1.3731950657106702,0.12626605307634833,0.21063079115682964
A_Stable-Tail-eta0.3_seed9,A,0.3,top10_share,10,0.7229524456003787,0.017573779757969782,0.21930778633586218
A_Stable-Tail-eta0.5_seed0,A,0.25,common_risk,10,2.4342096053017785,0.2334806166453696,0.24544189069634811
A_Stable-Tail-eta0.5_seed0,A,0.25,cvar90,10,0.04418132896930963,0.008680703426740427,0.24544189069634811
A_Stable-Tail-eta0.5_seed0,A,0.25,cvar95,10,0.09411285644883757,0.024569786172512063,0.23697677580571624
A_Stable-Tail-eta0.5_seed0,A,0.25,edge_gini,10,0.6859697185577167,0.025280052646282938,0.24544189069634811
A_Stable-Tail-eta0.5_seed0,A,0.25,load_cvar90,10,0.03138973786021463,0.0057011216359277896,0.23687391630847957
A_Stable-Tail-eta0.5_seed0,A,0.25,load_risk,10,1.2746481527703135,0.14194108461426125,0.23687391630847957
A_Stable-Tail-eta0.5_seed0,A,0.25,top10_share,10,0.6677157483621686,0.03150446802585672,0.24544189069634811
A_Stable-Tail-eta0.5_seed0,A,0.3,common_risk,10,2.4342096053017785,0.2334806166453696,0.24544189069634811
A_Stable-Tail-eta0.5_seed0,A,0.3,cvar90,10,0.04418132896930963,0.008680703426740427,0.24544189069634811
A_Stable-Tail-eta0.5_seed0,A,0.3,cvar95,10,0.09411285644883757,0.024569786172512063,0.23697677580571624
A_Stable-Tail-eta0.5_seed0,A,0.3,edge_gini,10,0.6859697185577167,0.025280052646282938,0.24544189069634811
A_Stable-Tail-eta0.5_seed0,A,0.3,load_cvar90,10,0.03138973786021463,0.0057011216359277896,0.23687391630847957
A_Stable-Tail-eta0.5_seed0,A,0.3,load_risk,10,1.2746481527703135,0.14194108461426125,0.23687391630847957
A_Stable-Tail-eta0.5_seed0,A,0.3,top10_share,10,0.6677157483621686,0.03150446802585672,0.24544189069634811
