table,split,model,source_model,source_file,Macro-F1,Macro-F1_raw,MAE,MAE_raw,QWK,QWK_raw,Recall@6-8,Recall@6-8_raw,PR-AUC,PR-AUC_raw,High FN,High FN_raw
paper_stable_tail_ablation,B,GCN-only branch,gcn,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\models\paper_main_comparison_splitB_10seed_summary.csv,0.2881,0.2881168046730741,1.3739,1.3738777471671684,0.2562,0.25618737915847534,0.2154,0.21538461538461537,0.3495,0.3495390510499675,0.7846,0.7846153846153847
paper_stable_tail_ablation,B,TEG-only,teg_only,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\models\paper_main_comparison_splitB_10seed_summary.csv,0.2878,0.2878062787429081,1.6617,1.661671227208735,0.2993,0.29929063772529196,0.3000,0.3,0.3455,0.34549430582073165,0.7000,0.7
paper_stable_tail_ablation,B,Stable-Tail w/o Tail Loss,stable_tail_gnn,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\models\paper_stable_tail_no_tail_loss_splitB_10seed_summary.csv,0.2323,0.23231666748234292,1.1871,1.1871219224352756,0.1964,0.19638633590481067,0.1538,0.15384615384615385,0.3319,0.331866811829279,0.8462,0.8461538461538461
paper_stable_tail_ablation,B,Stable-Tail GNN,stable_tail_gnn,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\models\paper_main_comparison_splitB_10seed_summary.csv,0.2896,0.28962704104936304,1.2666,1.2666215979517133,0.2904,0.29042672322135116,0.2462,0.24615384615384617,0.3659,0.36592839424923007,0.7538,0.7538461538461538
