P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,354,576,285,165,76,69,5
2,0,703,309,175,79,85,152,26
3,0,616,367,163,147,102,127,8
4,0,623,361,161,121,128,109,26
5,0,459,467,281,120,70,98,34
