P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,408,414,226,129,60,54,30
2,0,614,249,94,125,78,141,20
3,0,568,296,143,107,69,96,41
4,0,546,312,137,112,69,87,58
5,0,430,354,227,113,60,85,51
