P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,676,388,195,89,70,40,71
2,4,687,264,160,87,110,84,133
3,0,687,293,146,111,131,83,79
4,3,597,284,132,150,139,123,101
5,0,620,398,163,84,80,66,118
