P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,772,431,128,103,20,38,38
2,0,701,366,146,84,75,55,102
3,0,621,388,195,130,62,60,74
4,0,604,384,174,172,70,64,61
5,0,596,457,170,76,53,79,98
