P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,63,221,689,237,26,64,21
2,0,65,293,529,250,45,66,73
3,0,57,285,550,283,65,50,30
4,0,54,244,595,259,49,89,31
5,0,132,304,508,211,40,89,36
