rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,4170,4485,4620,0.8567861318588257,0.9999998807907104,6.997503757476807,5,7,35
2,4165,4485,5102,0.8567861318588257,0.9999998807907104,6.997503757476807,5,7,35
3,372,3477,3862,0.8556749820709229,0.9999998807907104,6.989725589752197,5,7,35
4,451,3477,3873,0.8556749820709229,0.9999998807907104,6.989725589752197,5,7,35
5,2373,3477,4202,0.8556749820709229,0.9999998807907104,6.989725589752197,5,7,35
6,837,3739,3777,0.8528919219970703,0.9999998807907104,6.970244407653809,5,7,35
7,6058,3777,4260,0.8528919219970703,0.9999998807907104,6.970244407653809,5,7,35
8,6056,3777,4238,0.8528919219970703,0.9999998807907104,6.970244407653809,5,7,35
9,1040,3777,4886,0.8528919219970703,0.9999998807907104,6.970244407653809,5,7,35
10,3825,4871,5075,0.8265638947486877,0.9999998807907104,6.785948276519775,5,7,35
11,2111,3651,4815,0.7995076775550842,0.9999998807907104,6.596554756164551,5,7,35
12,2115,3651,4265,0.7995076775550842,0.9999998807907104,6.596554756164551,5,7,35
13,2124,3651,4687,0.7995076775550842,0.9999998807907104,6.596554756164551,5,7,35
14,5216,4437,5170,0.7701190114021301,0.9999998807907104,6.390833854675293,5,7,35
15,5218,4437,5169,0.7701190114021301,0.9999998807907104,6.390833854675293,5,7,35
16,5219,4437,5171,0.7701190114021301,0.9999998807907104,6.390833854675293,5,7,35
17,5221,4437,4530,0.7701190114021301,0.9999998807907104,6.390833854675293,5,7,35
18,4861,4437,4819,0.7701190114021301,0.9999998807907104,6.390833854675293,5,7,35
19,2894,4437,4521,0.7701190114021301,0.9999998807907104,6.390833854675293,5,7,35
20,3029,4339,4437,0.7701190114021301,0.9999998807907104,6.390833854675293,5,7,35
