beta,runs,pyvrp_cost_mean,pyvrp_cost_std,global_risk_mean,global_risk_std,global_cvar90_mean,global_cvar90_std,max_vehicle_risk_mean,max_vehicle_risk_std,max_vehicle_cvar90_mean,max_vehicle_cvar90_std,vehicle_risk_gini_mean,vehicle_risk_gini_std,risk_variance_mean,risk_variance_std,edge_burden_gini_used_mean,edge_burden_gini_used_std,top10_burden_share_mean,top10_burden_share_std,max_edge_burden_mean,max_edge_burden_std,cost_increase_pct,risk_reduction_pct,risk_source,risk_dir,customer_set,run_name
0.0,5,146531.2,556.7375503771952,7.845853855863618,0.6739953713936289,0.23547474941789776,0.03988111364576325,2.688076265527193,0.3947968684822483,0.4281582579005172,0.0636910278200684,0.24281013150138647,0.019872984186815358,0.5100851116803014,0.1487414609803924,0.854566170134485,0.00639828348463054,0.8870683125510105,0.0074417128933733845,0.9455762478775416,0.3426232407249826,0.0,0.0,Fusion-rho025,hazmat_risk_experiments\outputs\risk_matrices\fusion_gcn_teg_low_rho025_splitB_seed0_epochs50_floor_0p01,B,fusion_rho_pyvrp50_beta1_fixedAB_B_Fusion-rho025
1.0,5,178980.0,145.61421633892758,3.514736254870892,0.37671417726481077,0.08386724961732653,0.012877367597968916,1.2040375590404757,0.23088525205224358,0.12683186705006697,0.0561260726767765,0.28380230961465,0.059424927999792744,0.14755026796620827,0.0770738150711512,0.7859420028616649,0.018244759298197532,0.7808536340599038,0.02532140446476396,0.6106251277268757,0.016950109009810664,0.22144635408704758,0.552026290644619,Fusion-rho025,hazmat_risk_experiments\outputs\risk_matrices\fusion_gcn_teg_low_rho025_splitB_seed0_epochs50_floor_0p01,B,fusion_rho_pyvrp50_beta1_fixedAB_B_Fusion-rho025
0.0,5,133997.4,0.5477225575051661,7.387750494301689,0.8634096565276956,0.21158733292369475,0.048859960877266774,2.4543592229415863,0.35653860551369543,0.38406313702588857,0.11214072104418216,0.21933238621216958,0.05063389956914624,0.3957198924552066,0.21355782828734982,0.8500493780871763,0.010254547930961413,0.8783185162694778,0.009504713385039143,1.0218465258544802,0.3806068423492658,0.0,0.0,Fusion-rho050,hazmat_risk_experiments\outputs\risk_matrices\fusion_gcn_teg_low_rho050_splitB_seed0_epochs50_floor_0p01,A,fusion_rho_pyvrp50_beta1_fixedAB_A_Fusion-rho050
1.0,5,158509.6,382.80909080114594,2.8062668430054254,0.24374719887162632,0.0656942594160541,0.015302020713013854,0.9524876912292524,0.15855520182448152,0.10754586377607664,0.017149412153523544,0.266216742618319,0.07935362428572507,0.07858378157677594,0.03951858652297689,0.7314815015208127,0.01797569766941662,0.7230521091673066,0.02454616199858902,0.392204680690883,0.0,0.18293041506775515,0.6201459638938034,Fusion-rho050,hazmat_risk_experiments\outputs\risk_matrices\fusion_gcn_teg_low_rho050_splitB_seed0_epochs50_floor_0p01,A,fusion_rho_pyvrp50_beta1_fixedAB_A_Fusion-rho050
0.0,5,146531.2,556.7375503771952,7.985895915843733,0.6857064305741769,0.23819566997719005,0.040450821219448645,2.7020934391420424,0.3973578600625326,0.43457979346651643,0.0655048701061399,0.2339764861261069,0.017511054101433887,0.49430112945032134,0.1403790643225669,0.8503474447578074,0.006917953543735557,0.8827436681607873,0.008107176329333247,0.969358976631904,0.3567611919486465,0.0,0.0,Fusion-rho050,hazmat_risk_experiments\outputs\risk_matrices\fusion_gcn_teg_low_rho050_splitB_seed0_epochs50_floor_0p01,B,fusion_rho_pyvrp50_beta1_fixedAB_B_Fusion-rho050
1.0,5,178934.8,470.1719898079851,3.449505554575036,0.2929965105858005,0.07862302799953584,0.0075656986775092805,1.247577286955581,0.2895615185818569,0.1370727291885508,0.04116664625327687,0.28817081247647447,0.06295585356324553,0.14809248445948248,0.07456457130235809,0.7562917083215502,0.016544147585034145,0.7510729212681622,0.021454553862907146,0.617217288694909,0.02332769771984822,0.22113788735777756,0.5680502737667907,Fusion-rho050,hazmat_risk_experiments\outputs\risk_matrices\fusion_gcn_teg_low_rho050_splitB_seed0_epochs50_floor_0p01,B,fusion_rho_pyvrp50_beta1_fixedAB_B_Fusion-rho050
0.0,5,133997.4,0.5477225575051661,7.728159097236334,0.8852976341547666,0.2203546627756686,0.05067735542521543,2.5298657839638885,0.3738056230706223,0.4004407600453746,0.11054065321157963,0.2155672796195406,0.0501175364316896,0.41826871386083064,0.2310654228676654,0.8457434953485068,0.010308754517924294,0.8752507348751344,0.009308652664215607,1.0588584551181623,0.36237726754128513,0.0,0.0,Fusion-rho075,hazmat_risk_experiments\outputs\risk_matrices\fusion_gcn_teg_low_rho075_splitB_seed0_epochs50_floor_0p01,A,fusion_rho_pyvrp50_beta1_fixedAB_A_Fusion-rho075
1.0,5,159260.8,214.2596555583902,2.976417941511219,0.20354707107839648,0.062454539159170874,0.008405850179594877,1.1313930703522863,0.11907464446256329,0.13998381332369605,0.015316141849176975,0.2674452938404443,0.0703453462952467,0.09563471747941121,0.04298071801241547,0.7225050410780193,0.016899201116538923,0.7143176710411552,0.020790912270540758,0.44839920718678705,0.0,0.18853649399167444,0.6148606797476219,Fusion-rho075,hazmat_risk_experiments\outputs\risk_matrices\fusion_gcn_teg_low_rho075_splitB_seed0_epochs50_floor_0p01,A,fusion_rho_pyvrp50_beta1_fixedAB_A_Fusion-rho075
0.0,5,146531.2,556.7375503771952,8.177589075959835,0.6983746851607812,0.2420981134114228,0.04116272610889959,2.7244959805762465,0.4063065645888305,0.44251602085262637,0.06838252594647404,0.2262439344375987,0.01746730056154848,0.4840345949368417,0.13339803027202354,0.8450052738023098,0.007493960261245103,0.8775561581960349,0.009021118307495146,1.0489676995889732,0.34026086582918563,0.0,0.0,Fusion-rho075,hazmat_risk_experiments\outputs\risk_matrices\fusion_gcn_teg_low_rho075_splitB_seed0_epochs50_floor_0p01,B,fusion_rho_pyvrp50_beta1_fixedAB_B_Fusion-rho075
1.0,5,178771.2,307.66328997785877,3.694469858699376,0.42236829975782997,0.08529932452929397,0.011699136915153726,1.150152754680171,0.12562582598585195,0.13778889128611593,0.04332029114606939,0.2134404268529281,0.013266922003335728,0.08121991966350432,0.011269925046425712,0.7439650392019865,0.022759890354977726,0.7423359635034734,0.02954286594336918,0.6238094496629423,0.029705286429885777,0.22002140158546438,0.5482201631333145,Fusion-rho075,hazmat_risk_experiments\outputs\risk_matrices\fusion_gcn_teg_low_rho075_splitB_seed0_epochs50_floor_0p01,B,fusion_rho_pyvrp50_beta1_fixedAB_B_Fusion-rho075
0.0,5,133997.4,0.5477225575051661,7.236554570891895,0.8580829255005538,0.22475667251019785,0.05068422803141503,2.4187495479825882,0.3764709075608574,0.38125246724579487,0.12093020058722517,0.22369230053141265,0.05151417580689861,0.3934353511351204,0.21981684448986616,0.8489812722112886,0.010489635314932008,0.877023119220697,0.009795204440202383,1.0203277587890625,0.3802537046637254,0.0,0.0,Ensemble-4,hazmat_risk_experiments\outputs\risk_matrices\ensemble_graph4_teg_low_tail_splitB_seed0_epochs50_floor_0p01,A,fusion_rho_pyvrp50_beta1_fixedAB_A_Ensemble-4
1.0,5,158131.8,294.97067650869974,2.7986215872544564,0.11199115117110246,0.06209461527687491,0.008199835176494684,0.9358318412530935,0.052554477121569305,0.11460747923702001,0.022676631879276304,0.24275941911481058,0.04920577502531761,0.06250224188755059,0.019269530727154423,0.7293337366530924,0.008446597820194812,0.722296563785581,0.010315246669680709,0.36761897802352905,0.0,0.1801109573767849,0.6132660149469247,Ensemble-4,hazmat_risk_experiments\outputs\risk_matrices\ensemble_graph4_teg_low_tail_splitB_seed0_epochs50_floor_0p01,A,fusion_rho_pyvrp50_beta1_fixedAB_A_Ensemble-4
0.0,5,146665.2,666.5003375843106,7.71339496274013,0.669568681449805,0.22729421996445875,0.03149411845758438,2.685781570803374,0.41542832748914676,0.42384618232647575,0.06758605134853547,0.24182587373741632,0.022424429309680007,0.49253619508039853,0.1684203875711643,0.8470655803143913,0.007955720148975963,0.8797873152942973,0.008902353012786106,0.991034746170044,0.3693368434167446,0.0,0.0,Ensemble-4,hazmat_risk_experiments\outputs\risk_matrices\ensemble_graph4_teg_low_tail_splitB_seed0_epochs50_floor_0p01,B,fusion_rho_pyvrp50_beta1_fixedAB_B_Ensemble-4
1.0,5,178727.4,727.2773198718629,3.6179313757194906,0.15796996313397654,0.08091066321056403,0.010365028776744082,1.2685994082363323,0.26120913269067964,0.1310693823473063,0.025934429338671953,0.25847939743043985,0.08611866082925414,0.13449323264656274,0.08654233714378778,0.7632884015010701,0.012495720243218779,0.7633412985815672,0.013914505353111348,0.6127430200576782,0.0,0.21860809517186067,0.530954736118585,Ensemble-4,hazmat_risk_experiments\outputs\risk_matrices\ensemble_graph4_teg_low_tail_splitB_seed0_epochs50_floor_0p01,B,fusion_rho_pyvrp50_beta1_fixedAB_B_Ensemble-4
