beta,runs,pyvrp_cost_mean,pyvrp_cost_std,global_risk_mean,global_risk_std,global_cvar90_mean,global_cvar90_std,max_vehicle_risk_mean,max_vehicle_risk_std,max_vehicle_cvar90_mean,max_vehicle_cvar90_std,vehicle_risk_gini_mean,vehicle_risk_gini_std,risk_variance_mean,risk_variance_std,edge_burden_gini_used_mean,edge_burden_gini_used_std,top10_burden_share_mean,top10_burden_share_std,max_edge_burden_mean,max_edge_burden_std,cost_increase_pct,risk_reduction_pct,risk_source,risk_dir,customer_set,run_name
0.0,5,133997.4,0.5477225575051661,6.901844565209467,0.8964829578822656,0.19938429990799642,0.04865677229602795,2.335080003249459,0.3662555359813968,0.3647969193508228,0.11013484520178547,0.22600978522651652,0.05221797251034683,0.3756084087846669,0.20767593613082938,0.8598192371710152,0.009716076247035594,0.8845021142821725,0.010212853979633233,1.016768717765808,0.3785241893672493,0.0,0.0,GCN,hazmat_risk_experiments\outputs\risk_matrices\gcn_splitB_seed0_epochs50_floor_0p01,A,fusion_rho_pyvrp50_beta1_fixedAB_A_GCN
1.0,5,156975.8,560.6337485382056,2.5070680768461897,0.13400711877243804,0.05261304624901129,0.006232189773317176,0.7905567462032195,0.1436024557957248,0.0857050230615728,0.011106926155952598,0.2188231440410106,0.05521732508604345,0.04330148168077127,0.021710444754732335,0.759431399421902,0.006396369626598423,0.7410497877935122,0.01042259217595453,0.3085480868816376,0.01859821630379359,0.17148392431494935,0.6367539064144747,GCN,hazmat_risk_experiments\outputs\risk_matrices\gcn_splitB_seed0_epochs50_floor_0p01,A,fusion_rho_pyvrp50_beta1_fixedAB_A_GCN
0.0,5,146531.2,556.7375503771952,7.712965186475077,0.662690847973204,0.23275383021203327,0.039318276838411506,2.6750413148198278,0.3950513622009067,0.4150253862142563,0.07237068745600113,0.252831902932482,0.021360443061984567,0.5305374562931131,0.15829107644387597,0.8592035896522161,0.005958261105943823,0.8910120498851978,0.007529323494837947,0.9217935562133789,0.3291429693741797,0.0,0.0,GCN,hazmat_risk_experiments\outputs\risk_matrices\gcn_splitB_seed0_epochs50_floor_0p01,B,fusion_rho_pyvrp50_beta1_fixedAB_B_GCN
1.0,5,179227.6,635.6400711094291,3.6787924667494374,0.20796468814491817,0.0914618273587253,0.009176342141359638,1.321969128935598,0.011678180012845521,0.14726571013820378,0.027241183911755815,0.3290585378454819,0.03933081103168016,0.19857895000247344,0.04090434247626066,0.8136025312320776,0.007910255368455882,0.8099860519439652,0.010695188205393063,0.6040329575538635,0.010572492286107649,0.22313609661287145,0.5230378488935957,GCN,hazmat_risk_experiments\outputs\risk_matrices\gcn_splitB_seed0_epochs50_floor_0p01,B,fusion_rho_pyvrp50_beta1_fixedAB_B_GCN
0.0,5,133997.4,0.5477225575051661,8.096136637072778,0.9099172850797527,0.22523534704238735,0.055228961485220295,2.6089164480334146,0.393811596228009,0.4172882280436655,0.10877399776280801,0.21390693896788723,0.04868546931189243,0.44563554579976117,0.24973491549943083,0.8425421433184062,0.010227757047201996,0.8722132883686683,0.009214163456311708,1.1496501684188842,0.31408416444982334,0.0,0.0,TEG-low,hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs50_teg_low_tail_floor_0p01,A,fusion_rho_pyvrp50_beta1_fixedAB_A_TEG-low
1.0,5,159881.8,329.63874165516404,3.293531349507975,0.2058590948786688,0.08129808540486859,0.015656023391404962,1.1482075879524927,0.10408054160809505,0.15031987857073548,0.024388409397117252,0.2562665080092571,0.020776693155237863,0.09595359247901228,0.009021385904395662,0.7261265543141638,0.014047138041893401,0.7185908780119983,0.0168860623484539,0.5045937299728394,0.0,0.1931709122714321,0.5931971633942963,TEG-low,hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs50_teg_low_tail_floor_0p01,A,fusion_rho_pyvrp50_beta1_fixedAB_A_TEG-low
0.0,5,146531.2,556.7375503771952,8.40668787767063,0.7117026464340845,0.22665544320519976,0.05401683757514773,2.7520953126484526,0.41966742139267693,0.451627177943786,0.07188417410775882,0.21979779257361579,0.01747942910518736,0.47967300737577495,0.12638171571394696,0.8411976101117797,0.007482281349517639,0.8734991012667515,0.008982545416353075,1.1489561796188354,0.31253235831729065,0.0,0.0,TEG-low,hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs50_teg_low_tail_floor_0p01,B,fusion_rho_pyvrp50_beta1_fixedAB_B_TEG-low
1.0,5,178524.6,179.87579047776273,3.518651402258547,0.3950509960109928,0.07114614966867736,0.01603367657987781,1.3019351448339875,0.2243935343514473,0.14286049727557434,0.041226188490961484,0.2737585901285738,0.08144612737467213,0.13756036432225918,0.08601439071102183,0.7133984558924867,0.02034551576331145,0.7085793616408127,0.028126728925688516,0.6142648458480835,0.0,0.21833848354480132,0.5814461707796751,TEG-low,hazmat_risk_experiments\outputs\risk_matrices\teg_gnn_splitB_seed0_epochs50_teg_low_tail_floor_0p01,B,fusion_rho_pyvrp50_beta1_fixedAB_B_TEG-low
0.0,5,133997.4,0.5477225575051661,7.1118188826520115,0.878119430107137,0.2045140164654829,0.048614432672029924,2.3887948129345054,0.3487158604395054,0.37243204973167965,0.10955590192797943,0.2229080232368393,0.051386257700752454,0.38218006701846846,0.2032603137580694,0.8540889276362295,0.010123977167330971,0.8808435665874018,0.010139406458938198,1.0193076278402067,0.37956544011800575,0.0,0.0,Fusion-rho025,hazmat_risk_experiments\outputs\risk_matrices\fusion_gcn_teg_low_rho025_splitB_seed0_epochs50_floor_0p01,A,fusion_rho_pyvrp50_beta1_fixedAB_A_Fusion-rho025
1.0,5,157690.6,444.33242060421384,2.6198840905515235,0.2171322259348941,0.05664798252972207,0.012994410413910812,0.9145255019855068,0.12319765251472722,0.10052649459971603,0.019965972890137972,0.2372357363863054,0.0751471591770779,0.05662789513475343,0.031491628835918384,0.7372465070792644,0.01458976827026502,0.7248158911065289,0.020197563417666754,0.336010154194979,0.0,0.17681835617706024,0.6316154652162352,Fusion-rho025,hazmat_risk_experiments\outputs\risk_matrices\fusion_gcn_teg_low_rho025_splitB_seed0_epochs50_floor_0p01,A,fusion_rho_pyvrp50_beta1_fixedAB_A_Fusion-rho025
