P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,2,904,206,197,95,50,18,58
2,2,787,182,166,192,94,36,70
3,0,757,230,215,126,115,34,53
4,0,772,238,189,105,123,53,49
5,0,828,232,205,81,75,27,81
